"REPORT_PERIOD","S_INFO_WINDCODE","S_FA_BPS"
"20100930","000571.SZ",1.83
"20100930","000573.SZ",2.25
"20100930","000578.SZ",2.9017
"20100930","002085.SZ",3.12
"20100930","002080.SZ",6.33
"20100930","000716.SZ",1.83
"20100930","000739.SZ",3.05
"20100930","000786.SZ",4.223
"20100930","000792.SZ",4.94
"20100930","000852.SZ",2.53
"20100930","000880.SZ",3
"20100930","000886.SZ",2.357
"20100930","002161.SZ",1.91
"20100930","002397.SZ",10.26
"20100930","002199.SZ",2.51
"20100930","000610.SZ",2.062
"20100930","000612.SZ",4.675
"20100930","000667.SZ",1.92
"20100930","000669.SZ",1.63
"20100930","000673.SZ",-0.1
"20100930","000705.SZ",4.1
"20100930","600010.SH",2.01
"20100930","601158.SH",2.22
"20100930","002318.SZ",6.55
"20100930","002205.SZ",4.04
"20100930","002334.SZ",7.93
"20100930","300059.SZ",11.37
"20100930","300226.SZ",2.8362
"20100930","600476.SH",1.6
"20100930","600015.SH",6.85
"20100930","002074.SZ",2.9
"20100930","002047.SZ",1.8
"20100930","002462.SZ",6.42
"20100930","000155.SZ",3.66
"20100930","000415.SZ",0.8111
"20100930","000426.SZ",2.95
"20100930","002495.SZ",2.88
"20100930","002494.SZ",3.1
"20100930","002492.SZ",3
"20100930","600185.SH",2.88
"20100930","600189.SH",4.12
"20100930","002072.SZ",1.61
"20100930","002071.SZ",1.95
"20100930","002099.SZ",3.86
"20100930","600979.SH",2.88
"20100930","002041.SZ",4.8
"20100930","000533.SZ",1.47
"20100930","000534.SZ",2.18
"20100930","000537.SZ",1.19
"20100930","000543.SZ",4.89
"20100930","600208.SH",1.38
"20100930","600243.SH",3.26
"20100930","600246.SH",2.56
"20100930","600247.SH",1.484
"20100930","600255.SH",2.59
"20100930","600268.SH",3.3
"20100930","600395.SH",5.486
"20100930","600422.SH",2.259
"20100930","600501.SH",3.2
"20100930","000826.SZ",2.91
"20100930","600028.SH",4.686
"20100930","600060.SH",6.1
"20100930","000488.SZ",6.41
"20100930","000725.SZ",2.05
"20100930","600005.SH",3.542
"20100930","600007.SH",4.32
"20100930","600009.SH",7.1
"20100930","002490.SZ",4.3
"20100930","A11235.SH",3.5256
"20100930","002086.SZ",4.63
"20100930","002157.SZ",3.38
"20100930","002142.SZ",4.46
"20100930","600000.SH",7.109
"20100930","601009.SH",5.75
"20100930","601328.SH",3.82
"20100930","601398.SH",2.26
"20100930","601628.SH",7.31
"20100930","601005.SH",3.2
"20100930","000958.SZ",-1.544
"20100930","000959.SZ",2.6
"20100930","000961.SZ",3.76
"20100930","000969.SZ",3.48
"20100930","000979.SZ",1.31
"20100930","000983.SZ",4.1117
"20100930","000993.SZ",4.17
"20100930","600429.SH",1.8233
"20100930","600355.SH",1.67
"20100930","002174.SZ",2.73
"20100930","002223.SZ",3.24
"20100930","002264.SZ",3.5
"20100930","002228.SZ",3.64
"20100930","600037.SH",4.57
"20100930","600406.SH",2.47
"20100930","600035.SH",3.131
"20100930","600343.SH",4.4174
"20100930","600549.SH",3.7
"20100930","600572.SH",3.33
"20100930","600502.SH",3.08
"20100930","002076.SZ",2.17
"20100930","002190.SZ",2.66
"20100930","002051.SZ",6.901
"20100930","002064.SZ",2.14
"20100930","600163.SH",2.426
"20100930","600165.SH",2.2237
"20100930","600170.SH",7.18
"20100930","600175.SH",1.61
"20100930","600177.SH",5.53
"20100930","002360.SZ",9.25
"20100930","002245.SZ",2.54
"20100930","002469.SZ",10.34
"20100930","000505.SZ",1.24
"20100930","000518.SZ",0.7001
"20100930","000530.SZ",4.96
"20100930","600771.SH",-4.93
"20100930","600775.SH",2.21
"20100930","600776.SH",1.9627
"20100930","601616.SH",1.48
"20100930","600317.SH",3.07
"20100930","600318.SH",1.8645
"20100930","600321.SH",2.63
"20100930","600322.SH",3.57
"20100930","600336.SH",1.5808
"20100930","600363.SH",2.47
"20100930","600378.SH",1.82
"20100930","600697.SH",5.26
"20100930","600880.SH",2.54
"20100930","002358.SZ",9.82
"20100930","601000.SH",3.43
"20100930","002549.SZ",2.8265
"20100930","002508.SZ",3.57
"20100930","002512.SZ",1.92
"20100930","000059.SZ",5.1203
"20100930","000544.SZ",2.12
"20100930","000563.SZ",2.01
"20100930","002500.SZ",1.52
"20100930","600873.SH",2.2806
"20100930","002033.SZ",5.22
"20100930","002039.SZ",4.5088
"20100930","300174.SZ",1.69
"20100930","300173.SZ",3.61
"20100930","300172.SZ",2.47
"20100930","300170.SZ",2.35
"20100930","002100.SZ",4.49
"20100930","300072.SZ",10.68
"20100930","002479.SZ",8.35
"20100930","002429.SZ",5.42
"20100930","000526.SZ",1.5183
"20100930","000555.SZ",-1.57
"20100930","000561.SZ",1.08
"20100930","000570.SZ",3.43
"20100930","000582.SZ",2.23
"20100930","000589.SZ",6.24
"20100930","000601.SZ",3.21
"20100930","002032.SZ",4.077
"20100930","002448.SZ",9.29
"20100930","002092.SZ",5.49
"20100930","300016.SZ",4.51
"20100930","000501.SZ",3.2
"20100930","600143.SH",2.34
"20100930","600008.SH",2.2179
"20100930","600016.SH",3.75
"20100930","600019.SH",5.84
"20100930","600036.SH",6.17
"20100930","002044.SZ",1.97
"20100930","601006.SH",2.94
"20100930","600970.SH",3.72
"20100930","002145.SZ",1.06
"20100930","002154.SZ",6.01
"20100930","002046.SZ",4.84
"20100930","002532.SZ",2.58
"20100930","002216.SZ",5.13
"20100930","A14255.SH",1.6906
"20100930","300142.SZ",3.69
"20100930","002189.SZ",2.41
"20100930","002236.SZ",7.47
"20100930","002165.SZ",2.29
"20100930","002244.SZ",2.8
"20100930","000528.SZ",7.94
"20100930","600735.SH",1.1228
"20100930","600748.SH",2.33
"20100930","600764.SH",1.68
"20100930","600765.SH",3.38
"20100930","600769.SH",1.2127
"20100930","600127.SH",1.0157
"20100930","600136.SH",1.09
"20100930","600137.SH",3.97
"20100930","600139.SH",1.597
"20100930","600141.SH",4.4957
"20100930","600167.SH",2.61
"20100930","600173.SH",1.85
"20100930","000938.SZ",3.74
"20100930","000939.SZ",3.22
"20100930","600308.SH",9.33
"20100930","600399.SH",3.173
"20100930","600600.SH",6.99
"20100930","600666.SH",2.24
"20100930","600668.SH",2.85
"20100930","600871.SH",1.956
"20100930","600874.SH",2.37
"20100930","600885.SH",-0.01
"20100930","002149.SZ",4.99
"20100930","002432.SZ",6.15
"20100930","600742.SH",9.3929
"20100930","600803.SH",1.43
"20100930","600809.SH",4.55
"20100930","000791.SZ",1.6863
"20100930","000805.SZ",-1.36
"20100930","000809.SZ",1.1387
"20100930","000903.SZ",6.73
"20100930","000920.SZ",2.03
"20100930","000928.SZ",3.37
"20100930","300160.SZ",3.02
"20100930","000503.SZ",1.7069
"20100930","000539.SZ",3.61
"20100930","002111.SZ",3.52
"20100930","002089.SZ",3.65
"20100930","002079.SZ",1.98
"20100930","002153.SZ",3.54
"20100930","002081.SZ",3.27
"20100930","600039.SH",2.64
"20100930","600565.SH",1.43
"20100930","600021.SH",2.6652
"20100930","600529.SH",6.65
"20100930","002038.SZ",4.42
"20100930","000788.SZ",1.41
"20100930","600711.SH",1.77
"20100930","002709.SZ",3.5462
"20100930","002063.SZ",2.41
"20100930","002475.SZ",9.19
"20100930","002172.SZ",1.96
"20100930","002066.SZ",4.7884
"20100930","600497.SH",4.15
"20100930","002305.SZ",2.7
"20100930","002489.SZ",4.63
"20100930","002114.SZ",2.09
"20100930","600581.SH",4.36
"20100930","600353.SH",3.7728
"20100930","002350.SZ",6.6895
"20100930","A09064.SZ",2.7956
"20100930","000511.SZ",1.35
"20100930","000598.SZ",3.43
"20100930","000619.SZ",5.41
"20100930","000639.SZ",1.68
"20100930","000661.SZ",3.83
"20100930","000663.SZ",1.98
"20100930","000681.SZ",0.65
"20100930","000686.SZ",5.05
"20100930","600589.SH",2.99
"20100930","600621.SH",2.172
"20100930","600622.SH",3.61
"20100930","600639.SH",3.674
"20100930","000895.SZ",5.0976
"20100930","000899.SZ",2.26
"20100930","000916.SZ",3.49
"20100930","000917.SZ",4.94
"20100930","000925.SZ",2.14
"20100930","000926.SZ",7.39
"20100930","300147.SZ",3.46
"20100930","000697.SZ",1.91
"20100930","000698.SZ",4.425
"20100930","300163.SZ",2.27
"20100930","000581.SZ",5.973
"20100930","000584.SZ",3.92
"20100930","000599.SZ",2.76
"20100930","000605.SZ",0.65
"20100930","000628.SZ",0.39
"20100930","000665.SZ",0.9
"20100930","002425.SZ",7.84
"20100930","002476.SZ",7.06
"20100930","000779.SZ",1.66
"20100930","000790.SZ",1.6863
"20100930","000159.SZ",2.35
"20100930","000066.SZ",2.07
"20100930","000099.SZ",3.0436
"20100930","000157.SZ",3.0815
"20100930","000158.SZ",3.26
"20100930","000400.SZ",6.2137
"20100930","000403.SZ",0.1568
"20100930","000717.SZ",3.4397
"20100930","000735.SZ",1.781
"20100930","000752.SZ",2.149
"20100930","000762.SZ",2.51
"20100930","000783.SZ",4.27
"20100930","600553.SH",2.49
"20100930","600526.SH",3.644
"20100930","600446.SH",3.23
"20100930","002373.SZ",8.83
"20100930","002312.SZ",5.1
"20100930","002474.SZ",10.97
"20100930","002123.SZ",4.45
"20100930","002125.SZ",3.422
"20100930","600070.SH",3.2
"20100930","600078.SH",2.41
"20100930","600087.SH",2.75
"20100930","002540.SZ",4.14
"20100930","000710.SZ",0.7654
"20100930","000712.SZ",2.65
"20100930","000524.SZ",2.29
"20100930","000680.SZ",5.07
"20100930","600029.SH",1.94
"20100930","600436.SH",6.48
"20100930","002332.SZ",3.12
"20100930","002303.SZ",9.0918
"20100930","002377.SZ",6.04
"20100930","601866.SH",2.43
"20100930","002528.SZ",3.02
"20100930","300345.SZ",2.05
"20100930","002519.SZ",7.03
"20100930","000030.SZ",-6.011
"20100930","000039.SZ",5.8824
"20100930","000046.SZ",3.43
"20100930","000056.SZ",0.69
"20100930","000060.SZ",2.74
"20100930","000063.SZ",7.65
"20100930","600509.SH",2.94
"20100930","600519.SH",18.57
"20100930","600548.SH",3.89
"20100930","600568.SH",4.31
"20100930","600971.SH",10.33
"20100930","002069.SZ",3.43
"20100930","002296.SZ",5.42
"20100930","300070.SZ",19.11
"20100930","002406.SZ",9.52
"20100930","002466.SZ",9.63
"20100930","002468.SZ",4.88
"20100930","300118.SZ",13.57
"20100930","002465.SZ",12.46
"20100930","002389.SZ",10.33
"20100930","002408.SZ",9.31
"20100930","002379.SZ",11.02
"20100930","002187.SZ",7.35
"20100930","000709.SZ",4.22
"20100930","002316.SZ",5.06
"20100930","002473.SZ",5.27
"20100930","002315.SZ",12.72
"20100930","002248.SZ",3.98
"20100930","601668.SH",2.47
"20100930","002235.SZ",2.42
"20100930","601808.SH",5.56
"20100930","002110.SZ",5.06
"20100930","300081.SZ",11.61
"20100930","600401.SH",0.418
"20100930","600527.SH",2.35
"20100930","002513.SZ",5.56
"20100930","000606.SZ",1.48
"20100930","000620.SZ",0.0063
"20100930","000622.SZ",-0.92
"20100930","000638.SZ",0.97
"20100930","000666.SZ",4.7402
"20100930","000668.SZ",4.53
"20100930","600052.SH",2.35
"20100930","600068.SH",2.81
"20100930","600478.SH",3.34
"20100930","300080.SZ",13.29
"20100930","002037.SZ",3.59
"20100930","002075.SZ",-0.11
"20100930","601699.SH",9.99
"20100930","000007.SZ",-0.3448
"20100930","000016.SZ",3.26
"20100930","000019.SZ",1.63
"20100930","600199.SH",1.4752
"20100930","600203.SH",1.35
"20100930","600216.SH",7.8
"20100930","600218.SH",3.44
"20100930","600221.SH",2.82
"20100930","600265.SH",1.94
"20100930","000010.SZ",0.313
"20100930","000017.SZ",-3.43
"20100930","002207.SZ",3.63
"20100930","002200.SZ",3.91
"20100930","002040.SZ",2.21
"20100930","000037.SZ",2.81
"20100930","000042.SZ",9.38
"20100930","000050.SZ",2.11
"20100930","000897.SZ",1.32
"20100930","000918.SZ",1.98
"20100930","000929.SZ",2.93
"20100930","000960.SZ",5.12
"20100930","600195.SH",3.737
"20100930","000611.SZ",1.95
"20100930","000613.SZ",0.23
"20100930","000629.SZ",2.71
"20100930","000676.SZ",1.11
"20100930","002070.SZ",3.63
"20100930","002279.SZ",5.29
"20100930","002501.SZ",5.04
"20100930","002502.SZ",2.98
"20100930","002509.SZ",2.09
"20100930","002507.SZ",2.7
"20100930","002277.SZ",4.67
"20100930","002299.SZ",4.04
"20100930","601007.SH",3.51
"20100930","002131.SZ",2.05
"20100930","002371.SZ",13.43
"20100930","600897.SH",5.1
"20100930","002427.SZ",5.06
"20100930","002004.SZ",7.02
"20100930","002006.SZ",2.33
"20100930","002034.SZ",5.05
"20100930","601099.SH",1.27
"20100930","000552.SZ",2.82
"20100930","000567.SZ",1.32
"20100930","000586.SZ",0.55
"20100930","000590.SZ",1.27
"20100930","000625.SZ",4.43
"20100930","000626.SZ",1.5616
"20100930","002433.SZ",9.37
"20100930","002417.SZ",6.63
"20100930","000811.SZ",2.5
"20100930","000829.SZ",2.17
"20100930","000836.SZ",2.46
"20100930","000839.SZ",3.66
"20100930","000848.SZ",2.36
"20100930","000863.SZ",-5.95
"20100930","300134.SZ",3.98
"20100930","002326.SZ",6.49
"20100930","002401.SZ",9.31
"20100930","002349.SZ",6.7
"20100930","002472.SZ",10.08
"20100930","002390.SZ",10.88
"20100930","002405.SZ",5.04
"20100930","002428.SZ",9.57
"20100930","002464.SZ",5.38
"20100930","300096.SZ",5.95
"20100930","000813.SZ",1.13
"20100930","000892.SZ",-0.0342
"20100930","601992.SH",4.0521
"20100930","300141.SZ",2.35
"20100930","002573.SZ",3.1374
"20100930","603328.SH",3.32
"20100930","600486.SH",9.605
"20100930","600649.SH",5.0801
"20100930","600651.SH",1.609
"20100930","600656.SH",-2.095
"20100930","600662.SH",1.88
"20100930","600380.SH",2.7995
"20100930","600389.SH",4.111
"20100930","600393.SH",2.9
"20100930","600396.SH",3.15
"20100930","600400.SH",3.01
"20100930","600419.SH",1.77
"20100930","002395.SZ",8.51
"20100930","600340.SH",1.89
"20100930","600560.SH",5.27
"20100930","002331.SZ",6.35
"20100930","300114.SZ",8.37
"20100930","002056.SZ",6.41
"20100930","002168.SZ",1.8
"20100930","002133.SZ",2.65
"20100930","002250.SZ",3.33
"20100930","002178.SZ",3.08
"20100930","002222.SZ",2.99
"20100930","002201.SZ",2.78
"20100930","600887.SH",4.99
"20100930","600896.SH",4.31
"20100930","600503.SH",2.15
"20100930","600993.SH",6.09
"20100930","000002.SZ",3.66
"20100930","000008.SZ",0.9967
"20100930","000540.SZ",1.53
"20100930","000545.SZ",0.04
"20100930","000787.SZ",0.06
"20100930","000807.SZ",3.34
"20100930","002062.SZ",3.74
"20100930","002117.SZ",7.69
"20100930","000012.SZ",2.87
"20100930","000023.SZ",2.24
"20100930","000028.SZ",3.393
"20100930","000031.SZ",2.82
"20100930","601766.SH",1.57
"20100930","600625.SH",-0.34
"20100930","600065.SH",0.1948
"20100930","002286.SZ",6.68
"20100930","300082.SZ",16.21
"20100930","600012.SH",3.3317
"20100930","600485.SH",3.27
"20100930","600552.SH",2.09
"20100930","002327.SZ",7.91
"20100930","002451.SZ",4.19
"20100930","600868.SH",1.1
"20100930","300079.SZ",18.69
"20100930","600096.SH",7.818
"20100930","600097.SH",3.24
"20100930","600107.SH",1.329
"20100930","002306.SZ",5.83
"20100930","002103.SZ",3.16
"20100930","601588.SH",2.71
"20100930","000005.SZ",0.739
"20100930","000799.SZ",2.4268
"20100930","300211.SZ",3.42
"20100930","600229.SH",3.01
"20100930","600230.SH",4.609
"20100930","000068.SZ",0.21
"20100930","000151.SZ",2.97
"20100930","000301.SZ",2.092
"20100930","000401.SZ",6.42
"20100930","600191.SH",3.96
"20100930","600202.SH",2.855
"20100930","600210.SH",2.38
"20100930","600212.SH",2.03
"20100930","600213.SH",0.9873
"20100930","600225.SH",1.1023
"20100930","300177.SZ",3.48
"20100930","000999.SZ",4.08
"20100930","002487.SZ",11.48
"20100930","000733.SZ",5.62
"20100930","000753.SZ",1.85
"20100930","000760.SZ",0.74
"20100930","000767.SZ",1.43
"20100930","002440.SZ",11.7
"20100930","002443.SZ",8.96
"20100930","600475.SH",4.22
"20100930","600481.SH",2.66
"20100930","600493.SH",3.4768
"20100930","600990.SH",3
"20100930","600470.SH",6.73
"20100930","600460.SH",3.63
"20100930","000973.SZ",2.055
"20100930","600367.SH",3.73
"20100930","600749.SH",1.88
"20100930","002043.SZ",2.32
"20100930","002014.SZ",5.02
"20100930","002191.SZ",2.98
"20100930","600575.SH",1.46
"20100930","002226.SZ",2.88
"20100930","600700.SH",-3.22
"20100930","002511.SZ",5.22
"20100930","002424.SZ",12.49
"20100930","002412.SZ",11.85
"20100930","002342.SZ",4.37
"20100930","300115.SZ",13.83
"20100930","000558.SZ",1.7387
"20100930","000635.SZ",4.73
"20100930","000868.SZ",2.27
"20100930","002256.SZ",2.06
"20100930","002175.SZ",2.97
"20100930","002260.SZ",1.99
"20100930","002215.SZ",5.46
"20100930","002184.SZ",3.21
"20100930","002242.SZ",3.66
"20100930","002208.SZ",2.95
"20100930","002193.SZ",4.11
"20100930","002391.SZ",9.79
"20100930","002544.SZ",4.47
"20100930","002470.SZ",3.81
"20100930","002173.SZ",3.9
"20100930","002230.SZ",3.76
"20100930","000692.SZ",3.9205
"20100930","600738.SH",1.36
"20100930","002488.SZ",2.7
"20100930","600073.SH",2.142
"20100930","600086.SH",1.15
"20100930","600490.SH",0.5308
"20100930","600525.SH",4.41
"20100930","600467.SH",2.09
"20100930","000150.SZ",2.2627
"20100930","000411.SZ",1.006
"20100930","000502.SZ",1.3
"20100930","A11109.SZ",3.6955
"20100930","000693.SZ",-0.64
"20100930","000732.SZ",1.4266
"20100930","000737.SZ",1.1
"20100930","600728.SH",0.8392
"20100930","600744.SH",1.8483
"20100930","600753.SH",0.87
"20100930","600758.SH",1.3654
"20100930","600763.SH",1.55
"20100930","600276.SH",4.2883
"20100930","600290.SH",3.09
"20100930","600291.SH",5.2912
"20100930","600292.SH",2.76
"20100930","600307.SH",5.17
"20100930","000707.SZ",3.98
"20100930","000711.SZ",3.15
"20100930","000720.SZ",1.0562
"20100930","000731.SZ",3.67
"20100930","600705.SH",-0.0043
"20100930","300204.SZ",2.9
"20100930","002402.SZ",11
"20100930","600616.SH",2.44
"20100930","600652.SH",1.69
"20100930","600660.SH",2.68
"20100930","600661.SH",1.8881
"20100930","600683.SH",2.09
"20100930","600685.SH",7.21
"20100930","600692.SH",1.38
"20100930","002388.SZ",5.08
"20100930","601111.SH",2.86
"20100930","601186.SH",4.29
"20100930","300340.SZ",3.55
"20100930","002515.SZ",3.46
"20100930","300189.SZ",2.74
"20100930","600712.SH",1.95
"20100930","600716.SH",1.64
"20100930","600719.SH",3.55
"20100930","600731.SH",1.46
"20100930","600739.SH",8.13
"20100930","600740.SH",1.61
"20100930","600743.SH",1.98
"20100930","600751.SH",-1.08
"20100930","300166.SZ",2.85
"20100930","600090.SH",1.003
"20100930","600101.SH",3.818
"20100930","600103.SH",1.64
"20100930","600108.SH",1.46
"20100930","600115.SH",1.35
"20100930","600118.SH",2.44
"20100930","601116.SH",1.61
"20100930","002498.SZ",3.56
"20100930","600530.SH",2.7
"20100930","600558.SH",7.353
"20100930","600582.SH",2.98
"20100930","600585.SH",8.95
"20100930","600598.SH",3.115
"20100930","600602.SH",1.75
"20100930","600614.SH",1.391
"20100930","600071.SH",2.57
"20100930","600072.SH",3.494
"20100930","600077.SH",1.71
"20100930","600085.SH",6.12
"20100930","002341.SZ",8.1
"20100930","002374.SZ",9.21
"20100930","300087.SZ",9.91
"20100930","300225.SZ",3.87
"20100930","600069.SH",2.47
"20100930","002541.SZ",3.65
"20100930","600710.SH",2.91
"20100930","600305.SH",3.29
"20100930","600306.SH",2.65
"20100930","600323.SH",5.47
"20100930","600326.SH",1.8983
"20100930","600332.SH",4.31
"20100930","600338.SH",-0.26
"20100930","300229.SZ",2.56
"20100930","300220.SZ",2.54
"20100930","600865.SH",2.46
"20100930","000860.SZ",5.98
"20100930","000862.SZ",1.1929
"20100930","600368.SH",4
"20100930","600373.SH",0.3989
"20100930","600377.SH",3.37
"20100930","000881.SZ",3.96
"20100930","000883.SZ",3.35
"20100930","600152.SH",2.7774
"20100930","600166.SH",7.549
"20100930","600182.SH",1.59
"20100930","601216.SH",2.39
"20100930","002530.SZ",1.89
"20100930","300167.SZ",4.54
"20100930","600057.SH",0.2
"20100930","600066.SH",4.13
"20100930","600067.SH",2.57
"20100930","600109.SH",2.94
"20100930","600113.SH",1.91
"20100930","600138.SH",5.449
"20100930","600157.SH",2.3336
"20100930","600183.SH",2.65
"20100930","600768.SH",0.98
"20100930","600780.SH",1.92
"20100930","600785.SH",4.68
"20100930","600802.SH",2.571
"20100930","600814.SH",2.04
"20100930","600858.SH",7.4287
"20100930","600861.SH",6.4
"20100930","300165.SZ",3.91
"20100930","002571.SZ",3.75
"20100930","000906.SZ",2.64
"20100930","000919.SZ",3.76
"20100930","000921.SZ",0.29
"20100930","000922.SZ",0.1734
"20100930","000923.SZ",3.27
"20100930","000948.SZ",5.57
"20100930","000963.SZ",2.6099
"20100930","600131.SH",1.16
"20100930","600133.SH",1.85
"20100930","600135.SH",2.865
"20100930","600150.SH",23.22
"20100930","600151.SH",2.778
"20100930","002543.SZ",3.53
"20100930","600190.SH",2.41
"20100930","600198.SH",1.2105
"20100930","600207.SH",0.9019
"20100930","600215.SH",6.17
"20100930","300159.SZ",4.12
"20100930","600248.SH",1.57
"20100930","600250.SH",2.94
"20100930","600266.SH",5.4217
"20100930","600298.SH",4.47
"20100930","000888.SZ",3.24
"20100930","000583.SZ",-7.12
"20100930","002181.SZ",3.4346
"20100930","600358.SH",1.31
"20100930","600361.SH",3.72
"20100930","600051.SH",4.977
"20100930","600055.SH",2.59
"20100930","600186.SH",1.349
"20100930","300146.SZ",4.38
"20100930","002524.SZ",2.18
"20100930","000972.SZ",3.1
"20100930","000980.SZ",3.66
"20100930","600984.SH",1.89
"20100930","600432.SH",4.45
"20100930","600576.SH",2.47
"20100930","600371.SH",1.93
"20100930","600586.SH",4.29
"20100930","600491.SH",5.048
"20100930","600900.SH",3.9446
"20100930","002045.SZ",4.8
"20100930","002101.SZ",6.73
"20100930","000675.SZ",-7.02
"20100930","000950.SZ",3.95
"20100930","600084.SH",1.08
"20100930","600226.SH",3.0488
"20100930","600829.SH",3.9166
"20100930","600894.SH",0.79
"20100930","002139.SZ",2.26
"20100930","002497.SZ",3.8
"20100930","002577.SZ",1.9931
"20100930","300150.SZ",2.51
"20100930","600352.SH",4.0156
"20100930","600050.SH",3.33
"20100930","600893.SH",6.836
"20100930","601168.SH",4.57
"20100930","600018.SH",1.605
"20100930","002533.SZ",4.93
"20100930","000655.SZ",3.45
"20100930","300162.SZ",1.91
"20100930","600876.SH",0.104
"20100930","600295.SH",4.26
"20100930","002026.SZ",4.078
"20100930","600961.SH",3.65
"20100930","002021.SZ",2
"20100930","002347.SZ",7.61
"20100930","600687.SH",1.673
"20100930","600690.SH",5.45
"20100930","600695.SH",0.25
"20100930","600702.SH",5.45
"20100930","600713.SH",2.97
"20100930","600718.SH",3.32
"20100930","600727.SH",4.2
"20100930","600686.SH",3.74
"20100930","002224.SZ",3.14
"20100930","600433.SH",2.3774
"20100930","600409.SH",2.9826
"20100930","002261.SZ",4.71
"20100930","600512.SH",1.48
"20100930","600499.SH",2.37
"20100930","601788.SH",6.4543
"20100930","000004.SZ",0.8411
"20100930","300140.SZ",4.22
"20100930","300139.SZ",5.72
"20100930","600480.SH",3.34
"20100930","600325.SH",6.51
"20100930","002381.SZ",10.99
"20100930","300033.SZ",7.87
"20100930","601877.SH",4.08
"20100930","300102.SZ",13.44
"20100930","600511.SH",2.66
"20100930","600547.SH",2.53
"20100930","600759.SH",1.42
"20100930","600770.SH",2.83
"20100930","002321.SZ",6.26
"20100930","002449.SZ",9.33
"20100930","601101.SH",11.61
"20100930","002127.SZ",2.79
"20100930","002254.SZ",6.29
"20100930","000006.SZ",2.75
"20100930","000009.SZ",2.22
"20100930","000014.SZ",2.51
"20100930","000033.SZ",0.827
"20100930","000038.SZ",1.42
"20100930","002050.SZ",5.52
"20100930","002300.SZ",5.11
"20100930","600048.SH",5.9178
"20100930","002078.SZ",3.38
"20100930","002372.SZ",6.04
"20100930","600348.SH",3.53
"20100930","600587.SH",5.08
"20100930","600403.SH",2.38
"20100930","600397.SH",2.51
"20100930","600114.SH",3.03
"20100930","600462.SH",-0.264
"20100930","600515.SH",0.25
"20100930","600540.SH",3.67
"20100930","600730.SH",2.51
"20100930","600733.SH",1.2723
"20100930","600736.SH",3.0485
"20100930","600741.SH",5.066
"20100930","600747.SH",0.831
"20100930","600756.SH",3.94
"20100930","600273.SH",2.61
"20100930","300003.SZ",2.4
"20100930","300023.SZ",3.75
"20100930","300012.SZ",5.77
"20100930","300044.SZ",5.19
"20100930","002313.SZ",8.94
"20100930","002336.SZ",8.76
"20100930","300007.SZ",4.25
"20100930","002422.SZ",28.27
"20100930","600004.SH",5.52
"20100930","601985.SH",286.8158
"20100930","600426.SH",5.76
"20100930","000100.SZ",2.3656
"20100930","300179.SZ",2.43
"20100930","603009.SH",10.2162
"20100930","600557.SH",2.82
"20100930","600487.SH",8.32
"20100930","600798.SH",2.1931
"20100930","600812.SH",0.967
"20100930","002663.SZ",4.7401
"20100930","601908.SH",1.8272
"20100930","601107.SH",2.64
"20100930","600517.SH",1.99
"20100930","600960.SH",4.67
"20100930","600020.SH",2.8864
"20100930","600579.SH",-0.0492
"20100930","600570.SH",1.41
"20100930","002385.SZ",7.42
"20100930","600773.SH",1.39
"20100930","600777.SH",2.05
"20100930","600782.SH",6.07
"20100930","600787.SH",4.7297
"20100930","600789.SH",2.79
"20100930","600790.SH",2.029
"20100930","600559.SH",2.9659
"20100930","600452.SH",2.94
"20100930","600545.SH",2.39
"20100930","300117.SZ",10.12
"20100930","300075.SZ",14.55
"20100930","300034.SZ",7.03
"20100930","600271.SH",4.35
"20100930","600538.SH",0.48
"20100930","600489.SH",3.246
"20100930","600184.SH",4.23
"20100930","600592.SH",2.8
"20100930","600563.SH",4.9
"20100930","600477.SH",1.97
"20100930","600479.SH",2.9373
"20100930","600531.SH",4.78
"20100930","600507.SH",2.84
"20100930","600438.SH",2.0728
"20100930","600031.SH",2.02
"20100930","600030.SH",6.39
"20100930","600571.SH",1.863
"20100930","601238.SH",4.093
"20100930","600595.SH",2.3575
"20100930","600864.SH",3.769
"20100930","600869.SH",3.32
"20100930","600597.SH",2.15
"20100930","000404.SZ",1.76
"20100930","000408.SZ",0.52
"20100930","000617.SZ",2.93
"20100930","600561.SH",3.41
"20100930","600463.SH",2.57
"20100930","600963.SH",4.7792
"20100930","600836.SH",1.37
"20100930","600843.SH",1.3202
"20100930","600845.SH",3.971
"20100930","600854.SH",3.62
"20100930","600860.SH",1.71
"20100930","300138.SZ",3.55
"20100930","600459.SH",5.42
"20100930","600444.SH",0.703
"20100930","002067.SZ",4.56
"20100930","000024.SZ",10.24
"20100930","000090.SZ",7.7229
"20100930","002096.SZ",3.31
"20100930","002211.SZ",4.16
"20100930","300090.SZ",6.7196
"20100930","600969.SH",3.696
"20100930","600593.SH",3.18
"20100930","002120.SZ",2.48
"20100930","002098.SZ",3.69
"20100930","600983.SH",2.93
"20100930","600663.SH",5.43
"20100930","600664.SH",5
"20101231","600491.SH",5.07
"20101231","600480.SH",5.03
"20101231","002341.SZ",8.3
"20101231","600850.SH",1.5801
"20101231","002006.SZ",2.79
"20101231","002138.SZ",3.28
"20101231","002161.SZ",2.14
"20101231","002226.SZ",3.04
"20101231","002220.SZ",3.53
"20101231","300072.SZ",10.91
"20101231","601717.SH",7.14
"20101231","600557.SH",2.91
"20101231","600571.SH",1.96
