"REPORT_PERIOD","S_INFO_WINDCODE","S_FA_BPS"
"20060331","600579.SH",2.24
"20060331","600148.SH",1.99
"20060331","600570.SH",3.49
"20060331","600578.SH",2.75
"20060331","600569.SH",3
"20060331","600577.SH",3.34
"20060331","600557.SH",2.95
"20060331","600624.SH",1.84
"20060331","600216.SH",1.634
"20060331","600217.SH",0.98
"20060331","600621.SH",1.84
"20060331","600209.SH",1.5944
"20060331","600205.SH",5.3
"20060331","600620.SH",1.552
"20060331","600059.SH",5.11
"20060331","600058.SH",3.7551
"20060331","600072.SH",2.812
"20060331","600050.SH",2.28
"20060331","600066.SH",4.9265
"20060331","600056.SH",3.3469
"20060331","600065.SH",0.6388
"20060331","600064.SH",4.03
"20060331","600038.SH",3.44
"20060331","600073.SH",2.519
"20060331","600063.SH",2.64
"20060331","600037.SH",5.22
"20060331","600071.SH",2.17
"20060331","600053.SH",-0.63
"20060331","600060.SH",5.14
"20060331","600027.SH",2.12
"20060331","600000.SH",4.01
"20060331","600029.SH",2.12
"20060331","600009.SH",4.91
"20060331","600008.SH",2.13
"20060331","600021.SH",4.0704
"20060331","600033.SH",3.4015
"20060331","600051.SH",2.582
"20060331","600067.SH",1.7
"20060331","600006.SH",2.3175
"20060331","600019.SH",4.33
"20060331","600550.SH",3.14
"20060331","600138.SH",4.73
"20060331","600547.SH",4.05
"20060331","600119.SH",1.76
"20060331","600130.SH",3.56
"20060331","600540.SH",3.18
"20060331","600129.SH",4.65
"20060331","600118.SH",1.5
"20060331","600117.SH",2.92
"20060331","600137.SH",-9.668
"20060331","600005.SH",2.62
"20060331","600018.SH",1.0563
"20060331","600003.SH",2.68
"20060331","600011.SH",3.33
"20060331","600026.SH",3.44
"20060331","600010.SH",2.22
"20060331","600105.SH",3.63
"20060331","600078.SH",2.72
"20060331","600087.SH",2.87
"20060331","600100.SH",5.33
"20060331","600115.SH",0.9978
"20060331","600136.SH",-0.3
"20060331","600125.SH",2.336
"20060331","600539.SH",3.78
"20060331","600133.SH",2.7979
"20060331","600123.SH",4.767
"20060331","600538.SH",2.52
"20060331","600121.SH",1.983
"20060331","600132.SH",2.77
"20060331","600145.SH",1.49
"20060331","600143.SH",4.36
"20060331","600548.SH",2.93
"20060331","600083.SH",-0.17
"20060331","600095.SH",2.389
"20060331","600081.SH",1.1865
"20060331","600094.SH",2.612
"20060331","600103.SH",2.273
"20060331","600113.SH",3.23
"20060331","600858.SH",1.7487
"20060331","600840.SH",2.05
"20060331","600850.SH",1.2213
"20060331","600829.SH",2.13
"20060331","600510.SH",2.44
"20060331","600522.SH",2.933
"20060331","600820.SH",3.31
"20060331","600501.SH",1.819
"20060331","600530.SH",4
"20060331","600496.SH",2.95
"20060331","600529.SH",3.92
"20060331","600491.SH",4.63
"20060331","600509.SH",2.79
"20060331","600521.SH",3.55
"20060331","600489.SH",2.95
"20060331","600507.SH",1.75
"20060331","600516.SH",2.69
"20060331","600823.SH",2.27
"20060331","600515.SH",-0.48
"20060331","600506.SH",2.59
"20060331","600973.SH",4.95
"20060331","600961.SH",2.29
"20060331","600981.SH",3.74
"20060331","600993.SH",11.41
"20060331","600979.SH",2.53
"20060331","600992.SH",4.48
"20060331","600971.SH",4.47
"20060331","600991.SH",4.96
"20060331","600970.SH",4.66
"20060331","600990.SH",5.17
"20060331","600978.SH",2.78
"20060331","600976.SH",9.12
"20060331","600966.SH",6.03
"20060331","600868.SH",2.17
"20060331","600897.SH",4.373
"20060331","600867.SH",4.01
"20060331","600874.SH",1.73
"20060331","600865.SH",2.65
"20060331","600872.SH",2.987
"20060331","600885.SH",1.55
"20060331","600895.SH",2.19
"20060331","600984.SH",2.71
"20060331","600965.SH",1.76
"20060331","600884.SH",3.56
"20060331","600871.SH",2.048
"20060331","600893.SH",2.561
"20060331","600975.SH",4.71
"20060331","600983.SH",1.53
"20060331","600997.SH",4.78
"20060331","600035.SH",2.3563
"20060331","600052.SH",2.86
"20060331","600068.SH",4.932
"20060331","600864.SH",3.07
"20060331","600870.SH",2.37
"20060331","600883.SH",1.386
"20060331","600892.SH",-0.4897
"20060331","600869.SH",1.16
"20060331","600877.SH",2.44
"20060331","600900.SH",2.76
"20060331","600891.SH",0.84
"20060331","600860.SH",3.04
"20060331","600875.SH",4.39
"20060331","600888.SH",4.25
"20060331","600886.SH",2.43
"20060331","600801.SH",3.72
"20060331","600382.SH",3.52
"20060331","600368.SH",3.02
"20060331","600343.SH",2.3102
"20060331","600456.SH",4.32
"20060331","600463.SH",3.32
"20060331","600480.SH",1.53
"20060331","600771.SH",2.57
"20060331","600455.SH",2.92
"20060331","600811.SH",4.14
"20060331","600800.SH",0.99
"20060331","600779.SH",2.36
"20060331","600790.SH",2.7775
"20060331","600818.SH",1
"20060331","600797.SH",1.5
"20060331","600819.SH",2.73
"20060331","600789.SH",3.65
"20060331","600810.SH",6.081
"20060331","600817.SH",2.51
"20060331","600796.SH",2.05
"20060331","600787.SH",2.485
"20060331","600807.SH",-0.04
"20060331","600478.SH",2.462
"20060331","600486.SH",4.048
"20060331","600448.SH",2.45
"20060331","600462.SH",3.11
"20060331","600778.SH",2.52
"20060331","600460.SH",3.08
"20060331","600777.SH",4.18
"20060331","600459.SH",4.53
"20060331","600476.SH",3.09
"20060331","600485.SH",1.88
"20060331","600776.SH",3.37
"20060331","600482.SH",3.47
"20060331","600469.SH",3.27
"20060331","600481.SH",2.89
"20060331","600468.SH",2.26
"20060331","600839.SH",4.57
"20060331","600828.SH",0.87
"20060331","600848.SH",0.3293
"20060331","600827.SH",3.848
"20060331","600845.SH",1.702
"20060331","600838.SH",1.37
"20060331","600855.SH",2.58
"20060331","600854.SH",5.75
"20060331","600825.SH",3.527
"20060331","600837.SH",2.3224
"20060331","600844.SH",0.174
"20060331","600479.SH",7.02
"20060331","600487.SH",5.15
"20060331","600452.SH",2.97
"20060331","600503.SH",0.97
"20060331","600528.SH",4.4589
"20060331","600523.SH",2.19
"20060331","600822.SH",1.9857
"20060331","600513.SH",4.25
"20060331","600835.SH",4.03
"20060331","600853.SH",1.6569
"20060331","600824.SH",2.3
"20060331","600843.SH",1.262
"20060331","600512.SH",3.19
"20060331","600856.SH",1.9
"20060331","600841.SH",3.73
"20060331","600532.SH",3.33
"20060331","600265.SH",3.5
"20060331","600275.SH",1.6057
"20060331","600310.SH",4.0315
"20060331","600332.SH",3.31
"20060331","600444.SH",3.94
"20060331","600416.SH",3.71
"20060331","600396.SH",2.54
"20060331","600438.SH",4.11
"20060331","600409.SH",2.9
"20060331","600436.SH",4.276
"20060331","600406.SH",3.46
"20060331","600262.SH",3.73
"20060331","600272.SH",0.558
"20060331","600415.SH",8.24
"20060331","600393.SH",1.71
"20060331","600271.SH",6.38
"20060331","600279.SH",3.367
"20060331","600291.SH",4.22
"20060331","600300.SH",2.21
"20060331","600278.SH",3.12
"20060331","600289.SH",5.37
"20060331","600299.SH",4.59
"20060331","600435.SH",6.12
"20060331","600403.SH",2.06
"20060331","600345.SH",4.73
"20060331","600429.SH",1.15
"20060331","600392.SH",3.64
"20060331","600770.SH",2.343
"20060331","600769.SH",2.22
"20060331","600439.SH",4.08
"20060331","600400.SH",3.71
"20060331","600410.SH",5.744
"20060331","600399.SH",2.87
"20060331","600422.SH",1.66
"20060331","600397.SH",3.35
"20060331","600421.SH",2.88
"20060331","600366.SH",2.4303
"20060331","600390.SH",5.55
"20060331","600355.SH",2.5609
"20060331","600389.SH",2.9087
"20060331","600353.SH",3.56
"20060331","600381.SH",0.77
"20060331","600352.SH",1.8465
"20060331","600379.SH",1.814
"20060331","600388.SH",4.48
"20060331","600365.SH",3.0993
"20060331","600350.SH",2.21
"20060331","600377.SH",2.95
"20060331","600362.SH",3.25
"20060331","600375.SH",3.61
"20060331","600387.SH",3.11
"20060331","600360.SH",3.25
"20060331","600804.SH",1.671
"20060331","600786.SH",4.542
"20060331","600802.SH",2.137
"20060331","600816.SH",0.83
"20060331","600783.SH",1.4907
"20060331","600795.SH",3.355
"20060331","600781.SH",0.05
"20060331","600813.SH",-5.5
"20060331","600793.SH",1.8182
"20060331","600357.SH",2.58
"20060331","600369.SH",0.93
"20060331","600383.SH",4.213
"20060331","600747.SH",1.536
"20060331","600740.SH",5.052
"20060331","600739.SH",2.5
"20060331","600757.SH",1.8
"20060331","600724.SH",1.77
"20060331","600732.SH",2.05
"20060331","600710.SH",2.0961
"20060331","600722.SH",1.21
"20060331","600720.SH",2.18
"20060331","600731.SH",2.315
"20060331","600699.SH",1.97
"20060331","600709.SH",-0.555
"20060331","600727.SH",6.11
"20060331","600698.SH",0.378
"20060331","600708.SH",2.1974
"20060331","600737.SH",0.87
"20060331","600719.SH",3.66
"20060331","600744.SH",3.6935
"20060331","600753.SH",0.888
"20060331","600763.SH",0.203
"20060331","600322.SH",3.9767
"20060331","600303.SH",4.33
"20060331","600320.SH",3.2
"20060331","600333.SH",2.69
"20060331","600718.SH",4.75
"20060331","600697.SH",4.42
"20060331","600706.SH",1.46
"20060331","600693.SH",2.848
"20060331","600704.SH",3.03
"20060331","600726.SH",3.07
"20060331","600702.SH",4.91
"20060331","600725.SH",2.779
"20060331","600733.SH",1.464
"20060331","600716.SH",1.27
"20060331","600701.SH",2.7
"20060331","600713.SH",2.44
"20060331","600282.SH",3.83
"20060331","600329.SH",4.49
"20060331","600302.SH",3.08
"20060331","600319.SH",3.397
"20060331","600328.SH",2.3
"20060331","600336.SH",3.11
"20060331","600309.SH",2.31
"20060331","600318.SH",2.05
"20060331","600339.SH",1.64
"20060331","600308.SH",8.22
"20060331","600316.SH",4.79
"20060331","600335.SH",2.4726
"20060331","600315.SH",4.46
"20060331","600307.SH",5.28
"20060331","600327.SH",2.99
"20060331","600312.SH",3.41
"20060331","600305.SH",3.4632
"20060331","600267.SH",2.749
"20060331","600277.SH",4.7909
"20060331","600287.SH",1.9431
"20060331","600296.SH",5.382
"20060331","600268.SH",4.756
"20060331","600285.SH",4.51
"20060331","600284.SH",3.09
"20060331","600295.SH",3.18
"20060331","600266.SH",3.268
"20060331","600276.SH",4.49
"20060331","600292.SH",2.62
"20060331","600830.SH",2.016
"20060331","600609.SH",0.458
"20060331","600593.SH",3.2
"20060331","600985.SH",3.17
"20060331","600580.SH",3.16
"20060331","600707.SH",3.264
"20060331","600803.SH",2.74
"20060331","000020.SZ",0.85
"20060331","600780.SH",1.58
"20060331","600815.SH",2.1
"20060331","600729.SH",3.1
"20060331","T00018.SH",3.8803
"20060331","600887.SH",6.11
"20060331","600861.SH",4.3
"20060331","600220.SH",2.51
"20060331","600695.SH",0.247
"20060331","600831.SH",1.408
"20060331","600257.SH",2.4
"20060331","600694.SH",8.21
"20060331","600546.SH",5.54
"20060331","600637.SH",4.0541
"20060331","600765.SH",1.623
"20060331","600555.SH",3.9
"20060331","600088.SH",3.19
"20060331","600288.SH",3.9172
"20060331","600525.SH",4.03
"20060331","600466.SH",4.64
"20060331","600687.SH",2.032
"20060331","600660.SH",2.3
"20060331","600228.SH",1.336
"20060331","600628.SH",2.93
"20060331","600986.SH",3.93
"20060331","600808.SH",2.97
"20060331","600692.SH",1.77
"20060331","600962.SH",2.95
"20060331","600502.SH",3.28
"20060331","600767.SH",0.92
"20060331","600061.SH",1.33
"20060331","600754.SH",3.1
"20060331","600764.SH",1.77
"20060331","600746.SH",1.22
"20060331","600015.SH",2.58
"20060331","600192.SH",3.4503
"20060331","600418.SH",3.2
"20060331","600150.SH",3.21
"20060331","600391.SH",3.35
"20060331","600587.SH",3.6
"20060331","600497.SH",5.179
"20060331","600549.SH",3.71
"20060331","600116.SH",2.38
"20060331","600358.SH",1.13
"20060331","600317.SH",3.86
"20060331","600099.SH",2.11
"20060331","600261.SH",6.06
"20060331","600742.SH",5.28
"20060331","600761.SH",3.43
"20060331","600259.SH",0.17
"20060331","600735.SH",0.29
"20060331","600759.SH",-0.6776
"20060331","600260.SH",3.99
"20060331","600750.SH",4.91
"20060331","600758.SH",0.7
"20060331","600749.SH",1.358
"20060331","600741.SH",2.51
"20060331","600536.SH",3.09
"20060331","600526.SH",3.34
"20060331","600297.SH",5.03
"20060331","600495.SH",3.77
"20060331","600195.SH",2.39
"20060331","600283.SH",3.18
"20060331","600376.SH",4.24
"20060331","600511.SH",3.92
"20060331","600269.SH",5.07
"20060331","600361.SH",3.28
"20060331","600176.SH",1.7767
"20060331","600249.SH",6.74
"20060331","600162.SH",2.17
"20060331","600346.SH",3.08
"20060331","600141.SH",3.29
"20060331","600326.SH",2.4824
"20060331","600477.SH",2.18
"20060331","600069.SH",1.65
"20060331","600001.SH",3.77
"20060331","000750.SZ",1.6805
"20060331","600084.SH",0.63
"20060331","600089.SH",4.25
"20060331","000055.SZ",1.19
"20060331","600055.SH",2.95
"20060331","600311.SH",4.25
"20060331","000736.SZ",-10.44
"20060331","600031.SH",4.45
"20060331","600218.SH",2.95
"20060331","600428.SH",3.41
"20060331","600106.SH",3.68
"20060331","000502.SZ",1.7131
"20060331","000913.SZ",2.53
"20060331","000689.SZ",-4.94
"20060331","000407.SZ",2.03
"20060331","000890.SZ",3.29
"20060331","000660.SZ",-5.42
"20060331","000807.SZ",3.08
"20060331","002048.SZ",3.67
"20060331","000623.SZ",4.95
"20060331","000099.SZ",2.4238
"20060331","000776.SZ",1.23
"20060331","000611.SZ",1.99
"20060331","600016.SH",2.19
"20060331","000506.SZ",0.8144
"20060331","600565.SH",5.18
"20060331","600652.SH",2.12
"20060331","600773.SH",0.38
"20060331","000600.SZ",1.7845
"20060331","000783.SZ",0.47
"20060331","002021.SZ",3.3
"20060331","600881.SH",2.88
"20060331","000756.SZ",2.96
"20060331","000999.SZ",2.3168
"20060331","000045.SZ",1.41
"20060331","000721.SZ",1.96
"20060331","000976.SZ",2.35
"20060331","000548.SZ",2.58
"20060331","000526.SZ",1.71
"20060331","600623.SH",1.69
"20060331","600751.SH",0.21
"20060331","600863.SH",2.185
"20060331","600738.SH",1.07
"20060331","600846.SH",1.7101
"20060331","600730.SH",2.05
"20060331","600711.SH",-0.54
"20060331","600640.SH",2.69
"20060331","000588.SZ",-11.44
"20060331","600128.SH",3.04
"20060331","000150.SZ",1.43
"20060331","600602.SH",3.13
"20060331","000628.SZ",1.97
"20060331","000820.SZ",2.3571
"20060331","600880.SH",2.54
"20060331","600085.SH",5.578
"20060331","000555.SZ",-0.61
"20060331","000793.SZ",1.45
"20060331","000726.SZ",4.31
"20060331","002012.SZ",1.79
"20060331","002003.SZ",3.48
"20060331","000717.SZ",3.7339
"20060331","000069.SZ",2.394
"20060331","000060.SZ",3.59
"20060331","000562.SZ",1.154
"20060331","000553.SZ",2.96
"20060331","000033.SZ",1.344
"20060331","000688.SZ",-2.44
"20060331","600684.SH",3.46
"20060331","000752.SZ",2.74
"20060331","000650.SZ",0.1325
"20060331","000982.SZ",1.41
"20060331","000973.SZ",3.485
"20060331","000948.SZ",3.52
"20060331","000836.SZ",1.47
"20060331","000802.SZ",2.2
"20060331","000011.SZ",1.1837
"20060331","000529.SZ",-1.26
"20060331","000938.SZ",3.143
"20060331","000504.SZ",1.4186
"20060331","000605.SZ",1.32
"20060331","000404.SZ",1.45
"20060331","000761.SZ",4.7635
"20060331","002032.SZ",4.14
"20060331","000968.SZ",3.5805
"20060331","000156.SZ",-5.6
"20060331","600356.SH",5.1
"20060331","600156.SH",1.44
"20060331","600012.SH",2.9006
"20060331","600127.SH",2.214
"20060331","000552.SZ",0.85
"20060331","000912.SZ",3.5
"20060331","000881.SZ",2.47
"20060331","000839.SZ",4.7719
"20060331","001896.SZ",1.9207
"20060331","000837.SZ",2.8
"20060331","002031.SZ",2.8
"20060331","600458.SH",2.15
"20060331","600232.SH",3.904
"20060331","600963.SH",3.94
"20060331","600563.SH",3.13
"20060331","000939.SZ",2.88
"20060331","600270.SH",3.12
"20060331","600247.SH",1.55
"20060331","600293.SH",2.7
"20060331","600325.SH",4.31
"20060331","600499.SH",4.68
"20060331","600198.SH",2.3948
"20060331","600380.SH",3.41
"20060331","600423.SH",4.02
"20060331","600505.SH",0.2
"20060331","600980.SH",2.84
"20060331","000034.SZ",-1.446
"20060331","600500.SH",2.54
"20060331","600969.SH",3.25
"20060331","601607.SH",3.76
"20060331","000028.SZ",1.432
"20060331","000022.SZ",3.502
"20060331","600490.SH",3.7226
"20060331","600543.SH",3.69
"20060331","600535.SH",4.39
"20060331","600340.SH",3.46
"20060331","600896.SH",3.15
"20060331","600030.SH",2.31
"20060331","600020.SH",4.1331
"20060331","000617.SZ",2.43
"20060331","600766.SH",-0.8151
"20060331","600036.SH",2.64
"20060331","000656.SZ",1.84
"20060331","600785.SH",5.71
"20060331","600135.SH",2.66
"20060331","600354.SH",3.09
"20060331","000639.SZ",1.64
"20060331","600419.SH",2.53
"20060331","600607.SH",5.6805
"20060331","000632.SZ",1.391
"20060331","600537.SH",2.21
"20060331","600426.SH",3.87
"20060331","600784.SH",1.24
"20060331","000609.SZ",3.74
"20060331","000602.SZ",2.07
"20060331","000513.SZ",4.06
"20060331","000558.SZ",1.23
"20060331","000544.SZ",1.25
"20060331","000597.SZ",2.97
"20060331","000301.SZ",2.959
"20060331","000151.SZ",2.96
"20060331","000498.SZ",1.037
"20060331","000625.SZ",4.28
"20060331","000423.SZ",2.56
"20060331","000538.SZ",3.09
"20060331","000592.SZ",-1.4917
"20060331","600363.SH",2.95
"20060331","600833.SH",1.476
"20060331","000829.SZ",1.84
"20060331","600792.SH",1.53
"20060331","000516.SZ",2.99
"20060331","000089.SZ",3.965
"20060331","600748.SH",2.19
"20060331","000046.SZ",3.41
"20060331","000418.SZ",3.23
"20060331","000584.SZ",1.1344
"20060331","000532.SZ",1.574
"20060331","000413.SZ",0.62
"20060331","000525.SZ",2.201
"20060331","000573.SZ",3.13
"20060331","000068.SZ",2.56
"20060331","000402.SZ",2.21
"20060331","000519.SZ",2.64
"20060331","000569.SZ",1.146
"20060331","000690.SZ",2.08
"20060331","600723.SH",2.7683
"20060331","000023.SZ",1.53
"20060331","000893.SZ",1.81
"20060331","600859.SH",4.169
"20060331","600208.SH",1.98
"20060331","600251.SH",2.172
"20060331","600242.SH",-1.55
"20060331","600806.SH",2.2
"20060331","600385.SH",-0.77
"20060331","600873.SH",1.7208
"20060331","600290.SH",1.09
"20060331","600338.SH",-0.32
"20060331","600378.SH",2.07
"20060331","600889.SH",3.34
"20060331","600330.SH",2.25
"20060331","600866.SH",1.69
"20060331","600367.SH",3.31
"20060331","600199.SH",1.91
"20060331","600560.SH",4.04
"20060331","600190.SH",1.367
"20060331","600237.SH",2.84
"20060331","600798.SH",1.94
"20060331","600851.SH",1.7
"20060331","600834.SH",1.68
"20060331","600273.SH",2.9
"20060331","600826.SH",1.83
"20060331","600182.SH",1.047
"20060331","600234.SH",-7.16
"20060331","600263.SH",3.748
"20060331","600821.SH",2.14
"20060331","600171.SH",2.89
"20060331","600226.SH",3.47
"20060331","600812.SH",1.65
"20060331","600165.SH",2.53
"20060331","600631.SH",3.36
"20060331","000042.SZ",6.42
"20060331","600590.SH",3.124
"20060331","600584.SH",2.55
"20060331","600622.SH",1.835
"20060331","600614.SH",-0.249
"20060331","600575.SH",4.15
"20060331","600671.SH",1.84
"20060331","000050.SZ",2.99
"20060331","600568.SH",4.07
"20060331","600657.SH",0.4688
"20060331","600705.SH",1.296
"20060331","600649.SH",3.28
"20060331","600703.SH",-2.12
"20060331","600605.SH",1.618
"20060331","600527.SH",2.06
"20060331","000016.SZ",5.374
"20060331","600483.SH",3.4
"20060331","600475.SH",2.43
"20060331","600995.SH",3.26
"20060331","000008.SZ",0.989
"20060331","600461.SH",3.274
"20060331","600517.SH",1.45
"20060331","600988.SH",1.38
"20060331","000001.SZ",2.71
"20060331","600598.SH",2.53
"20060331","600696.SH",1.26
"20060331","600688.SH",2.641
"20060331","600551.SH",1.61
"20060331","600641.SH",4.5
"20060331","600681.SH",-2.565
"20060331","600372.SH",3.06
"20060331","600665.SH",1.913
"20060331","000755.SZ",3.9
"20060331","000895.SZ",3.23
"20060331","600054.SH",2.35
"20060331","600090.SH",0.53
"20060331","600775.SH",1.94
"20060331","600082.SH",1.83
"20060331","600039.SH",3.07
"20060331","600131.SH",1.46
"20060331","600762.SH",-0.736
"20060331","600028.SH",2.592
"20060331","600120.SH",1.98
"20060331","600755.SH",2.84
"20060331","000825.SZ",4.297
"20060331","000697.SZ",2.59
"20060331","000737.SZ",3.13
"20060331","000798.SZ",3.08
"20060331","000691.SZ",1.7322
"20060331","000731.SZ",4.7495
"20060331","000792.SZ",2.2482
"20060331","000722.SZ",3.99
"20060331","000966.SZ",2.24
"20060331","600114.SH",3.05
"20060331","600076.SH",1.07
"20060331","600743.SH",0.0148
"20060331","600070.SH",3.87
"20060331","600736.SH",3.688
"20060331","600152.SH",2.4717
"20060331","600791.SH",2.08
"20060331","600107.SH",1.05
"20060331","600139.SH",0.7
"20060331","600098.SH",3.807
"20060331","600768.SH",1.23
"20060331","600062.SH",4.0161
"20060331","600108.SH",1.706
"20060331","000917.SZ",7.08
"20060331","600656.SH",-0.23
"20060331","000988.SZ",2.39
"20060331","600223.SH",2.54
"20060331","600193.SH",1.715
"20060331","000952.SZ",3.12
"20060331","000979.SZ",0.21
"20060331","000935.SZ",1.5479
"20060331","600007.SH",3.24
"20060331","000929.SZ",2.13
"20060331","600258.SH",3.7
"20060331","000925.SZ",-2.93
"20060331","000971.SZ",2.55
"20060331","600446.SH",3.86
"20060331","600898.SH",1.5754
"20060331","600321.SH",5.02
"20060331","600432.SH",4.01
"20060331","600313.SH",2.0684
"20060331","600306.SH",2.74
"20060331","600882.SH",2.72
"20060331","600359.SH",3.447
"20060331","600351.SH",2.51
"20060331","600405.SH",3.35
"20060331","000922.SZ",0.8327
"20060331","600395.SH",3.692
"20060331","600298.SH",5.0009
"20060331","600876.SH",1.23
"20060331","000959.SZ",2.66
"20060331","600215.SH",6.31
"20060331","600281.SH",3.247
"20060331","600177.SH",2.5252
"20060331","600253.SH",2.02
"20060331","002014.SZ",3.53
"20060331","002049.SZ",2.68
"20060331","000669.SZ",1.505
"20060331","000662.SZ",2.1643
"20060331","000975.SZ",1.71
"20060331","002008.SZ",2.859
"20060331","002044.SZ",2.17
"20060331","002019.SZ",4.75
"20060331","000066.SZ",3.57
"20060331","000595.SZ",2.1
"20060331","000786.SZ",2.59
"20060331","000563.SZ",0.955
"20060331","000738.SZ",1.04
"20060331","000889.SZ",2.31
"20060331","000030.SZ",-5.7425
"20060331","600449.SH",4.81
"20060331","600401.SH",1.505
"20060331","600661.SH",2.174
"20060331","600832.SH",3.71
"20060331","600728.SH",-0.657
"20060331","002038.SZ",4.72
"20060331","002033.SZ",2.77
"20060331","600721.SH",0.01
"20060331","000996.SZ",3.2
"20060331","002027.SZ",2.81
"20060331","000677.SZ",1.92
"20060331","000670.SZ",1.17
"20060331","600715.SH",-0.149
"20060331","000682.SZ",1.39
"20060331","002026.SZ",4.868
"20060331","600760.SH",1.73
"20060331","600982.SH",2.12
"20060331","600745.SH",-1.97
"20060331","600386.SH",2.38
"20060331","600717.SH",2.84
"20060331","600619.SH",3.06
"20060331","600520.SH",2.4
"20060331","600890.SH",0.72
"20060331","600488.SH",4.013
"20060331","600862.SH",0.559
"20060331","600689.SH",1.5908
"20060331","600675.SH",2.739
"20060331","600847.SH",0.2762
"20060331","000830.SZ",3.47
"20060331","000885.SZ",0.2281
"20060331","002081.SZ",2.37
"20060331","000910.SZ",4.524
"20060331","000902.SZ",1.57
"20060331","600647.SH",1.1008
"20060331","000787.SZ",1
"20060331","000819.SZ",2.29
"20060331","000876.SZ",5.78
"20060331","000718.SZ",0.99
"20060331","000778.SZ",5.5558
"20060331","000818.SZ",3.496
"20060331","000766.SZ",0.108
"20060331","000852.SZ",2.71
"20060331","000862.SZ",0.69
"20060331","000711.SZ",3.24
"20060331","000812.SZ",2.1
"20060331","000707.SZ",3.3788
"20060331","000806.SZ",2.32
"20060331","000848.SZ",2.395
"20060331","000534.SZ",2.6649
"20060331","000815.SZ",5.05
"20060331","000511.SZ",4.35
"20060331","000993.SZ",4.06
"20060331","000789.SZ",1.639
"20060331","000967.SZ",2.8
"20060331","000419.SZ",3.6576
"20060331","000635.SZ",1.61
"20060331","600586.SH",3.27
"20060331","000578.SZ",0.34
"20060331","600286.SH",-4.83
"20060331","600700.SH",-2.12
"20060331","600842.SH",0.8566
"20060331","600373.SH",2.26
"20060331","000758.SZ",2.12
"20060331","000930.SZ",2.41
"20060331","000153.SZ",2.296
"20060331","000610.SZ",2.267
"20060331","002037.SZ",3.76
"20060331","000586.SZ",1.4475
"20060331","000559.SZ",1.641
"20060331","000725.SZ",1.31
"20060331","600191.SH",4.29
"20060331","600159.SH",0.94
"20060331","600714.SH",1.4061
"20060331","600533.SH",3.132
"20060331","600809.SH",2.44
"20060331","600498.SH",5.58
"20060331","600508.SH",2.86
"20060331","600782.SH",1.6551
"20060331","600420.SH",3.45
"20060331","600805.SH",2.91
"20060331","600531.SH",3.2
"20060331","600600.SH",3.82
"20060331","600592.SH",4.07
"20060331","600425.SH",2.71
"20060331","600230.SH",3.31
"20060331","000406.SZ",5.2
"20060331","600370.SH",4.6
"20060331","002011.SZ",5.58
"20060331","600161.SH",2.13
"20060331","000998.SZ",5.41
"20060331","600146.SH",1.652
"20060331","600222.SH",3.4881
"20060331","600207.SH",4.78
"20060331","000980.SZ",2.71
"20060331","000965.SZ",2.321
"20060331","600004.SH",4.06
"20060331","600967.SH",3.67
"20060331","000860.SZ",3.74
"20060331","000549.SZ",1.709
"20060331","000522.SZ",1.94
"20060331","000705.SZ",3.65
"20060331","000687.SZ",2.47
"20060331","000668.SZ",2.74
"20060331","000425.SZ",1.96
"20060331","000832.SZ",-1.8569
"20060331","000408.SZ",2.73
"20060331","000801.SZ",0.74
"20060331","002041.SZ",8.03
"20060331","000950.SZ",1.2683
"20060331","000627.SZ",1.1114
"20060331","000909.SZ",2.78
"20060331","600112.SH",1.6754
"20060331","600097.SH",1.54
"20060331","002181.SZ",3.6076
"20060331","000683.SZ",0.6593
"20060331","000949.SZ",2.616
"20060331","600057.SH",1.44
"20060331","600077.SH",2.4356
"20060331","600022.SH",4.32
"20060331","600836.SH",2.26
"20060331","600691.SH",0.0792
"20060331","600814.SH",1.78
"20060331","600794.SH",1.45
"20060331","000006.SZ",4.487
"20060331","600960.SH",5.17
"20060331","000026.SZ",2.159
"20060331","000002.SZ",2.4
"20060331","600774.SH",4.02
"20060331","600894.SH",1.495
"20060331","600666.SH",2.07
"20060331","600650.SH",3.55
"20060331","600879.SH",2.41
"20060331","600178.SH",3.529
"20060331","600408.SH",2.46
"20060331","600567.SH",3.51
"20060331","600151.SH",2.719
"20060331","600301.SH",3.15
"20060331","600280.SH",4.55
"20060331","600634.SH",2.33
"20060331","600857.SH",1.9
"20060331","600756.SH",3.3
"20060331","600734.SH",0.487
"20060331","600712.SH",1.14
"20060331","600987.SH",3.49
"20060331","000049.SZ",1.1785
"20060331","600331.SH",2.53
"20060331","600122.SH",3.232
"20060331","600250.SH",3.05
"20060331","600545.SH",3.55
"20060331","600227.SH",6.293
"20060331","600371.SH",1.9
"20060331","600518.SH",5.566
"20060331","600201.SH",2.666
"20060331","600589.SH",3.48
"20060331","600348.SH",5.82
"20060331","600493.SH",3.2348
"20060331","600629.SH",-3.68
"20060331","600323.SH",3.83
"20060331","600467.SH",4.08
"20060331","600608.SH",1.57
"20060331","600433.SH",2.57
"20060331","600559.SH",2.41
"20060331","600337.SH",3.73
"20060331","000760.SZ",1.64
"20060331","600074.SH",3.4
"20060331","600519.SH",11.74
"20060331","600470.SH",3.52
"20060331","600126.SH",4.96
"20060331","600398.SH",4.69
"20060331","600680.SH",2.1089
"20060331","000905.SZ",4.19
