"REPORT_PERIOD","S_INFO_WINDCODE","S_FA_YOY_EQUITY"
"20000331","000150.SZ",
"20000331","000153.SZ",
"20000331","600247.SH",
"20000331","600280.SH",
"20000630","000001.SZ",-21.4174
"20000630","000002.SZ",36.6697
"20000630","000003.SZ",-93.4875
"20000630","000004.SZ",4.0728
"20000630","000005.SZ",-0.2353
"20000630","000006.SZ",-5.0042
"20000630","000007.SZ",-27.3587
"20000630","000008.SZ",14.5877
"20000630","000009.SZ",3.7581
"20000630","000010.SZ",-32.9715
"20000630","000011.SZ",-67.8128
"20000630","000012.SZ",-5.7652
"20000630","000013.SZ",-17.2382
"20000630","000014.SZ",-201.1854
"20000630","000015.SZ",34.1865
"20000630","000016.SZ",63.0879
"20000630","000017.SZ",-37.3969
"20000630","000018.SZ",2.5078
"20000630","000019.SZ",-0.9167
"20000630","000020.SZ",-2.2039
"20000630","000021.SZ",5.1049
"20000630","000022.SZ",4.0746
"20000630","000023.SZ",-16.6157
"20000630","000024.SZ",64.88
"20000630","000025.SZ",-53.6051
"20000630","000026.SZ",-4.2222
"20000630","000027.SZ",4.885
"20000630","000028.SZ",0.3141
"20000630","000029.SZ",7.5461
"20000630","000030.SZ",-80.2431
"20000630","000031.SZ",-14.2845
"20000630","000032.SZ",-20.938
"20000630","000033.SZ",-8.6915
"20000630","000034.SZ",58.4787
"20000630","000035.SZ",29.7108
"20000630","000036.SZ",16.3721
"20000630","000037.SZ",2.9264
"20000630","000038.SZ",-33.9591
"20000630","000039.SZ",17.0172
"20000630","000040.SZ",3.6943
"20000630","000042.SZ",-1.7254
"20000630","000043.SZ",-5.2931
"20000630","000045.SZ",14.9126
"20000630","000046.SZ",9.5873
"20000630","000047.SZ",-61.8181
"20000630","000048.SZ",17.7071
"20000630","000049.SZ",6.9514
"20000630","000050.SZ",2.3596
"20000630","000055.SZ",20.1759
"20000630","000056.SZ",-0.0031
"20000630","000058.SZ",22.4773
"20000630","000059.SZ",-10.5954
"20000630","000060.SZ",-0.0586
"20000630","000061.SZ",7.7866
"20000630","000062.SZ",-1.3779
"20000630","000063.SZ",57.1676
"20000630","000065.SZ",10.1763
"20000630","000066.SZ",35.4228
"20000630","000068.SZ",0.7525
"20000630","000069.SZ",-3.9147
"20000630","000070.SZ",
"20000630","000078.SZ",14.4743
"20000630","000088.SZ",-0.353
"20000630","000089.SZ",23.8775
"20000630","000090.SZ",100.2705
"20000630","000096.SZ",
"20000630","000099.SZ",
"20000630","000150.SZ",
"20000630","000155.SZ",
"20000630","000157.SZ",
"20000630","000158.SZ",
"20000630","000159.SZ",
"20000630","000301.SZ",115.2167
"20000630","000400.SZ",53.6387
"20000630","000401.SZ",-1.0071
"20000630","000402.SZ",9.4457
"20000630","000403.SZ",19.1567
"20000630","000404.SZ",0.8328
"20000630","000405.SZ",0.9632
"20000630","000406.SZ",202.6377
"20000630","000407.SZ",56.7524
"20000630","000408.SZ",-0.7753
"20000630","000409.SZ",-15.0341
"20000630","000410.SZ",-4.4938
"20000630","000411.SZ",-55.9064
"20000630","000412.SZ",-7.4886
"20000630","000413.SZ",14.0844
"20000630","000415.SZ",49.6073
"20000630","000416.SZ",-17.0654
"20000630","000417.SZ",7.0489
"20000630","000418.SZ",2.6379
"20000630","000419.SZ",61.2997
"20000630","000420.SZ",6.2437
"20000630","000421.SZ",32.6908
"20000630","000422.SZ",5.7512
"20000630","000423.SZ",3.5994
"20000630","000425.SZ",32.6241
"20000630","000426.SZ",12.7393
"20000630","000428.SZ",6.6283
"20000630","000429.SZ",7.5284
"20000630","000430.SZ",-10.1863
"20000630","000488.SZ",14.2761
"20000630","000498.SZ",1.9788
"20000630","000501.SZ",-13.6237
"20000630","000502.SZ",567.2614
"20000630","000503.SZ",27.3181
"20000630","000504.SZ",-54.8075
"20000630","000505.SZ",7.0375
"20000630","000506.SZ",-2.6547
"20000630","000507.SZ",3.2516
"20000630","000509.SZ",-1.6196
"20000630","000510.SZ",-11.1717
"20000630","000511.SZ",12.7654
"20000630","000513.SZ",-12.7296
"20000630","000514.SZ",-21.537
"20000630","000515.SZ",-131.3142
"20000630","000516.SZ",15.7939
"20000630","000517.SZ",22.7935
"20000630","000518.SZ",83.2833
"20000630","000519.SZ",12.8483
"20000630","000520.SZ",2.837
"20000630","000521.SZ",-1.2229
"20000630","000522.SZ",-142.0913
"20000630","000523.SZ",7.8606
"20000630","000524.SZ",1.5975
"20000630","000525.SZ",18.5625
"20000630","000526.SZ",10.2351
"20000630","000527.SZ",34.1351
"20000630","000528.SZ",-4.6188
"20000630","000529.SZ",-23.1842
"20000630","000530.SZ",1.3394
"20000630","000531.SZ",3.0173
"20000630","000532.SZ",-11.6682
"20000630","000533.SZ",-2.8362
"20000630","000534.SZ",-9.3488
"20000630","000535.SZ",-49.3275
"20000630","000536.SZ",-99.5461
"20000630","000537.SZ",25.7738
"20000630","000538.SZ",49.3724
"20000630","000539.SZ",9.6908
"20000630","000540.SZ",18.3512
"20000630","000541.SZ",3.8172
"20000630","000542.SZ",-22.7199
"20000630","000543.SZ",-0.2155
"20000630","000544.SZ",-42.4224
"20000630","000545.SZ",-42.3688
"20000630","000546.SZ",-82.2158
"20000630","000547.SZ",4.0678
"20000630","000548.SZ",6.9071
"20000630","000549.SZ",14.3685
"20000630","000550.SZ",-17.4
"20000630","000551.SZ",9.168
"20000630","000552.SZ",2.3343
"20000630","000553.SZ",-3.1888
"20000630","000554.SZ",-8.8511
"20000630","000555.SZ",-21.0274
"20000630","000556.SZ",-254.4055
"20000630","000557.SZ",69.997
"20000630","000558.SZ",6.8813
"20000630","000559.SZ",18.0092
"20000630","000560.SZ",-20.7934
"20000630","000561.SZ",-18.1048
"20000630","000562.SZ",12.6478
"20000630","000563.SZ",1.5557
"20000630","000564.SZ",1.1157
"20000630","000565.SZ",38.9353
"20000630","000566.SZ",-31.277
"20000630","000567.SZ",-24.3494
"20000630","000568.SZ",-14.4125
"20000630","000569.SZ",7.2676
"20000630","000570.SZ",12.2927
"20000630","000571.SZ",-3.0154
"20000630","000572.SZ",-25.5552
"20000630","000573.SZ",-6.3118
"20000630","000576.SZ",-4.4916
"20000630","000578.SZ",45.8784
"20000630","000581.SZ",7.4478
"20000630","000582.SZ",109.0199
"20000630","000583.SZ",401.4117
"20000630","000584.SZ",-50.9355
"20000630","000585.SZ",-11.2274
"20000630","000586.SZ",-19.0841
"20000630","000587.SZ",-12.8048
"20000630","000588.SZ",-356.1635
"20000630","000589.SZ",27.6936
"20000630","000590.SZ",29.7081
"20000630","000591.SZ",38.7466
"20000630","000592.SZ",-18.8403
"20000630","000593.SZ",0.0989
"20000630","000594.SZ",11.8857
"20000630","000595.SZ",-6.2543
"20000630","000596.SZ",5.7955
"20000630","000597.SZ",-11.5981
"20000630","000598.SZ",4.4952
"20000630","000599.SZ",8.2362
"20000630","000600.SZ",-2.3622
"20000630","000601.SZ",53.1032
"20000630","000602.SZ",-62.1573
"20000630","000603.SZ",-1.3853
"20000630","000605.SZ",-25.9739
"20000630","000606.SZ",-1.7546
"20000630","000607.SZ",-22.1968
"20000630","000608.SZ",101.7123
"20000630","000609.SZ",8.9025
"20000630","000610.SZ",54.0358
"20000630","000611.SZ",-7.4654
"20000630","000612.SZ",10.1043
"20000630","000613.SZ",-13.4834
"20000630","000615.SZ",12.6396
"20000630","000616.SZ",10.7148
"20000630","000617.SZ",-11.7524
"20000630","000618.SZ",9.9186
"20000630","000619.SZ",20.967
"20000630","000620.SZ",17.0727
"20000630","000621.SZ",7.0154
"20000630","000622.SZ",-12.9469
"20000630","000623.SZ",11.9791
"20000630","000625.SZ",1.918
"20000630","000626.SZ",12.2198
"20000630","000627.SZ",7.1639
"20000630","000628.SZ",-11.0803
"20000630","000629.SZ",1.0096
"20000630","000630.SZ",5.444
"20000630","000631.SZ",66.2227
"20000630","000632.SZ",10.4966
"20000630","000633.SZ",29.4019
"20000630","000635.SZ",10.1693
"20000630","000636.SZ",201.2173
"20000630","000637.SZ",11.2984
"20000630","000638.SZ",-54.715
"20000630","000639.SZ",41.1658
"20000630","000650.SZ",10.5814
"20000630","000651.SZ",4.5415
"20000630","000652.SZ",36.673
"20000630","000653.SZ",-87.2488
"20000630","000655.SZ",73.1528
"20000630","000656.SZ",-11.8393
"20000630","000657.SZ",64.4261
"20000630","000658.SZ",-54.8341
"20000630","000659.SZ",42.0032
"20000630","000660.SZ",2.7239
"20000630","000661.SZ",-3.4012
"20000630","000662.SZ",-33.8922
"20000630","000663.SZ",-4.0797
"20000630","000665.SZ",6.5424
"20000630","000666.SZ",184.9048
"20000630","000667.SZ",-2.9116
"20000630","000668.SZ",14.7557
"20000630","000669.SZ",186.4718
"20000630","000670.SZ",7.9626
"20000630","000671.SZ",8.6886
"20000630","000672.SZ",19.8396
"20000630","000673.SZ",6.5157
"20000630","000675.SZ",-35.554
"20000630","000676.SZ",14.6245
"20000630","000677.SZ",11.5249
"20000630","000678.SZ",18.1534
"20000630","000679.SZ",10.6755
"20000630","000680.SZ",-5.5197
"20000630","000681.SZ",8.3815
"20000630","000682.SZ",38.9975
"20000630","000683.SZ",-6.4352
"20000630","000685.SZ",-5.0678
"20000630","000686.SZ",5.9022
"20000630","000687.SZ",22.1856
"20000630","000688.SZ",14.3439
"20000630","000689.SZ",-58.246
"20000630","000690.SZ",28.8552
"20000630","000691.SZ",2.5062
"20000630","000692.SZ",4.3296
"20000630","000693.SZ",10.4108
"20000630","000695.SZ",40.8192
"20000630","000697.SZ",53.6832
"20000630","000698.SZ",7.4891
"20000630","000699.SZ",-6.6412
"20000630","000700.SZ",49.1243
"20000630","000701.SZ",-0.097
"20000630","000702.SZ",45.1959
"20000630","000703.SZ",10.5265
"20000630","000705.SZ",6.2243
"20000630","000707.SZ",6.6049
"20000630","000708.SZ",-9.9647
"20000630","000709.SZ",12.5034
"20000630","000710.SZ",1.2159
"20000630","000711.SZ",40.1176
"20000630","000712.SZ",2.5457
"20000630","000713.SZ",37.2699
"20000630","000715.SZ",21.8346
"20000630","000716.SZ",27.3758
"20000630","000717.SZ",4.276
"20000630","000718.SZ",6.0915
"20000630","000719.SZ",4.9982
"20000630","000720.SZ",64.1362
"20000630","000721.SZ",-13.3256
"20000630","000722.SZ",195.4245
"20000630","000723.SZ",9.8137
"20000630","000725.SZ",11.5581
"20000630","000726.SZ",5.6685
"20000630","000727.SZ",50.6948
"20000630","000728.SZ",-3.9331
"20000630","000729.SZ",50.818
"20000630","000730.SZ",13.2148
"20000630","000731.SZ",38.96
"20000630","000732.SZ",36.7069
"20000630","000733.SZ",1.1272
"20000630","000735.SZ",8.2515
"20000630","000736.SZ",17.3135
"20000630","000737.SZ",9.7712
"20000630","000738.SZ",-5.9217
"20000630","000739.SZ",21.7116
"20000630","000748.SZ",32.0455
"20000630","000750.SZ",67.583
"20000630","000751.SZ",36.9184
"20000630","000752.SZ",48.0231
"20000630","000753.SZ",8.046
"20000630","000755.SZ",34.7613
"20000630","000756.SZ",5.018
"20000630","000757.SZ",23.1922
"20000630","000758.SZ",1.4867
"20000630","000759.SZ",39.1148
"20000630","000760.SZ",-8.4647
"20000630","000761.SZ",4.9941
"20000630","000762.SZ",22.6569
"20000630","000763.SZ",-4.2647
"20000630","000765.SZ",13.2784
"20000630","000766.SZ",53.2971
"20000630","000767.SZ",115.9376
"20000630","000768.SZ",100.48
"20000630","000769.SZ",-6.9586
"20000630","000776.SZ",3.1792
"20000630","000777.SZ",2.9516
"20000630","000778.SZ",4.8317
"20000630","000779.SZ",11.4772
"20000630","000780.SZ",45.4979
"20000630","000782.SZ",-2.9602
"20000630","000783.SZ",-11.4422
"20000630","000785.SZ",2.227
"20000630","000786.SZ",6.1307
"20000630","000787.SZ",57.3596
"20000630","000788.SZ",-21.7674
"20000630","000789.SZ",41.2798
"20000630","000790.SZ",4.1369
"20000630","000791.SZ",-4.6654
"20000630","000792.SZ",40.7083
"20000630","000793.SZ",50.217
"20000630","000795.SZ",8.8671
"20000630","000796.SZ",9.1769
"20000630","000797.SZ",-0.6751
"20000630","000798.SZ",0.4673
"20000630","000799.SZ",26.9909
"20000630","000800.SZ",8.6061
"20000630","000801.SZ",25.1443
"20000630","000802.SZ",26.2388
"20000630","000803.SZ",-11.2934
"20000630","000805.SZ",-26.7853
"20000630","000806.SZ",19.0739
"20000630","000807.SZ",4.8752
"20000630","000809.SZ",4.422
"20000630","000810.SZ",-3.8596
"20000630","000811.SZ",41.0424
"20000630","000812.SZ",9.7031
"20000630","000813.SZ",0.2165
"20000630","000815.SZ",7.1224
"20000630","000816.SZ",38.2319
"20000630","000817.SZ",-0.1435
"20000630","000818.SZ",2.8038
"20000630","000819.SZ",42.6812
"20000630","000820.SZ",7.8884
"20000630","000821.SZ",4.0366
"20000630","000822.SZ",-2.808
"20000630","000823.SZ",41.0006
"20000630","000825.SZ",5.4668
"20000630","000826.SZ",5.6012
"20000630","000827.SZ",7.4986
"20000630","000828.SZ",20.1238
"20000630","000829.SZ",31.3978
"20000630","000830.SZ",7.595
"20000630","000831.SZ",9.3099
"20000630","000832.SZ",10.4597
"20000630","000833.SZ",-3.1228
"20000630","000835.SZ",9.6482
"20000630","000836.SZ",46.087
"20000630","000837.SZ",8.2313
"20000630","000838.SZ",-43.6592
"20000630","000839.SZ",88.9523
"20000630","000848.SZ",85.5432
"20000630","000850.SZ",13.9163
"20000630","000851.SZ",12.9402
"20000630","000852.SZ",3.677
"20000630","000856.SZ",2.301
"20000630","000858.SZ",36.3983
"20000630","000859.SZ",6.5091
"20000630","000860.SZ",12.3824
"20000630","000861.SZ",3.0358
"20000630","000862.SZ",-1.5006
"20000630","000863.SZ",66.4813
"20000630","000866.SZ",7.1984
"20000630","000868.SZ",36.4494
"20000630","000869.SZ",11.9145
"20000630","000876.SZ",15.6105
"20000630","000877.SZ",12.3787
"20000630","000878.SZ",3.3346
"20000630","000880.SZ",19.5546
"20000630","000881.SZ",7.1759
"20000630","000882.SZ",5.654
"20000630","000883.SZ",5.5841
"20000630","000885.SZ",-0.4254
"20000630","000886.SZ",4.737
"20000630","000887.SZ",8.3434
"20000630","000888.SZ",0.6621
"20000630","000889.SZ",24.8664
"20000630","000890.SZ",4.4232
"20000630","000892.SZ",21.6851
"20000630","000893.SZ",-5.7064
"20000630","000895.SZ",19.9027
"20000630","000897.SZ",1.2861
"20000630","000898.SZ",8.7115
"20000630","000899.SZ",-10.9163
"20000630","000900.SZ",9.576
"20000630","000901.SZ",-3.8312
"20000630","000902.SZ",-8.6031
"20000630","000903.SZ",6.5304
"20000630","000905.SZ",-4.6535
"20000630","000906.SZ",14.5528
"20000630","000908.SZ",13.3438
"20000630","000909.SZ",0.9518
"20000630","000910.SZ",8.2906
"20000630","000911.SZ",5.7099
"20000630","000912.SZ",6.0478
"20000630","000913.SZ",9.6656
"20000630","000915.SZ",-1.3487
"20000630","000916.SZ",
"20000630","000917.SZ",12.0854
"20000630","000918.SZ",5.6776
"20000630","000919.SZ",193.5302
"20000630","000920.SZ",2.6691
"20000630","000921.SZ",2.7641
"20000630","000922.SZ",-4.738
"20000630","000923.SZ",0.0191
"20000630","000925.SZ",6.1501
"20000630","000926.SZ",10.7896
"20000630","000927.SZ",84.977
"20000630","000928.SZ",3.7586
"20000630","000929.SZ",5.7534
"20000630","000930.SZ",-2.5076
"20000630","000931.SZ",202.8072
"20000630","000932.SZ",51.9046
"20000630","000933.SZ",269.004
"20000630","000935.SZ",132.4087
"20000630","000936.SZ",258.3867
"20000630","000937.SZ",160.0722
"20000630","000938.SZ",
"20000630","000939.SZ",325.1445
"20000630","000948.SZ",207.4195
"20000630","000949.SZ",
"20000630","000950.SZ",
"20000630","000951.SZ",
"20000630","000952.SZ",125.6902
"20000630","000953.SZ",90.7287
"20000630","000955.SZ",201.4798
"20000630","000956.SZ",231.2949
"20000630","000957.SZ",174.6083
"20000630","000958.SZ",123.0416
"20000630","000959.SZ",81.3375
"20000630","000960.SZ",205.9984
"20000630","000961.SZ",135.58
"20000630","000962.SZ",350.6574
"20000630","000963.SZ",124.5011
"20000630","000965.SZ",
"20000630","000966.SZ",
"20000630","000967.SZ",
"20000630","000968.SZ",
"20000630","000969.SZ",
"20000630","000970.SZ",
"20000630","000971.SZ",
"20000630","000972.SZ",
"20000630","000973.SZ",
"20000630","000975.SZ",
"20000630","000976.SZ",
"20000630","000977.SZ",
"20000630","000978.SZ",
"20000630","000979.SZ",
"20000630","000980.SZ",
"20000630","000981.SZ",
"20000630","000982.SZ",
"20000630","000983.SZ",
"20000630","000985.SZ",
"20000630","000987.SZ",
"20000630","000988.SZ",
"20000630","000989.SZ",
"20000630","000990.SZ",
"20000630","000993.SZ",
"20000630","000995.SZ",
"20000630","000996.SZ",
"20000630","000997.SZ",
"20000630","000998.SZ",
"20000630","000999.SZ",
"20000630","001696.SZ",-79.574
"20000630","001896.SZ",0.7584
"20000630","600000.SH",116.3399
"20000630","600001.SH",28.2002
"20000630","600002.SH",10.16
"20000630","600003.SH",40.6054
"20000630","600005.SH",42.4693
"20000630","600006.SH",13.044
"20000630","600007.SH",2.2809
"20000630","600008.SH",
"20000630","600009.SH",16.0707
"20000630","600016.SH",
"20000630","600019.SH",
"20000630","600037.SH",
"20000630","600038.SH",
"20000630","600051.SH",-0.7285
"20000630","600052.SH",47.3056
"20000630","600053.SH",49.45
"20000630","600054.SH",3.1211
"20000630","600055.SH",35.3748
"20000630","600056.SH",-1.4743
"20000630","600057.SH",2.9169
"20000630","600058.SH",-4.4846
"20000630","600059.SH",43.7306
"20000630","600060.SH",7.1199
"20000630","600061.SH",7.2161
"20000630","600062.SH",30.7309
"20000630","600063.SH",31.1563
"20000630","600064.SH",-12.0296
"20000630","600065.SH",0.2451
"20000630","600066.SH",9.9349
"20000630","600067.SH",9.9489
"20000630","600068.SH",9.5066
"20000630","600069.SH",-1.0161
"20000630","600070.SH",52.4059
"20000630","600071.SH",53.7242
"20000630","600072.SH",60.2118
"20000630","600073.SH",2.2077
"20000630","600074.SH",35.6778
"20000630","600075.SH",-0.5992
"20000630","600076.SH",10.5535
"20000630","600077.SH",121.8333
"20000630","600078.SH",45.3615
"20000630","600079.SH",46.0748
"20000630","600080.SH",18.0167
"20000630","600081.SH",104.2144
"20000630","600082.SH",-5.2002
"20000630","600083.SH",-98.3209
"20000630","600084.SH",49.2949
"20000630","600085.SH",9.4247
"20000630","600086.SH",25.4607
"20000630","600087.SH",40.0479
"20000630","600088.SH",10.9739
"20000630","600089.SH",73.5885
"20000630","600090.SH",63.6215
"20000630","600091.SH",97.5939
"20000630","600092.SH",64.2517
"20000630","600093.SH",4.521
"20000630","600094.SH",10.734
"20000630","600095.SH",31.9006
"20000630","600096.SH",14.4658
"20000630","600097.SH",-28.4076
"20000630","600098.SH",15.749
"20000630","600099.SH",12.857
"20000630","600100.SH",110.3093
"20000630","600101.SH",13.7597
"20000630","600102.SH",47.5209
"20000630","600103.SH",28.8239
"20000630","600104.SH",3.8013
"20000630","600105.SH",32.0742
"20000630","600106.SH",1.9193
"20000630","600107.SH",0.0137
"20000630","600108.SH",54.185
"20000630","600109.SH",-48.8597
"20000630","600110.SH",-6.2485
"20000630","600111.SH",57.4561
"20000630","600112.SH",13.3882
"20000630","600113.SH",3.534
"20000630","600115.SH",2.5567
"20000630","600116.SH",-6.5928
"20000630","600117.SH",34.261
"20000630","600118.SH",11.8185
"20000630","600119.SH",3.3796
"20000630","600120.SH",12.3402
"20000630","600121.SH",11.708
"20000630","600122.SH",11.0152
"20000630","600123.SH",9.9503
"20000630","600125.SH",6.089
"20000630","600126.SH",6.0173
"20000630","600127.SH",6.0949
"20000630","600128.SH",3.0714
"20000630","600129.SH",20.5943
"20000630","600130.SH",
"20000630","600131.SH",8.2419
"20000630","600132.SH",17.6115
"20000630","600133.SH",6.1473
"20000630","600135.SH",22.8589
"20000630","600136.SH",8.7038
"20000630","600137.SH",-95.0729
"20000630","600138.SH",6.3094
"20000630","600139.SH",-7.7397
"20000630","600141.SH",-1.8168
"20000630","600145.SH",
"20000630","600146.SH",-4.0988
"20000630","600148.SH",9.5944
"20000630","600149.SH",107.5737
"20000630","600150.SH",-13.5904
"20000630","600151.SH",2.0338
"20000630","600152.SH",8.6791
"20000630","600153.SH",15.6878
"20000630","600155.SH",18.2655
"20000630","600156.SH",5.1244
"20000630","600157.SH",38.8423
"20000630","600158.SH",10.7506
"20000630","600159.SH",6.3837
"20000630","600160.SH",12.3733
"20000630","600161.SH",4.3102
"20000630","600162.SH",7.6925
"20000630","600163.SH",18.8742
"20000630","600165.SH",8.4558
"20000630","600166.SH",9.2276
"20000630","600167.SH",2.3087
"20000630","600168.SH",5.6449
"20000630","600169.SH",10.9933
"20000630","600170.SH",4.8016
"20000630","600171.SH",5.3667
"20000630","600172.SH",13.4275
"20000630","600173.SH",0.8898
"20000630","600175.SH",-0.4257
"20000630","600176.SH",4.2838
"20000630","600177.SH",12.8029
"20000630","600178.SH",-0.4733
"20000630","600179.SH",3.0758
"20000630","600180.SH",12.2829
"20000630","600181.SH",9.5044
"20000630","600182.SH",-6.271
"20000630","600183.SH",19.0257
"20000630","600185.SH",5.4586
"20000630","600186.SH",11.8631
"20000630","600187.SH",3.3012
"20000630","600188.SH",11.7338
"20000630","600189.SH",7.0264
"20000630","600190.SH",8.8024
"20000630","600191.SH",12.4412
"20000630","600192.SH",1.2814
"20000630","600193.SH",6.5334
"20000630","600195.SH",5.8755
"20000630","600196.SH",18.2642
"20000630","600197.SH",
"20000630","600198.SH",13.7021
"20000630","600199.SH",13.8868
"20000630","600200.SH",5.6661
"20000630","600201.SH",-0.3387
"20000630","600202.SH",0.5608
"20000630","600203.SH",-0.3521
"20000630","600205.SH",22.5443
"20000630","600206.SH",0.88
"20000630","600207.SH",16.0438
"20000630","600208.SH",8.3033
"20000630","600209.SH",7.7619
"20000630","600210.SH",231.1508
"20000630","600211.SH",279.1992
"20000630","600212.SH",74.0727
"20000630","600213.SH",160.3504
"20000630","600215.SH",130.6438
"20000630","600216.SH",
"20000630","600217.SH",190.9294
"20000630","600218.SH",-0.9629
"20000630","600219.SH",202.1944
"20000630","600220.SH",
"20000630","600221.SH",80.9416
"20000630","600222.SH",142.0266
"20000630","600223.SH",
"20000630","600225.SH",166.7615
"20000630","600226.SH",
"20000630","600227.SH",
"20000630","600228.SH",-0.8856
"20000630","600229.SH",
"20000630","600230.SH",
"20000630","600231.SH",
"20000630","600232.SH",
"20000630","600233.SH",
"20000630","600234.SH",
"20000630","600235.SH",
"20000630","600236.SH",
"20000630","600237.SH",
"20000630","600238.SH",113.0431
"20000630","600239.SH",176.6328
"20000630","600240.SH",
"20000630","600241.SH",
"20000630","600246.SH",
"20000630","600248.SH",
"20000630","600252.SH",
"20000630","600253.SH",
"20000630","600255.SH",
"20000630","600256.SH",
"20000630","600257.SH",
"20000630","600258.SH",
"20000630","600259.SH",
"20000630","600260.SH",
"20000630","600261.SH",
"20000630","600262.SH",
"20000630","600263.SH",
"20000630","600265.SH",
"20000630","600266.SH",6.5007
"20000630","600267.SH",
"20000630","600268.SH",
"20000630","600269.SH",
"20000630","600270.SH",
"20000630","600272.SH",1.8981
"20000630","600275.SH",
"20000630","600276.SH",
"20000630","600277.SH",
"20000630","600278.SH",
"20000630","600279.SH",
"20000630","600281.SH",
"20000630","600282.SH",
"20000630","600283.SH",
"20000630","600285.SH",
"20000630","600286.SH",113.1771
"20000630","600288.SH",
"20000630","600289.SH",
"20000630","600291.SH",
"20000630","600293.SH",
"20000630","600295.SH",2.0923
"20000630","600296.SH",
"20000630","600297.SH",
"20000630","600298.SH",
"20000630","600299.SH",
"20000630","600300.SH",
"20000630","600301.SH",105.8918
"20000630","600302.SH",
"20000630","600303.SH",
"20000630","600307.SH",
"20000630","600309.SH",
"20000630","600310.SH",
"20000630","600312.SH",
"20000630","600313.SH",
"20000630","600320.SH",5.0719
"20000630","600323.SH",
"20000630","600328.SH",
"20000630","600330.SH",
"20000630","600332.SH",
"20000630","600333.SH",
"20000630","600336.SH",
"20000630","600339.SH",
"20000630","600345.SH",
"20000630","600358.SH",
"20000630","600359.SH",-2.1735
"20000630","600365.SH",
"20000630","600366.SH",
"20000630","600368.SH",
"20000630","600376.SH",
"20000630","600377.SH",
"20000630","600378.SH",
"20000630","600382.SH",
"20000630","600383.SH",
"20000630","600388.SH",
"20000630","600389.SH",
"20000630","600393.SH",
"20000630","600400.SH",
"20000630","600466.SH",
"20000630","600500.SH",
"20000630","600550.SH",
"20000630","600555.SH",4.2924
"20000630","600600.SH",0.1509
"20000630","600601.SH",20.4128
"20000630","600602.SH",101.8004
"20000630","600603.SH",3.8428
"20000630","600604.SH",-3.352
"20000630","600605.SH",-2.8045
"20000630","600606.SH",25.5382
"20000630","600607.SH",175.4414
"20000630","600608.SH",26.9512
"20000630","600609.SH",9.2435
"20000630","600610.SH",-63.0023
"20000630","600611.SH",37.2443
"20000630","600612.SH",-8.7376
"20000630","600613.SH",1.6627
"20000630","600614.SH",-32.7638
"20000630","600615.SH",11.6526
"20000630","600616.SH",3.8738
"20000630","600617.SH",1.3506
"20000630","600618.SH",-0.6456
"20000630","600619.SH",1.3463
"20000630","600620.SH",-1.4396
"20000630","600621.SH",40.4737
"20000630","600622.SH",-17.8234
"20000630","600623.SH",-20.5541
"20000630","600624.SH",-0.0316
"20000630","600625.SH",-86.4351
"20000630","600626.SH",11.0393
"20000630","600627.SH",5.1465
"20000630","600628.SH",14.2189
"20000630","600629.SH",-33.6262
"20000630","600630.SH",-0.9394
"20000630","600631.SH",-0.5746
"20000630","600632.SH",7.95
"20000630","600633.SH",-97.3388
"20000630","600634.SH",3.0261
"20000630","600635.SH",7.0889
"20000630","600636.SH",18.411
"20000630","600637.SH",8.0097
"20000630","600638.SH",-4.4739
"20000630","600639.SH",-10.9802
"20000630","600640.SH",0.0864
"20000630","600641.SH",40.7141
"20000630","600642.SH",-22.3646
"20000630","600643.SH",1.7014
"20000630","600644.SH",-4.7086
"20000630","600645.SH",-1.7748
"20000630","600646.SH",10.7592
"20000630","600647.SH",-83.1656
"20000630","600648.SH",-1.6577
"20000630","600649.SH",4.3516
"20000630","600650.SH",-0.1672
"20000630","600651.SH",0.106
"20000630","600652.SH",136.961
"20000630","600653.SH",36.2281
"20000630","600654.SH",-0.4169
"20000630","600655.SH",16.1729
"20000630","600656.SH",1.571
"20000630","600657.SH",13.8442
"20000630","600658.SH",-44.5637
"20000630","600659.SH",7.8304
"20000630","600660.SH",23.6377
"20000630","600661.SH",9.9543
"20000630","600662.SH",10.9517
"20000630","600663.SH",1.2433
"20000630","600664.SH",-6.897
"20000630","600665.SH",-0.9443
"20000630","600666.SH",-11.9314
"20000630","600667.SH",-11.931
"20000630","600668.SH",-2.0192
"20000630","600669.SH",-15.8096
"20000630","600670.SH",47.4675
"20000630","600671.SH",1.6334
"20000630","600672.SH",37.4936
"20000630","600673.SH",-33.8532
"20000630","600674.SH",-0.6387
"20000630","600675.SH",7.9195
"20000630","600676.SH",21.7284
"20000630","600677.SH",16.0225
"20000630","600678.SH",-34.6227
"20000630","600679.SH",1.5769
"20000630","600680.SH",0.4574
"20000630","600681.SH",-1.685
"20000630","600682.SH",-3.9045
"20000630","600683.SH",-59.8962
"20000630","600684.SH",-1.9752
"20000630","600685.SH",-0.3546
"20000630","600686.SH",7.0529
"20000630","600687.SH",8.3381
"20000630","600688.SH",4.3235
"20000630","600689.SH",9.1392
"20000630","600690.SH",37.4654
"20000630","600691.SH",0.5657
"20000630","600692.SH",-0.6153
"20000630","600693.SH",0.3026
"20000630","600694.SH",0.6358
"20000630","600695.SH",4.4373
"20000630","600696.SH",-24.2505
"20000630","600697.SH",0.706
"20000630","600698.SH",-1.9922
"20000630","600699.SH",8.0625
