"REPORT_PERIOD","S_INFO_WINDCODE","S_FA_GROSSPROFITMARGIN_TTM"
"20000630","000005.SZ",55.6957
"20000630","000007.SZ",13.4077
"20000630","000010.SZ",9.5646
"20000630","000018.SZ",5.9013
"20000630","000024.SZ",24.8624
"20000630","000030.SZ",15.3386
"20000630","000034.SZ",17.2494
"20000630","000037.SZ",24.1709
"20000630","000040.SZ",50.689
"20000630","000059.SZ",15.9158
"20000630","000068.SZ",32.2881
"20000630","000408.SZ",27.982
"20000630","000415.SZ",50.0668
"20000630","000421.SZ",23.6307
"20000630","000504.SZ",-375.1379
"20000630","000505.SZ",-10.0814
"20000630","000510.SZ",19.6463
"20000630","000511.SZ",57.0006
"20000630","000526.SZ",16.5252
"20000630","000557.SZ",29.6953
"20000630","000587.SZ",32.3818
"20000630","000590.SZ",51.5145
"20000630","000591.SZ",16.3427
"20000630","000606.SZ",35.5139
"20000630","000609.SZ",30.7062
"20000630","000611.SZ",25.0502
"20000630","000615.SZ",25.3824
"20000630","000617.SZ",18.0253
"20000630","000622.SZ",34.8473
"20000630","000626.SZ",3.3518
"20000630","000629.SZ",20.4053
"20000630","000633.SZ",19.9796
"20000630","000659.SZ",27.4694
"20000630","000662.SZ",-3.7659
"20000630","000667.SZ",12.3095
"20000630","000670.SZ",12.4395
"20000630","000676.SZ",46.2582
"20000630","000677.SZ",15.7163
"20000630","000693.SZ",33.1113
"20000630","000709.SZ",19.8057
"20000630","000711.SZ",75.8179
"20000630","000717.SZ",10.5004
"20000630","000790.SZ",39.6741
"20000630","000795.SZ",30.2081
"20000630","000799.SZ",64.0037
"20000630","000813.SZ",29.5498
"20000630","000815.SZ",23.696
"20000630","000826.SZ",17.5531
"20000630","000831.SZ",17.8733
"20000630","000838.SZ",8.9707
"20000630","000856.SZ",31.9154
"20000630","000863.SZ",36.0987
"20000630","000889.SZ",39.9801
"20000630","000892.SZ",28.2537
"20000630","000893.SZ",14.7291
"20000630","000910.SZ",25.6973
"20000630","000912.SZ",27.9815
"20000630","000913.SZ",19.0739
"20000630","000927.SZ",19.5311
"20000630","000933.SZ",37.343
"20000630","000962.SZ",28.3448
"20000630","600005.SH",13.8321
"20000630","600007.SH",53.019
"20000630","600053.SH",25.185
"20000630","600055.SH",31.0591
"20000630","600068.SH",24.7891
"20000630","600069.SH",19.4579
"20000630","600071.SH",21.408
"20000630","600076.SH",75.1629
"20000630","600090.SH",26.9499
"20000630","600091.SH",18.9975
"20000630","600093.SH",34.516
"20000630","600102.SH",16.4713
"20000630","600110.SH",58.0489
"20000630","600135.SH",42.1024
"20000630","600136.SH",65.39
"20000630","600163.SH",28.5346
"20000630","600179.SH",14.4631
"20000630","600186.SH",25.3089
"20000630","600201.SH",16.3579
"20000630","600212.SH",18.1063
"20000630","600217.SH",44.7027
"20000630","600555.SH",24.7747
"20000630","600601.SH",13.614
"20000630","600602.SH",17.3019
"20000630","600603.SH",13.5419
"20000630","600604.SH",6.1145
"20000630","600605.SH",12.128
"20000630","600606.SH",43.1593
"20000630","600607.SH",17.7136
"20000630","600608.SH",13.2189
"20000630","600609.SH",25.028
"20000630","600610.SH",4.2859
"20000630","600611.SH",33.4668
"20000630","600612.SH",19.0764
"20000630","600613.SH",17.7083
"20000630","600614.SH",15.5218
"20000630","600615.SH",30.03
"20000630","600616.SH",14.2015
"20000630","600617.SH",6.418
"20000630","600618.SH",17.5918
"20000630","600619.SH",27.055
"20000630","600620.SH",27.3832
"20000630","600621.SH",20.3237
"20000630","600622.SH",17.209
"20000630","600623.SH",11.0695
"20000630","600629.SH",16.5345
"20000630","600643.SH",16.1377
"20000630","600644.SH",27.7516
"20000630","600651.SH",17.9836
"20000630","600652.SH",18.0046
"20000630","600653.SH",4.3028
"20000630","600654.SH",38.9538
"20000630","600655.SH",14.4823
"20000630","600656.SH",18.975
"20000630","600662.SH",39.5728
"20000630","600673.SH",25.8639
"20000630","600675.SH",11.9771
"20000630","600679.SH",8.4695
"20000630","600681.SH",28.3657
"20000630","600683.SH",0.0159
"20000630","600691.SH",32.2494
"20000630","600701.SH",14.2346
"20000630","600704.SH",7.8073
"20000630","600707.SH",19.5395
"20000630","600708.SH",14.2648
"20000630","600713.SH",16.0551
"20000630","600715.SH",20.9335
"20000630","600721.SH",16.9418
"20000630","600722.SH",27.1687
"20000630","600725.SH",30.1768
"20000630","600737.SH",35.9634
"20000630","600760.SH",19.1808
"20000630","600777.SH",26.9709
"20000630","600779.SH",31.3351
"20000630","600783.SH",22.2003
"20000630","600790.SH",24.756
"20000630","600793.SH",17.8483
"20000630","600801.SH",31.0463
"20000630","600802.SH",35.0506
"20000630","600806.SH",26.121
"20000630","600817.SH",29.9923
"20000630","600828.SH",11.9413
"20000630","600837.SH",7.2437
"20000630","600848.SH",38.0498
"20000630","600856.SH",19.6436
"20000630","600858.SH",43.8753
"20000630","600861.SH",19.9576
"20000630","600862.SH",16.017
"20000630","600866.SH",35.984
"20000630","600870.SH",10.1449
"20000630","600878.SH",20.5409
"20000630","600882.SH",17.4707
"20000630","600891.SH",17.563
"20000630","600892.SH",31.8833
"20000630","600896.SH",21.2368
"20001231","000005.SZ",58.0412
"20001231","000007.SZ",7.7337
"20001231","000010.SZ",9.1901
"20001231","000018.SZ",10.8317
"20001231","000024.SZ",18.4298
"20001231","000030.SZ",14.505
"20001231","000034.SZ",12.2072
"20001231","000037.SZ",16.5263
"20001231","000040.SZ",42.7862
"20001231","000059.SZ",11.7125
"20001231","000068.SZ",39.9995
"20001231","000408.SZ",24.5066
"20001231","000415.SZ",47.5122
"20001231","000421.SZ",23.8273
"20001231","000504.SZ",0.3621
"20001231","000505.SZ",-5.6778
"20001231","000510.SZ",27.0043
"20001231","000511.SZ",47.5808
"20001231","000526.SZ",28.0674
"20001231","000557.SZ",19.6575
"20001231","000587.SZ",30.7038
"20001231","000590.SZ",50.7235
"20001231","000591.SZ",17.3308
"20001231","000606.SZ",40.5145
"20001231","000609.SZ",31.1903
"20001231","000611.SZ",26.7758
"20001231","000615.SZ",21.5608
"20001231","000617.SZ",19.2641
"20001231","000622.SZ",28.6692
"20001231","000626.SZ",3.1139
"20001231","000629.SZ",20.3106
"20001231","000633.SZ",15.1758
"20001231","000659.SZ",26.333
"20001231","000662.SZ",1.9089
"20001231","000667.SZ",11.2923
"20001231","000670.SZ",11.2791
"20001231","000676.SZ",41.4888
"20001231","000677.SZ",14.334
"20001231","000691.SZ",36.5508
"20001231","000693.SZ",29.1877
"20001231","000709.SZ",20.8455
"20001231","000711.SZ",59.3635
"20001231","000717.SZ",10.4745
"20001231","000790.SZ",39.5583
"20001231","000795.SZ",26.4221
"20001231","000799.SZ",57.8895
"20001231","000813.SZ",19.3514
"20001231","000815.SZ",20.7749
"20001231","000826.SZ",11.2384
"20001231","000831.SZ",15.8207
"20001231","000838.SZ",0.1703
"20001231","000856.SZ",29.2188
"20001231","000863.SZ",36.5491
"20001231","000889.SZ",32.2233
"20001231","000892.SZ",36.0155
"20001231","000893.SZ",3.0917
"20001231","000910.SZ",24.5501
"20001231","000912.SZ",24.4116
"20001231","000913.SZ",18.8668
"20001231","000927.SZ",20.5986
"20001231","000933.SZ",33.4676
"20001231","000950.SZ",17.6247
"20001231","000962.SZ",27.2117
"20001231","000967.SZ",47.9277
"20001231","000968.SZ",19.3136
"20001231","000971.SZ",34.7772
"20001231","000972.SZ",16.6367
"20001231","000976.SZ",16.1497
"20001231","000987.SZ",18.461
"20001231","600005.SH",14.1621
"20001231","600007.SH",50.3117
"20001231","600026.SH",20.9964
"20001231","600053.SH",28.6389
"20001231","600055.SH",36.4858
"20001231","600068.SH",22.6498
"20001231","600069.SH",14.5055
"20001231","600071.SH",25.6314
"20001231","600076.SH",71.491
"20001231","600090.SH",23.1214
"20001231","600091.SH",19.1217
"20001231","600093.SH",35.1813
"20001231","600102.SH",19.0272
"20001231","600110.SH",60.8231
"20001231","600135.SH",44.559
"20001231","600136.SH",52.0065
"20001231","600163.SH",22.3755
"20001231","600179.SH",12.168
"20001231","600186.SH",27.9568
"20001231","600201.SH",16.9427
"20001231","600212.SH",16.7438
"20001231","600217.SH",42.1617
"20001231","600230.SH",10.5214
"20001231","600233.SH",17.3053
"20001231","600234.SH",17.0579
"20001231","600242.SH",34.654
"20001231","600247.SH",40.4073
"20001231","600265.SH",42.4985
"20001231","600277.SH",33.7843
"20001231","600292.SH",40.004
"20001231","600299.SH",19.8203
"20001231","600306.SH",15.2159
"20001231","600311.SH",22.3284
"20001231","600318.SH",29.3283
"20001231","600319.SH",25.6086
"20001231","600331.SH",26.1859
"20001231","600339.SH",27.5876
"20001231","600346.SH",32.8145
"20001231","600375.SH",15.134
"20001231","600381.SH",32.999
"20001231","600390.SH",23.8016
"20001231","600393.SH",58.3844
"20001231","600401.SH",13.5266
"20001231","600408.SH",41.1208
"20001231","600432.SH",40.8197
"20001231","600462.SH",15.9815
"20001231","600509.SH",34.9857
"20001231","600515.SH",37.5126
"20001231","600520.SH",50.6877
"20001231","600539.SH",33.1244
"20001231","600546.SH",16.988
"20001231","600552.SH",24.4368
"20001231","600555.SH",26.5977
"20001231","600556.SH",46.9303
"20001231","600566.SH",30.8787
"20001231","600568.SH",59.1248
"20001231","600576.SH",17.7025
"20001231","600581.SH",15.7762
"20001231","600601.SH",13.6392
"20001231","600602.SH",17.539
"20001231","600603.SH",12.31
"20001231","600604.SH",8.0343
"20001231","600605.SH",10.0086
"20001231","600606.SH",45.2362
"20001231","600607.SH",22.7049
"20001231","600608.SH",25.0322
"20001231","600609.SH",13.6332
"20001231","600610.SH",11.9113
"20001231","600611.SH",32.1626
"20001231","600612.SH",18.4955
"20001231","600613.SH",54.5392
"20001231","600614.SH",18.3954
"20001231","600615.SH",15.7636
"20001231","600616.SH",16.3343
"20001231","600617.SH",6.373
"20001231","600618.SH",17.012
"20001231","600619.SH",27.0945
"20001231","600620.SH",25.7476
"20001231","600621.SH",23.0758
"20001231","600622.SH",12.9765
"20001231","600623.SH",10.7267
"20001231","600629.SH",12.0762
"20001231","600643.SH",13.034
"20001231","600644.SH",29.9706
"20001231","600651.SH",36.8967
"20001231","600652.SH",24.3417
"20001231","600653.SH",7.818
"20001231","600654.SH",30.5798
"20001231","600655.SH",14.2512
"20001231","600656.SH",20.8024
"20001231","600662.SH",36.378
"20001231","600673.SH",30.1901
"20001231","600675.SH",39.0401
"20001231","600679.SH",13.679
"20001231","600681.SH",38.4706
"20001231","600683.SH",8.4952
"20001231","600691.SH",23.395
"20001231","600701.SH",22.5173
"20001231","600704.SH",7.3233
"20001231","600707.SH",11.2989
"20001231","600708.SH",18.3755
"20001231","600713.SH",16.4881
"20001231","600715.SH",30.1742
"20001231","600721.SH",23.3151
"20001231","600722.SH",18.472
"20001231","600725.SH",31.7643
"20001231","600737.SH",32.8117
"20001231","600760.SH",15.1942
"20001231","600777.SH",25.7898
"20001231","600779.SH",33.4391
"20001231","600783.SH",22.4758
"20001231","600790.SH",21.5219
"20001231","600793.SH",17.9611
"20001231","600802.SH",34.0057
"20001231","600806.SH",24.4145
"20001231","600817.SH",10.0473
"20001231","600828.SH",11.3995
"20001231","600837.SH",10.3736
"20001231","600848.SH",32.714
"20001231","600856.SH",17.75
"20001231","600858.SH",31.7088
"20001231","600861.SH",19.0204
"20001231","600862.SH",29.8439
"20001231","600866.SH",37.1689
"20001231","600870.SH",6.518
"20001231","600878.SH",29.3361
"20001231","600882.SH",18.8961
"20001231","600891.SH",18.0136
"20001231","600892.SH",45.0024
"20001231","600896.SH",22.1411
"20010630","000005.SZ",58.1142
"20010630","000007.SZ",-6.0585
"20010630","000010.SZ",8.6429
"20010630","000018.SZ",10.1363
"20010630","000024.SZ",16.8842
"20010630","000030.SZ",15.0488
"20010630","000034.SZ",10.5149
"20010630","000037.SZ",18.5122
"20010630","000040.SZ",43.3437
"20010630","000059.SZ",9.1907
"20010630","000068.SZ",38.3263
"20010630","000408.SZ",22.2081
"20010630","000415.SZ",40.6341
"20010630","000421.SZ",22.5392
"20010630","000504.SZ",68.5406
"20010630","000505.SZ",24.7122
"20010630","000510.SZ",28.2939
"20010630","000511.SZ",45.038
"20010630","000526.SZ",28.0732
"20010630","000587.SZ",30.2367
"20010630","000590.SZ",44.9214
"20010630","000591.SZ",16.2053
"20010630","000606.SZ",44.7561
"20010630","000609.SZ",23.544
"20010630","000611.SZ",27.9636
"20010630","000615.SZ",11.2619
"20010630","000617.SZ",23.6152
"20010630","000622.SZ",31.5858
"20010630","000626.SZ",2.8677
"20010630","000629.SZ",20.3204
"20010630","000633.SZ",14.1899
"20010630","000659.SZ",23.9383
"20010630","000662.SZ",3.6974
"20010630","000667.SZ",9.1305
"20010630","000670.SZ",10.171
"20010630","000676.SZ",49.0068
"20010630","000677.SZ",13.3727
"20010630","000691.SZ",33.1659
"20010630","000693.SZ",37.0333
"20010630","000709.SZ",19.866
"20010630","000711.SZ",63.5436
"20010630","000717.SZ",11.2517
"20010630","000790.SZ",36.7049
"20010630","000795.SZ",23.9526
"20010630","000799.SZ",56.5292
"20010630","000813.SZ",16.4979
"20010630","000815.SZ",18.3861
"20010630","000826.SZ",5.9013
"20010630","000831.SZ",13.5628
"20010630","000838.SZ",-4.9382
"20010630","000856.SZ",28.5081
"20010630","000863.SZ",21.8816
"20010630","000889.SZ",33.0026
"20010630","000892.SZ",45.8142
"20010630","000893.SZ",11.0951
"20010630","000910.SZ",22.6879
"20010630","000912.SZ",21.6449
"20010630","000913.SZ",18.777
"20010630","000927.SZ",20.8665
"20010630","000933.SZ",34.3798
"20010630","000950.SZ",15.2744
"20010630","000962.SZ",25.104
"20010630","000967.SZ",45.6285
"20010630","000968.SZ",19.2423
"20010630","000971.SZ",30.4424
"20010630","000972.SZ",15.997
"20010630","000976.SZ",12.1004
"20010630","000987.SZ",19.1052
"20010630","600005.SH",14.9114
"20010630","600007.SH",55.3929
"20010630","600053.SH",31.9489
"20010630","600055.SH",38.4215
"20010630","600068.SH",20.8341
"20010630","600069.SH",5.1582
"20010630","600071.SH",26.3092
"20010630","600076.SH",63.4969
"20010630","600090.SH",22.2389
"20010630","600091.SH",19.7612
"20010630","600093.SH",35.1509
"20010630","600102.SH",19.9058
"20010630","600110.SH",63.1686
"20010630","600135.SH",45.3956
"20010630","600136.SH",51.0002
"20010630","600163.SH",20.5025
"20010630","600179.SH",10.5402
"20010630","600186.SH",28.9544
"20010630","600201.SH",22.2552
"20010630","600212.SH",15.8805
"20010630","600217.SH",41.3112
"20010630","600230.SH",8.1399
"20010630","600233.SH",16.4424
"20010630","600234.SH",25.7357
"20010630","600265.SH",39.1522
"20010630","600277.SH",34.6372
"20010630","600299.SH",18.6302
"20010630","600339.SH",28.2658
"20010630","600393.SH",60.356
"20010630","600555.SH",22.9091
"20010630","600601.SH",12.4541
"20010630","600602.SH",14.4848
"20010630","600603.SH",13.959
"20010630","600604.SH",13.803
"20010630","600605.SH",12.9583
"20010630","600606.SH",33.3057
"20010630","600607.SH",24.3073
"20010630","600608.SH",28.9118
"20010630","600609.SH",20.159
"20010630","600610.SH",12.4719
"20010630","600611.SH",33.2947
"20010630","600612.SH",18.8681
"20010630","600613.SH",51.1959
"20010630","600614.SH",26.7777
"20010630","600615.SH",4.8945
"20010630","600616.SH",19.8384
"20010630","600617.SH",6.8358
"20010630","600618.SH",16.2405
"20010630","600619.SH",27.7469
"20010630","600620.SH",26.3691
"20010630","600621.SH",25.014
"20010630","600622.SH",13.5084
"20010630","600623.SH",11.2128
"20010630","600629.SH",14.8339
"20010630","600643.SH",10.2089
"20010630","600644.SH",33.2536
"20010630","600651.SH",40.1537
"20010630","600652.SH",35.6971
"20010630","600653.SH",8.4614
"20010630","600654.SH",19.3981
"20010630","600655.SH",12.6672
"20010630","600656.SH",21.4838
"20010630","600662.SH",37.6357
"20010630","600673.SH",32.8873
"20010630","600675.SH",40.1676
"20010630","600679.SH",15.4368
"20010630","600681.SH",39.5916
"20010630","600683.SH",9.4949
"20010630","600691.SH",21.3341
"20010630","600701.SH",32.9812
"20010630","600704.SH",8.3864
"20010630","600707.SH",9.598
"20010630","600708.SH",17.7332
"20010630","600713.SH",16.4841
"20010630","600721.SH",26.6275
"20010630","600722.SH",13.905
"20010630","600725.SH",34.2912
"20010630","600737.SH",26.422
"20010630","600760.SH",18.4184
"20010630","600777.SH",24.8113
"20010630","600779.SH",37.6599
"20010630","600783.SH",17.3065
"20010630","600790.SH",19.9905
"20010630","600793.SH",20.6125
"20010630","600802.SH",35.1334
"20010630","600806.SH",25.7969
"20010630","600817.SH",8
"20010630","600828.SH",11.0493
"20010630","600837.SH",11.6105
"20010630","600848.SH",31.3707
"20010630","600856.SH",21.7775
"20010630","600858.SH",27.4762
"20010630","600861.SH",17.6811
"20010630","600862.SH",26.4635
"20010630","600866.SH",34.1173
"20010630","600870.SH",5.7891
"20010630","600878.SH",48.7704
"20010630","600882.SH",18.6154
"20010630","600891.SH",18.9387
"20010630","600892.SH",84.6888
"20010630","600896.SH",16.8719
"20010930","600247.SH",50.975
"20010930","600306.SH",14.7735
"20011231","000005.SZ",46.9733
"20011231","000007.SZ",33.5562
"20011231","000010.SZ",10.1138
"20011231","000018.SZ",10.8456
"20011231","000024.SZ",17.1429
"20011231","000030.SZ",12.9491
"20011231","000034.SZ",15.1634
"20011231","000037.SZ",24.4985
"20011231","000040.SZ",32.8879
"20011231","000059.SZ",11.5737
"20011231","000068.SZ",30.2473
"20011231","000408.SZ",20.7642
"20011231","000415.SZ",32.8967
"20011231","000421.SZ",23.5171
"20011231","000504.SZ",50.0094
"20011231","000505.SZ",24.0616
"20011231","000510.SZ",23.694
"20011231","000511.SZ",43.9014
"20011231","000526.SZ",28.4776
"20011231","000557.SZ",19.8996
"20011231","000587.SZ",28.7603
"20011231","000590.SZ",38.4291
"20011231","000591.SZ",13.1663
"20011231","000606.SZ",47.2524
"20011231","000609.SZ",19.786
"20011231","000611.SZ",20.5816
"20011231","000615.SZ",7.7895
"20011231","000617.SZ",27.6711
"20011231","000622.SZ",34.0648
"20011231","000626.SZ",3.8822
"20011231","000629.SZ",19.4047
"20011231","000633.SZ",15.8534
"20011231","000659.SZ",23.5414
"20011231","000662.SZ",54.8471
"20011231","000667.SZ",9.5042
"20011231","000670.SZ",10.6147
"20011231","000676.SZ",50.0135
"20011231","000677.SZ",14.0439
"20011231","000691.SZ",39.1738
"20011231","000693.SZ",46.7197
"20011231","000709.SZ",18.6022
"20011231","000711.SZ",52.9587
"20011231","000717.SZ",10.0384
"20011231","000790.SZ",34.2254
"20011231","000795.SZ",23.1817
"20011231","000799.SZ",56.6098
"20011231","000813.SZ",3.7325
"20011231","000815.SZ",15.4563
"20011231","000826.SZ",4.954
"20011231","000831.SZ",12.9199
"20011231","000838.SZ",11.434
"20011231","000856.SZ",21.8958
"20011231","000863.SZ",9.3405
"20011231","000889.SZ",33.877
"20011231","000892.SZ",55.1509
"20011231","000893.SZ",9.9388
"20011231","000910.SZ",22.4975
"20011231","000912.SZ",20.2343
"20011231","000913.SZ",16.6332
"20011231","000927.SZ",13.4485
"20011231","000933.SZ",32.8327
"20011231","000950.SZ",14.3812
"20011231","000962.SZ",24.0538
"20011231","000967.SZ",44.239
"20011231","000968.SZ",21.9414
"20011231","000971.SZ",30.0826
"20011231","000972.SZ",20.1149
"20011231","000976.SZ",10.2881
"20011231","000987.SZ",20.5574
"20011231","002010.SZ",28.5425
"20011231","002015.SZ",13.9316
"20011231","002019.SZ",39.9789
"20011231","002027.SZ",7.8786
"20011231","002036.SZ",29.013
"20011231","600005.SH",14.8932
"20011231","600007.SH",57.1793
"20011231","600026.SH",27.2319
"20011231","600053.SH",17.6206
"20011231","600055.SH",34.0253
"20011231","600068.SH",18.9824
"20011231","600069.SH",1.1983
"20011231","600071.SH",24.1021
"20011231","600076.SH",46.7988
"20011231","600090.SH",25.6009
"20011231","600091.SH",22.0072
"20011231","600093.SH",43.2525
"20011231","600102.SH",17.0781
"20011231","600110.SH",58.4495
"20011231","600135.SH",44.2932
"20011231","600136.SH",56.5327
"20011231","600163.SH",22.7171
"20011231","600179.SH",8.9175
"20011231","600186.SH",23.9293
"20011231","600201.SH",35.4899
"20011231","600212.SH",16.0378
"20011231","600217.SH",42.7797
"20011231","600230.SH",9.7976
"20011231","600233.SH",16.7603
"20011231","600234.SH",31.6815
"20011231","600242.SH",43.0989
"20011231","600247.SH",56.0251
"20011231","600265.SH",39.8395
"20011231","600277.SH",37.0622
"20011231","600292.SH",30.1776
"20011231","600299.SH",16.6603
"20011231","600306.SH",14.5753
"20011231","600311.SH",19.94
"20011231","600318.SH",26.9737
"20011231","600319.SH",18.7646
"20011231","600331.SH",22.4928
"20011231","600339.SH",29.6264
"20011231","600346.SH",32.9075
"20011231","600375.SH",17.4837
"20011231","600381.SH",35.037
"20011231","600390.SH",19.0663
"20011231","600393.SH",62.8558
"20011231","600401.SH",23.953
"20011231","600408.SH",37.7246
"20011231","600432.SH",19.4819
"20011231","600444.SH",45.212
"20011231","600462.SH",15.2629
"20011231","600482.SH",29.4049
"20011231","600509.SH",33.6171
"20011231","600515.SH",34.731
"20011231","600520.SH",49.9355
"20011231","600539.SH",35.2933
"20011231","600546.SH",14.3136
"20011231","600552.SH",24.1243
"20011231","600555.SH",21.2854
"20011231","600556.SH",49.5418
"20011231","600566.SH",28.3841
"20011231","600568.SH",61.4742
"20011231","600576.SH",15.5239
"20011231","600581.SH",14.1732
"20011231","600601.SH",9.9628
"20011231","600602.SH",9.4002
"20011231","600603.SH",23.3246
"20011231","600604.SH",19.004
"20011231","600605.SH",13.5587
"20011231","600606.SH",36.8401
"20011231","600607.SH",22.9611
"20011231","600608.SH",26.8995
"20011231","600609.SH",16.2195
"20011231","600610.SH",15.0374
"20011231","600611.SH",30.2223
"20011231","600612.SH",19.7602
"20011231","600613.SH",44.8634
"20011231","600614.SH",27.8341
"20011231","600615.SH",25.2956
"20011231","600616.SH",21.542
"20011231","600617.SH",5.8139
"20011231","600618.SH",13.0103
"20011231","600619.SH",27.347
"20011231","600620.SH",29.2628
"20011231","600621.SH",21.7
"20011231","600622.SH",20.1153
"20011231","600623.SH",13.0346
"20011231","600629.SH",19.5902
"20011231","600643.SH",18.7251
"20011231","600644.SH",30.2009
"20011231","600651.SH",24.3853
"20011231","600652.SH",34.7414
"20011231","600653.SH",6.7283
"20011231","600654.SH",16.1745
"20011231","600655.SH",14.7927
"20011231","600656.SH",23.0472
"20011231","600662.SH",32.8089
"20011231","600673.SH",31.3359
"20011231","600675.SH",46.049
"20011231","600679.SH",13.6561
"20011231","600681.SH",33.1155
"20011231","600683.SH",8.6185
"20011231","600691.SH",21.4822
"20011231","600701.SH",18.8192
"20011231","600704.SH",9.3065
"20011231","600707.SH",10.8773
"20011231","600708.SH",29.0021
"20011231","600713.SH",16.1304
"20011231","600721.SH",37.1441
"20011231","600722.SH",10.2338
"20011231","600725.SH",40.3381
"20011231","600737.SH",33.8535
"20011231","600760.SH",3.3905
"20011231","600777.SH",22.7054
"20011231","600779.SH",39.2005
"20011231","600783.SH",19.9129
"20011231","600790.SH",20.3955
"20011231","600793.SH",22.1686
"20011231","600802.SH",35.2666
"20011231","600806.SH",24.3603
"20011231","600817.SH",7.7668
"20011231","600828.SH",11.1117
"20011231","600837.SH",14.7979
"20011231","600848.SH",33.154
"20011231","600856.SH",24.3153
"20011231","600858.SH",19.8173
"20011231","600861.SH",18.1793
"20011231","600862.SH",-23.7317
"20011231","600866.SH",35.2185
"20011231","600870.SH",9.1469
"20011231","600878.SH",54.2868
"20011231","600882.SH",19.1494
"20011231","600891.SH",17.6127
"20011231","600892.SH",29.7423
"20011231","600896.SH",14.5229
"20011231","600962.SH",34.6153
"20011231","600965.SH",21.3761
"20011231","600978.SH",28.1987
"20011231","600980.SH",25.1761
"20011231","600984.SH",28.0216
"20020331","000030.SZ",-12.7223
"20020331","000662.SZ",68.0496
"20020331","000838.SZ",4.9159
"20020331","000962.SZ",-40.6651
"20020630","000005.SZ",5.22
"20020630","000007.SZ",38.1803
"20020630","000018.SZ",11.8289
"20020630","000024.SZ",16.4958
"20020630","000030.SZ",11.7693
"20020630","000034.SZ",16.3218
"20020630","000037.SZ",29.1654
"20020630","000040.SZ",32.3694
"20020630","000059.SZ",15.5629
"20020630","000068.SZ",27.9626
"20020630","000408.SZ",21.2135
"20020630","000415.SZ",18.8883
"20020630","000421.SZ",22.5087
"20020630","000504.SZ",41.9259
"20020630","000505.SZ",15.5664
"20020630","000510.SZ",26.4611
"20020630","000511.SZ",43.685
"20020630","000526.SZ",31.1603
"20020630","000557.SZ",11.8944
"20020630","000587.SZ",30.4118
"20020630","000590.SZ",33.9048
"20020630","000591.SZ",12.7384
"20020630","000606.SZ",51.3429
"20020630","000609.SZ",25.7755
"20020630","000611.SZ",23.931
"20020630","000615.SZ",8.4954
"20020630","000617.SZ",25.6136
"20020630","000622.SZ",30.1823
"20020630","000626.SZ",5.241
"20020630","000629.SZ",18.2733
"20020630","000633.SZ",15.4289
"20020630","000659.SZ",26.1965
"20020630","000662.SZ",67.3502
"20020630","000667.SZ",8.5248
"20020630","000670.SZ",10.7697
"20020630","000676.SZ",31.7091
"20020630","000677.SZ",12.8514
"20020630","000691.SZ",37.6562
"20020630","000693.SZ",48.0196
"20020630","000709.SZ",17.8685
"20020630","000711.SZ",42.6067
"20020630","000717.SZ",11.5755
"20020630","000790.SZ",32.6209
"20020630","000795.SZ",18.8422
"20020630","000799.SZ",54.4723
"20020630","000813.SZ",-1.7989
"20020630","000815.SZ",14.9747
"20020630","000826.SZ",10.1992
"20020630","000831.SZ",15.2033
"20020630","000838.SZ",12.0996
"20020630","000856.SZ",19.9011
"20020630","000863.SZ",8.2358
"20020630","000889.SZ",33.0141
"20020630","000892.SZ",53.4665
"20020630","000893.SZ",14.1943
"20020630","000910.SZ",23.2606
"20020630","000912.SZ",23.1409
"20020630","000913.SZ",16.2875
"20020630","000927.SZ",4.9569
"20020630","000933.SZ",34.3213
"20020630","000950.SZ",10.594
"20020630","000962.SZ",17.3953
"20020630","000967.SZ",41.8481
"20020630","000968.SZ",23.5765
"20020630","000971.SZ",28.9001
"20020630","000972.SZ",22.4782
"20020630","000976.SZ",9.3501
"20020630","000987.SZ",21.8593
"20020630","600005.SH",14.4318
"20020630","600007.SH",57.6425
"20020630","600053.SH",2.924
"20020630","600055.SH",32.2523
"20020630","600068.SH",19.2939
"20020630","600069.SH",10.1678
"20020630","600071.SH",22.8177
"20020630","600076.SH",49.3904
"20020630","600090.SH",25.5043
"20020630","600091.SH",20.7258
"20020630","600093.SH",48.3525
"20020630","600102.SH",15.9253
"20020630","600110.SH",54.0371
"20020630","600135.SH",43.2098
"20020630","600136.SH",37.8114
"20020630","600163.SH",24.0429
"20020630","600179.SH",7.7929
"20020630","600186.SH",21.8299
"20020630","600201.SH",42.6526
"20020630","600212.SH",17.249
"20020630","600217.SH",41.0503
"20020630","600230.SH",13.189
"20020630","600233.SH",18.0467
"20020630","600234.SH",31.1518
"20020630","600242.SH",42.7885
"20020630","600247.SH",65.8441
"20020630","600265.SH",42.2305
"20020630","600277.SH",32.2239
"20020630","600292.SH",39.3582
"20020630","600299.SH",15.5445
"20020630","600306.SH",14.431
"20020630","600311.SH",21.7213
"20020630","600318.SH",24.6455
"20020630","600319.SH",17.8451
"20020630","600331.SH",20.8647
"20020630","600339.SH",23.3944
"20020630","600346.SH",33.0142
"20020630","600381.SH",29.1607
"20020630","600390.SH",17.0321
"20020630","600393.SH",68.3556
"20020630","600509.SH",31.852
"20020630","600539.SH",33.6215
"20020630","600555.SH",21.6488
"20020630","600556.SH",50.4317
"20020630","600566.SH",29.6935
"20020630","600568.SH",59.4488
"20020630","600601.SH",10.2056
