"REPORT_PERIOD","S_INFO_WINDCODE","S_QFA_YOYPROFIT"
"20010930","000556.SZ",110.4678
"20010930","000990.SZ",178.7632
"20010930","600227.SH",-29.9118
"20010930","600178.SH",-82.1686
"20010930","600508.SH",3.7668
"20010930","000406.SZ",-47.8931
"20010930","600717.SH",60.4616
"20010930","600721.SH",133.4706
"20010930","600834.SH",10.074
"20010930","600703.SH",197.7396
"20010930","000592.SZ",105.143
"20010930","000553.SZ",31.741
"20010930","600247.SH",65.3895
"20010930","000689.SZ",-249.9185
"20010930","T00018.SH",-24.2502
"20010930","600764.SH",-62.4592
"20010930","600399.SH",-31.5158
"20010930","600837.SH",180.7875
"20010930","600899.SH",255.9621
"20010930","600010.SH",-39.5941
"20010930","600081.SH",13.3091
"20010930","600109.SH",49.1493
"20010930","600148.SH",-105.6811
"20010930","600642.SH",65.6333
"20010930","600231.SH",2.2204
"20010930","000585.SZ",45.6775
"20010930","000805.SZ",259.2845
"20010930","000869.SZ",253.3112
"20010930","000025.SZ",4.7581
"20010930","000047.SZ",23.1746
"20010930","000515.SZ",80.5597
"20011231","600703.SH",-1498.2514
"20011231","600227.SH",-88.7696
"20011231","600837.SH",135.1633
"20011231","000592.SZ",-731.2757
"20011231","600010.SH",-48.0935
"20011231","600178.SH",-59.58
"20011231","600081.SH",1392.7421
"20011231","000553.SZ",68.4542
"20011231","600109.SH",200.1371
"20011231","600721.SH",99.8473
"20011231","600148.SH",275.1169
"20011231","600247.SH",-6.9553
"20011231","000406.SZ",-79.6377
"20011231","600231.SH",108.3685
"20011231","000689.SZ",-351.3991
"20011231","000585.SZ",-221.4824
"20011231","600834.SH",64.4236
"20011231","000805.SZ",-64.5605
"20011231","T00018.SH",-9.8115
"20011231","000869.SZ",23.6029
"20011231","600508.SH",71.2178
"20011231","000025.SZ",144.5412
"20011231","600764.SH",-37.1077
"20011231","000047.SZ",-101.3381
"20011231","600306.SH",14.893
"20011231","000515.SZ",-100.1295
"20011231","600399.SH",160.871
"20011231","000990.SZ",-42.2699
"20011231","600717.SH",-15.8002
"20020331","000515.SZ",-81.4791
"20020331","000553.SZ",-214.8842
"20020331","000962.SZ",-94.394
"20020331","000522.SZ",-7.2191
"20020331","000523.SZ",-580.6392
"20020331","600016.SH",20.42
"20020331","000536.SZ",111.6588
"20020331","000011.SZ",100.5646
"20020331","001696.SZ",220.4733
"20020331","000623.SZ",159.8534
"20020331","000546.SZ",-17.5967
"20020331","600743.SH",179.4376
"20020331","000025.SZ",-40.0126
"20020331","000689.SZ",21.9482
"20020331","000047.SZ",71.2317
"20020331","000662.SZ",361.2225
"20020331","000411.SZ",104.078
"20020331","T00018.SH",58.416
"20020331","000822.SZ",-43.4544
"20020331","000030.SZ",-293.1883
"20020331","000838.SZ",130.9884
"20020331","000001.SZ",32.5025
"20020331","000858.SZ",-10.1455
"20020331","000766.SZ",-94.2324
"20020331","000613.SZ",103.942
"20020331","600855.SH",-12.7433
"20020630","000962.SZ",-93.4349
"20020630","000523.SZ",-666.2425
"20020630","000536.SZ",91.1938
"20020630","001696.SZ",118.7307
"20020630","000546.SZ",590.7785
"20020630","000025.SZ",91.102
"20020630","000047.SZ",359.7185
"20020630","000411.SZ",108.5183
"20020630","000822.SZ",-33.642
"20020630","000838.SZ",109.7636
"20020630","000858.SZ",-38.9686
"20020630","000613.SZ",99.5104
"20020630","600855.SH",-12.2909
"20020630","600016.SH",842.231
"20020630","000623.SZ",-3.8093
"20020630","000689.SZ",-11.2149
"20020630","T00018.SH",-21.6554
"20020630","000001.SZ",54.2844
"20020630","000553.SZ",-176.4388
"20020630","000011.SZ",-71.2994
"20020630","000662.SZ",188.659
"20020630","000766.SZ",-87.1847
"20020630","600743.SH",793.8735
"20020630","000522.SZ",150.9825
"20020630","000515.SZ",87.7675
"20020630","000030.SZ",-284.8216
"20020930","600650.SH",1947.1765
"20020930","600301.SH",102.6926
"20020930","600398.SH",51.706
"20020930","600178.SH",96.2593
"20020930","600227.SH",18.7999
"20020930","600097.SH",-87.2183
"20020930","600151.SH",-12.3598
"20020930","600647.SH",44.4737
"20020930","000950.SZ",-377.9577
"20020930","000705.SZ",221.2857
"20020930","000889.SZ",331.0815
"20020930","000030.SZ",-8932.937
"20020930","000535.SZ",-12396.336
"20020930","600191.SH",97.4607
"20020930","000980.SZ",-179.2735
"20020930","000832.SZ",30.6166
"20020930","600788.SH",-46.7298
"20020930","600805.SH",96.0155
"20020930","000522.SZ",866.6975
"20020930","000406.SZ",-25.6953
"20020930","000760.SZ",116.2353
"20020930","600508.SH",16.8483
"20020930","600074.SH",64.2163
"20020930","600809.SH",-61.5099
"20020930","600782.SH",-26.9547
"20020930","000815.SZ",34.8573
"20020930","000559.SZ",411.4157
"20020930","000725.SZ",48.1429
"20020930","600814.SH",152.1718
"20020930","600836.SH",-1.8059
"20020930","600857.SH",20.2967
"20020930","000026.SZ",654.4693
"20020930","600734.SH",-63.2109
"20020930","600567.SH",30.1279
"20020930","600629.SH",-2.6735
"20020930","600608.SH",-23.9266
"20020930","600598.SH",8.4663
"20020930","600330.SH",8.6316
"20020930","600242.SH",-40.4007
"20020930","600306.SH",-75.594
"20020930","600775.SH",-63.5777
"20020930","600898.SH",380.9141
"20020930","600768.SH",91.4253
"20020930","600798.SH",-32.0149
"20020930","600834.SH",-19.7155
"20020930","600762.SH",38.9516
"20020930","600108.SH",6.3642
"20020930","600226.SH",-27.0734
"20020930","600258.SH",9.5414
"20020930","600743.SH",-3443.0974
"20020930","600070.SH",48.5358
"20020930","000966.SZ",-75.3495
"20020930","000929.SZ",66.7622
"20020930","000988.SZ",-40.2529
"20020930","600721.SH",-41.1804
"20020930","000697.SZ",-39.0987
"20020930","000662.SZ",55.937
"20020930","000737.SZ",36.8659
"20020930","000707.SZ",174.8504
"20020930","000755.SZ",-14.3639
"20020930","600745.SH",138.1586
"20020930","600661.SH",-64.5685
"20020930","600847.SH",82.3088
"20020930","600717.SH",7.6712
"20020930","600862.SH",-58.8342
"20020930","000156.SZ",36.2146
"20020930","600380.SH",106.2949
"20020930","600247.SH",-10.6436
"20020930","000046.SZ",-35.9539
"20020930","600833.SH",42.671
"20020930","000726.SZ",4.3056
"20020930","000405.SZ",213.7675
"20020930","000033.SZ",129.2792
"20020930","600785.SH",67.535
"20020930","000011.SZ",112.6395
"20020930","600372.SH",216.4351
"20020930","000656.SZ",65.3955
"20020930","000553.SZ",-488.3812
"20020930","000558.SZ",-285.554
"20020930","000569.SZ",-47.879
"20020930","000602.SZ",961.2957
"20020930","000592.SZ",-7.2947
"20020930","000597.SZ",-74.577
"20020930","600703.SH",230.331
"20020930","000538.SZ",2.2598
"20020930","000617.SZ",21.697
"20020930","600641.SH",824.7815
"20020930","000050.SZ",-274.7085
"20020930","600671.SH",-33.4475
"20020930","000301.SZ",-14.2901
"20020930","000042.SZ",101.2105
"20020930","000034.SZ",-214.0893
"20020930","000028.SZ",256.0992
"20020930","000001.SZ",-25.6354
"20020930","T00018.SH",58.6722
"20020930","600708.SH",371.1778
"20020930","600699.SH",20.5174
"20020930","600692.SH",-16.3177
"20020930","600697.SH",-2.1735
"20020930","600704.SH",-60.5953
"20020930","600702.SH",111.152
"20020930","600391.SH",-39.869
"20020930","600418.SH",59.7425
"20020930","600694.SH",-10.5938
"20020930","600831.SH",21.9224
"20020930","600628.SH",18.3076
"20020930","000783.SZ",156.9877
"20020930","600150.SH",80.4653
"20020930","000660.SZ",-185.2793
"20020930","000721.SZ",-43.0453
"20020930","000045.SZ",38.91
"20020930","600730.SH",564.3537
"20020930","600773.SH",-223.3255
"20020930","600428.SH",24.574
"20020930","000881.SZ",156.6579
"20020930","000552.SZ",-512.908
"20020930","600232.SH",-7.2013
"20020930","600361.SH",-35.4862
"20020930","000802.SZ",1.2406
"20020930","000836.SZ",-70.2949
"20020930","600016.SH",29.5211
"20020930","600356.SH",0.6717
"20020930","600822.SH",-50.0229
"20020930","600510.SH",50.4002
"20020930","600825.SH",23.8671
"20020930","600817.SH",1159.9929
"20020930","600829.SH",-18.8703
"20020930","600819.SH",-28.7228
"20020930","600818.SH",470.918
"20020930","600793.SH",-233.7653
"20020930","600795.SH",19.9806
"20020930","600416.SH",92.4374
"20020930","600389.SH",-30.1236
"20020930","600399.SH",-25.9865
"20020930","600368.SH",-30.2736
"20020930","600365.SH",205.7709
"20020930","600377.SH",6.1612
"20020930","600379.SH",39.9357
"20020930","600309.SH",31.263
"20020930","600318.SH",-62.9975
"20020930","600303.SH",43.215
"20020930","600316.SH",-24.9411
"20020930","600336.SH",-59.6541
"20020930","600759.SH",-99.7831
"20020930","600282.SH",31.1728
"20020930","600261.SH",-34.9428
"20020930","600758.SH",60.723
"20020930","600763.SH",-151.1614
"20020930","600289.SH",-45.2261
"20020930","600764.SH",6.3052
"20020930","600753.SH",5.7556
"20020930","600742.SH",43.5788
"20020930","600752.SH",90.6582
"20020930","600740.SH",45.9905
"20020930","600148.SH",2928.3445
"20020930","600160.SH",-5.8463
"20020930","600167.SH",552.5398
"20020930","600179.SH",1.272
"20020930","600125.SH",51.2376
"20020930","600166.SH",315.3848
"20020930","600566.SH",67.3307
"20020930","600129.SH",185.5427
"20020930","600539.SH",-52.8015
"20020930","600581.SH",-31.7963
"20020930","600109.SH",-118.5056
"20020930","600101.SH",17.5185
"20020930","600100.SH",86.869
"20020930","600121.SH",-49.865
"20020930","600081.SH",63.1647
"20020930","600083.SH",-68.5431
"20020930","600072.SH",-26.0189
"20020930","600075.SH",37.5604
"20020930","600000.SH",9.1152
"20020930","600010.SH",15.7153
"20020930","600038.SH",547.3818
"20020930","600899.SH",-158.366
"20020930","600884.SH",3.5919
"20020930","600893.SH",108.986
"20020930","600888.SH",96.796
"20020930","600853.SH",-20.5825
"20020930","600837.SH",-100.6888
"20020930","600845.SH",24.2049
"20020930","600848.SH",17.3929
"20020930","600855.SH",15.1222
"20020930","600528.SH",-40.5525
"20020930","000613.SZ",100.2424
"20020930","000615.SZ",186.8819
"20020930","000598.SZ",-34.7988
"20020930","000629.SZ",22.1372
"20020930","000619.SZ",-0.2936
"20020930","000599.SZ",-3.5066
"20020930","000591.SZ",134.2684
"20020930","600683.SH",327.1654
"20020930","000585.SZ",103.4813
"20020930","600685.SH",147.4083
"20020930","600690.SH",-38.9422
"20020930","600644.SH",-58.7738
"20020930","600670.SH",78.024
"20020930","600229.SH",-0.3747
"20020930","600231.SH",72.4741
"20020930","600225.SH",104.0219
"20020930","600239.SH",-4.3865
"20020930","600255.SH",-55.9188
"20020930","600633.SH",152.8919
"20020930","600235.SH",77.2414
"20020930","600642.SH",-20.1179
"20020930","600236.SH",-47.111
"20020930","600625.SH",-445.9318
"20020930","600636.SH",79.3328
"20020930","600588.SH",-7.0461
"20020930","600188.SH",11.0324
"20020930","600610.SH",12.9334
"20020930","600200.SH",28.9124
"20020930","600596.SH",-19.5481
"20020930","600599.SH",200.0859
"20020930","600170.SH",6.9377
"20020930","000013.SZ",-485.5134
"20020930","000037.SZ",-0.8699
"20020930","000880.SZ",61.0274
"20020930","000858.SZ",-18.7863
"20020930","000007.SZ",157.9382
"20020930","000838.SZ",65.117
"20020930","000878.SZ",-71.3081
"20020930","000850.SZ",221.5384
"20020930","000822.SZ",3.8899
"20020930","000805.SZ",23.1965
"20020930","000817.SZ",33.2934
"20020930","000788.SZ",-342.2778
"20020930","000813.SZ",137.5617
"20020930","000803.SZ",28.8498
"20020930","000816.SZ",9.1527
"20020930","000779.SZ",-0.7628
"20020930","000811.SZ",211.7385
"20020930","000823.SZ",-80.6938
"20020930","000739.SZ",147.5547
"20020930","000728.SZ",101.0871
"20020930","000767.SZ",2.0827
"20020930","000733.SZ",175.0464
"20020930","000751.SZ",241.8353
"20020930","000712.SZ",-47.035
"20020930","000686.SZ",81.0576
"20020930","000661.SZ",-86.8865
"20020930","000638.SZ",-121.1585
"20020930","000637.SZ",295.1847
"20020930","000678.SZ",126.257
"20020930","000916.SZ",-2.5906
"20020930","000958.SZ",162.0942
"20020930","000403.SZ",52.2518
"20020930","000157.SZ",47.7943
"20020930","000416.SZ",599.7894
"20020930","000062.SZ",-38.6747
"20020930","000159.SZ",-947.3155
"20020930","000411.SZ",104.6261
"20020930","000090.SZ",-95.2495
"20020930","000078.SZ",118.387
"20020930","000883.SZ",-49.112
"20020930","000898.SZ",18.2609
"20020930","000056.SZ",-80.9838
"20020930","000040.SZ",84.8726
"20020930","000061.SZ",-1.3785
"20020930","000048.SZ",4.9914
"20020930","000892.SZ",664.3391
"20020930","000903.SZ",182.8203
"20020930","000039.SZ",-24.6962
"20020930","000882.SZ",377.8858
"20020930","000059.SZ",-303.099
"20020930","000047.SZ",3.7977
"20020930","000017.SZ",149.9046
"20020930","000010.SZ",-33.1257
"20020930","000025.SZ",-142.5655
"20020930","000012.SZ",9.6244
"20020930","000029.SZ",794.4335
"20020930","000014.SZ",-311.1962
"20020930","000869.SZ",48.8029
"20020930","000603.SZ",21.0974
"20020930","000990.SZ",5.4114
"20020930","000985.SZ",-210.7069
"20020930","000545.SZ",-259.261
"20020930","000546.SZ",-14.7983
"20020930","001696.SZ",96.2732
"20020930","000521.SZ",41877.7667
"20020930","000530.SZ",-22.1183
"20020930","000541.SZ",2.6648
"20020930","000536.SZ",81.0105
"20020930","000520.SZ",31.2876
"20020930","000539.SZ",-4.8182
"20020930","000981.SZ",354.0161
"20020930","000983.SZ",-26.5872
"20020930","000963.SZ",-62.6617
"20020930","000960.SZ",369.3622
"20020930","000509.SZ",-833.6058
"20020930","000429.SZ",75.4996
"20020930","000505.SZ",-26.1173
"20020930","000515.SZ",68.5844
"20020930","000430.SZ",-44.2777
"20020930","000920.SZ",-29.906
"20020930","000932.SZ",-0.8485
"20020930","000421.SZ",1255.4854
"20020930","000422.SZ",2.2715
"20020930","000957.SZ",-85.6357
"20021231","000078.SZ",-90.3141
"20021231","000883.SZ",-332.9815
"20021231","000898.SZ",402.8406
"20021231","000056.SZ",-146.112
"20021231","000040.SZ",-242.1589
"20021231","000061.SZ",-12.1815
"20021231","000048.SZ",109.799
"20021231","000892.SZ",-113.9787
"20021231","000903.SZ",19.6509
"20021231","000039.SZ",129.1488
"20021231","000882.SZ",-110.768
"20021231","000059.SZ",-1195.9583
"20021231","000047.SZ",93.7614
"20021231","000010.SZ",930.6054
"20021231","000017.SZ",101.0748
"20021231","000025.SZ",-306.0314
"20021231","000012.SZ",43.9321
"20021231","000029.SZ",114.9571
"20021231","000014.SZ",0.9394
"20021231","000869.SZ",-58.3415
"20021231","000603.SZ",138.5611
"20021231","000990.SZ",63.0006
"20021231","000985.SZ",67.0639
"20021231","000545.SZ",150.3973
"20021231","000546.SZ",-94.1451
"20021231","001696.SZ",-85.384
"20021231","000521.SZ",99.8628
"20021231","000530.SZ",123.2453
"20021231","000983.SZ",-35.2717
"20021231","000541.SZ",56.4008
"20021231","000536.SZ",-181.6064
"20021231","000520.SZ",-8.8618
"20021231","000539.SZ",-45.465
"20021231","000981.SZ",-285.8104
"20021231","000963.SZ",-2.9478
"20021231","000960.SZ",174.0448
"20021231","000509.SZ",-5476.7389
"20021231","000429.SZ",-0.6122
"20021231","000505.SZ",-159.5067
"20021231","000515.SZ",16839.805
"20021231","000430.SZ",-82.1559
"20021231","000920.SZ",0.0508
"20021231","000932.SZ",-3.6476
"20021231","000421.SZ",-45.6461
"20021231","000422.SZ",-53.8722
"20021231","000957.SZ",146.365
"20021231","000599.SZ",-86.3754
"20021231","000591.SZ",-39.5428
"20021231","600683.SH",108.2889
"20021231","000585.SZ",104.6891
"20021231","600685.SH",636.065
"20021231","600690.SH",166.3143
"20021231","600644.SH",49.1163
"20021231","600670.SH",76.0313
"20021231","600229.SH",-61.8453
"20021231","600231.SH",-5.7013
"20021231","600225.SH",310.6684
"20021231","600239.SH",-182.119
"20021231","600255.SH",-135.8512
"20021231","600633.SH",-4.8884
"20021231","600235.SH",-36.1212
"20021231","600642.SH",9.3058
"20021231","600236.SH",-1.8021
"20021231","600625.SH",29.1809
"20021231","600636.SH",-23.878
"20021231","600588.SH",70.8918
"20021231","600599.SH",-135.1655
"20021231","600188.SH",-26.6897
"20021231","600610.SH",5996.7204
"20021231","600596.SH",158.1015
"20021231","600200.SH",-51.0897
"20021231","600170.SH",25.9083
"20021231","000013.SZ",79.6724
"20021231","000037.SZ",239.8855
"20021231","000880.SZ",105.0953
"20021231","000858.SZ",-33.8488
"20021231","000007.SZ",-123.3925
"20021231","000838.SZ",-55.1202
"20021231","000878.SZ",-26.7064
"20021231","000850.SZ",-47.3673
"20021231","000822.SZ",-26.0626
"20021231","000816.SZ",-622.1114
"20021231","000805.SZ",-57.8471
"20021231","000817.SZ",75.6783
"20021231","000788.SZ",-952.4136
"20021231","000813.SZ",101.2356
"20021231","000803.SZ",26102.2952
"20021231","000728.SZ",133.9798
"20021231","000779.SZ",240.206
"20021231","000811.SZ",-24.1537
"20021231","000823.SZ",-119.1503
"20021231","000739.SZ",195.9031
"20021231","000767.SZ",-108.1945
"20021231","000733.SZ",-85.0071
"20021231","000751.SZ",-16.3417
"20021231","000712.SZ",-65.026
"20021231","000686.SZ",-27.2146
"20021231","000661.SZ",-269.4456
"20021231","000638.SZ",1.9574
"20021231","000678.SZ",-31.5924
"20021231","000637.SZ",5.559
"20021231","000958.SZ",2.517
"20021231","000916.SZ",-17.9513
"20021231","000403.SZ",-113.1185
"20021231","000157.SZ",38.7505
"20021231","000416.SZ",-66.2764
"20021231","000062.SZ",-95.9441
"20021231","000159.SZ",107.6466
"20021231","000411.SZ",-99.8038
"20021231","000090.SZ",-27.993
"20021231","600829.SH",-476.7254
"20021231","600795.SH",-39.0356
"20021231","600819.SH",-1.895
"20021231","600818.SH",-13.3277
"20021231","600793.SH",-652.6433
"20021231","600416.SH",-31.1987
"20021231","600389.SH",-122.5754
"20021231","600350.SH",-0.652
"20021231","600368.SH",-50.492
"20021231","600399.SH",-101.3823
"20021231","600365.SH",210.2427
"20021231","600377.SH",-7.0603
"20021231","600379.SH",175.6038
"20021231","600309.SH",112.6048
"20021231","600318.SH",37.8038
"20021231","600303.SH",51.6897
"20021231","600316.SH",66.3971
"20021231","600336.SH",-124.4815
"20021231","600759.SH",-3475.4116
"20021231","600282.SH",182.7511
"20021231","600261.SH",25.2335
"20021231","600758.SH",-66.2129
"20021231","600763.SH",104.8298
"20021231","600289.SH",171.9708
"20021231","600764.SH",8.1587
"20021231","600753.SH",30.7624
"20021231","600742.SH",-58.9435
"20021231","600752.SH",-3781.3296
"20021231","600148.SH",-84.6173
"20021231","600160.SH",10.1718
"20021231","600167.SH",-86.6312
"20021231","600179.SH",-172.2699
"20021231","600125.SH",-8.4029
"20021231","600166.SH",6.2661
"20021231","600581.SH",186.2449
"20021231","600566.SH",-95.7733
"20021231","600129.SH",-51.5072
"20021231","600539.SH",-181.3423
"20021231","600109.SH",64.2257
"20021231","600101.SH",-45.107
"20021231","600100.SH",-91.009
"20021231","600121.SH",6645.0576
"20021231","600081.SH",31.7697
"20021231","600072.SH",-52.1478
"20021231","600083.SH",266.3992
"20021231","600075.SH",7.1894
"20021231","600000.SH",79.51
"20021231","600010.SH",411.3965
"20021231","600038.SH",-37.0563
"20021231","600899.SH",-1994.6445
"20021231","600884.SH",77.0943
"20021231","600893.SH",164.9679
"20021231","600888.SH",-0.9527
"20021231","600853.SH",120.4661
"20021231","600837.SH",-26.1325
"20021231","600845.SH",-37.441
"20021231","600848.SH",-1.2124
"20021231","600855.SH",17.9773
"20021231","600510.SH",29.2065
"20021231","000613.SZ",-99.4904
"20021231","000615.SZ",5.8616
"20021231","000598.SZ",-52.1577
"20021231","000629.SZ",38.0275
"20021231","000619.SZ",-34.587
"20021231","600661.SH",-37.8098
"20021231","600847.SH",-1015.8928
"20021231","600717.SH",-11.5066
"20021231","600356.SH",-42.6068
"20021231","000156.SZ",201.8199
"20021231","600380.SH",-119.8944
"20021231","600247.SH",-19.0417
"20021231","000405.SZ",55.3799
"20021231","000046.SZ",-24.1402
"20021231","600833.SH",-63.5677
"20021231","000726.SZ",17.3929
"20021231","000033.SZ",-39.4384
"20021231","600785.SH",-87.5441
"20021231","000011.SZ",-71.1245
"20021231","600372.SH",81.9959
"20021231","000656.SZ",761.7142
"20021231","000553.SZ",-1494.7167
"20021231","000558.SZ",-4711.1896
"20021231","000597.SZ",100.8675
"20021231","000569.SZ",94.8334
"20021231","000602.SZ",-64.6666
"20021231","000592.SZ",100.1881
"20021231","600703.SH",112.3374
"20021231","000617.SZ",564
"20021231","000538.SZ",151.8513
"20021231","600641.SH",-27.7806
"20021231","000050.SZ",-613.6065
"20021231","600671.SH",-367.6882
"20021231","000301.SZ",-32.4648
"20021231","000034.SZ",-569.0212
"20021231","600598.SH",1.8227
"20021231","000028.SZ",82.8024
"20021231","600740.SH",-51.3554
"20021231","T00018.SH",1.8929
"20021231","600708.SH",-47.1551
"20021231","600699.SH",-95.9786
"20021231","600692.SH",852.438
"20021231","600697.SH",-44.682
"20021231","600704.SH",60.7437
"20021231","600702.SH",-96.3139
"20021231","600391.SH",-72.1135
"20021231","600418.SH",102.61
"20021231","600694.SH",-31.3234
"20021231","600831.SH",-67.713
"20021231","600628.SH",-72.6301
"20021231","000783.SZ",-196.4206
"20021231","000721.SZ",-33.036
"20021231","600150.SH",-50.1852
"20021231","000660.SZ",-550.8209
"20021231","000045.SZ",-346.1179
"20021231","600730.SH",-62.7758
"20021231","600773.SH",989.3142
"20021231","600428.SH",34.3001
"20021231","000552.SZ",-20.8537
"20021231","600232.SH",259.7854
"20021231","600361.SH",-49.8729
"20021231","000802.SZ",-3194.6565
"20021231","000836.SZ",-40.7782
"20021231","000881.SZ",-57.9165
"20021231","600016.SH",38.7098
"20021231","600528.SH",-0.1966
"20021231","600822.SH",-151.7245
"20021231","600825.SH",50.8667
"20021231","600817.SH",210.3726
"20021231","600650.SH",-76.2038
"20021231","600301.SH",177.3045
"20021231","600398.SH",-16.8077
"20021231","600151.SH",6609.0931
"20021231","600178.SH",298.2113
"20021231","600227.SH",892.6922
"20021231","600097.SH",-73.7672
"20021231","600862.SH",-14.3424
"20021231","600647.SH",126.4853
"20021231","000950.SZ",-1553.2163
"20021231","600520.SH",-12.4966
"20021231","000705.SZ",-85.8765
"20021231","000889.SZ",-118.453
"20021231","000030.SZ",68.7983
"20021231","600191.SH",65.7402
"20021231","000980.SZ",-353.8981
"20021231","000832.SZ",-27067.1691
"20021231","600788.SH",76.0455
"20021231","600805.SH",-824.8634
"20021231","000522.SZ",-21.7614
"20021231","000406.SZ",233.237
"20021231","000535.SZ",-526.8178
"20021231","600809.SH",-850.9354
"20021231","000760.SZ",121.6131
"20021231","600508.SH",-46.4969
"20021231","600074.SH",2.4587
"20021231","600782.SH",44.1628
"20021231","000815.SZ",24.8968
"20021231","000559.SZ",2.2463
"20021231","000725.SZ",48.1312
"20021231","600836.SH",244.6983
"20021231","600814.SH",80.345
"20021231","600857.SH",-61.5343
"20021231","000026.SZ",-1365.3435
"20021231","600734.SH",-98.9156
"20021231","600567.SH",-30.8415
"20021231","600629.SH",101.4554
"20021231","600608.SH",240.6242
"20021231","000001.SZ",-66.2469
"20021231","600330.SH",82.7863
"20021231","600242.SH",-67.3151
"20021231","600306.SH",-80.1642
"20021231","600775.SH",64.9743
"20021231","600898.SH",126.6198
"20021231","600768.SH",6281.4502
"20021231","600798.SH",-84.2601
"20021231","600834.SH",-101.6959
"20021231","600762.SH",-525.5334
"20021231","600108.SH",27.2716
"20021231","600226.SH",-59.8156
"20021231","600258.SH",-32.4799
"20021231","600743.SH",112.2135
"20021231","600070.SH",478.7975
"20021231","000966.SZ",343.4111
"20021231","000819.SZ",-92.9165
"20021231","000929.SZ",98.1193
"20021231","000988.SZ",30.9969
"20021231","600721.SH",-969.4123
"20021231","000697.SZ",67.6107
"20021231","000737.SZ",-80.6154
"20021231","000662.SZ",-56.3661
"20021231","000707.SZ",23.5648
"20021231","000755.SZ",70.5743
"20021231","600745.SH",-124.1793
"20030331","000977.SZ",55.1335
"20030331","000509.SZ",9.326
"20030331","000961.SZ",39.3287
"20030331","000501.SZ",-27.3912
"20030331","000969.SZ",-39.7293
"20030331","000429.SZ",62.8376
"20030331","000505.SZ",-36.1463
"20030331","000515.SZ",509.0078
"20030331","000970.SZ",9.8537
"20030331","000541.SZ",-0.0895
"20030331","000518.SZ",-25.3001
"20030331","000527.SZ",-32.7848
"20030331","000536.SZ",-396.0504
"20030331","000520.SZ",125.0249
"20030331","000542.SZ",289.3608
"20030331","000978.SZ",118.5762
"20030331","000539.SZ",-7.9937
"20030331","000523.SZ",108.7501
"20030331","000981.SZ",-262.7121
"20030331","000531.SZ",16.9021
"20030331","000540.SZ",-94.1796
"20030331","000524.SZ",-2947.8985
"20030331","000426.SZ",88.2999
"20030331","000510.SZ",51.0948
"20030331","000962.SZ",-16.2535
"20030331","000987.SZ",3.1395
"20030331","000560.SZ",214.4314
"20030331","000995.SZ",4.181
"20030331","000550.SZ",181.4303
"20030331","000997.SZ",-133.0716
"20030331","000561.SZ",103.6016
"20030331","000551.SZ",-2.2302
"20030331","001696.SZ",22.0178
"20030331","000528.SZ",357.2314
"20030331","000537.SZ",-7723.6341
"20030331","000543.SZ",660.5207
"20030331","000521.SZ",-34.7599
"20030331","000530.SZ",-22.9007
"20030331","000547.SZ",-12.8145
"20030331","000983.SZ",8.5728
"20030331","000533.SZ",109.1522
"20030331","000566.SZ",205.2922
"20030331","000570.SZ",1642.7898
"20030331","000565.SZ",16.6799
"20030331","000571.SZ",104.6732
"20030331","000603.SZ",164.8878
"20030331","000567.SZ",234.8664
"20030331","000568.SZ",37.7382
"20030331","000564.SZ",553.5484
"20030331","000546.SZ",-86.8839
"20030331","000989.SZ",44.6994
"20030331","000990.SZ",-6.8616
"20030331","000557.SZ",78.9233
"20030331","000572.SZ",17.7227
"20030331","000985.SZ",-42.1213
"20030331","000545.SZ",104.7538
"20030331","000554.SZ",569.0617
"20030331","000056.SZ",-71.2662
"20030331","000040.SZ",235.2302
"20030331","000886.SZ",-68.1475
"20030331","000899.SZ",43.4609
"20030331","000061.SZ",22.0107
"20030331","000048.SZ",-41.4375
"20030331","000892.SZ",26.0982
"20030331","000903.SZ",-3.5953
"20030331","000412.SZ",-2.0606
"20030331","000096.SZ",-2.6239
"20030331","000401.SZ",110.9118
"20030331","000063.SZ",51.3503
"20030331","000415.SZ",-42.4051
"20030331","000155.SZ",827.6276
"20030331","000410.SZ",102.1799
"20030331","000159.SZ",95.306
"20030331","000088.SZ",30.4657
"20030331","000420.SZ",-9.2943
"20030331","000411.SZ",1534.3001
"20030331","000090.SZ",-15.2881
"20030331","000400.SZ",17.0923
"20030331","000058.SZ",129.8314
"20030331","000043.SZ",5.8844
"20030331","000887.SZ",-1.1617
"20030331","000953.SZ",-11.9808
"20030331","000957.SZ",-29.9752
"20030331","000926.SZ",-14.255
"20030331","000936.SZ",7.8025
"20030331","000958.SZ",-0.4665
"20030331","000916.SZ",4.8049
"20030331","000927.SZ",277.0957
"20030331","000937.SZ",-27.4299
"20030331","000403.SZ",-9.7572
"20030331","000065.SZ",-29.3554
"20030331","000157.SZ",46.2533
"20030331","000416.SZ",-8.6933
"20030331","000923.SZ",111.7767
"20030331","000933.SZ",14.379
"20030331","000915.SZ",-4064.2428
"20030331","000062.SZ",-72.3962
"20030331","000430.SZ",155.0786
"20030331","000517.SZ",-25.2741
"20030331","000920.SZ",-31.8299
"20030331","000908.SZ",29.0635
"20030331","000932.SZ",53.4585
"20030331","000955.SZ",26.3828
"20030331","000921.SZ",202.1528
"20030331","000956.SZ",36.091
"20030331","000911.SZ",-45.181
"20030331","000918.SZ",218.9918
"20030331","000421.SZ",8.0113
