"REPORT_PERIOD","S_INFO_WINDCODE","S_QFA_YOYPROFIT"
"20110331","601616.SH",11.0563
"20110331","300132.SZ",49.9488
"20110331","002487.SZ",-48.0825
"20110331","300109.SZ",-10.9599
"20110331","300108.SZ",13.1884
"20110331","000620.SZ",80.083
"20110331","000623.SZ",-38.8554
"20110331","000860.SZ",-8.4645
"20110331","000862.SZ",-8.5809
"20110331","000881.SZ",18.156
"20110331","000889.SZ",222.4529
"20110331","000886.SZ",727.8822
"20110331","002172.SZ",-52.9016
"20110331","000567.SZ",-109.3927
"20110331","000576.SZ",24.639
"20110331","000989.SZ",-18.8345
"20110331","000725.SZ",-123.1448
"20110331","600981.SH",-5.3564
"20110331","002510.SZ",99.5823
"20110331","600007.SH",-78.4943
"20110331","600057.SH",-99.7068
"20110331","300149.SZ",-56.9547
"20110331","600722.SH",2.4751
"20110331","600738.SH",5.2333
"20110331","600742.SH",44.8197
"20110331","600767.SH",166.0644
"20110331","600769.SH",105.548
"20110331","002206.SZ",102.746
"20110331","002208.SZ",-47.2147
"20110331","002391.SZ",13.1699
"20110331","600674.SH",9.7296
"20110331","600711.SH",-78.108
"20110331","000548.SZ",9.9147
"20110331","000550.SZ",12.894
"20110331","000552.SZ",22.6344
"20110331","600005.SH",111.1325
"20110331","600052.SH",-19.4982
"20110331","600075.SH",56.072
"20110331","300185.SZ",30.3887
"20110331","002496.SZ",-68.6528
"20110331","002310.SZ",-190.3111
"20110331","601101.SH",97.7959
"20110331","601238.SH",-24.3387
"20110331","300220.SZ",23.5128
"20110331","002296.SZ",-422.9441
"20110331","002414.SZ",-86.4669
"20110331","300008.SZ",45.8699
"20110331","002527.SZ",62.1478
"20110331","002523.SZ",764.9534
"20110331","300033.SZ",-18.5684
"20110331","000965.SZ",-47.407
"20110331","000967.SZ",869.7189
"20110331","000976.SZ",184.2416
"20110331","002065.SZ",34.46
"20110331","300199.SZ",407.1049
"20110331","600746.SH",342.2687
"20110331","600768.SH",77.2138
"20110331","600793.SH",31.2204
"20110331","600809.SH",90.5176
"20110331","002180.SZ",5.842
"20110331","002201.SZ",10.4556
"20110331","002193.SZ",27.7511
"20110331","002253.SZ",54.037
"20110331","600306.SH",-92.0958
"20110331","002132.SZ",248.7106
"20110331","002133.SZ",67.1976
"20110331","002285.SZ",-24.1191
"20110331","601116.SH",21.1672
"20110331","300083.SZ",-29.5627
"20110331","300041.SZ",20.3884
"20110331","300126.SZ",31.2489
"20110331","000570.SZ",-36.3098
"20110331","000572.SZ",46.9567
"20110331","000590.SZ",867.6338
"20110331","000599.SZ",1584.3074
"20110331","000651.SZ",46.9633
"20110331","000659.SZ",20.445
"20110331","300136.SZ",38.8485
"20110331","300036.SZ",40.8974
"20110331","000732.SZ",-249.1672
"20110331","000750.SZ",-38.787
"20110331","000756.SZ",-0.1667
"20110331","000785.SZ",21.5307
"20110331","000821.SZ",-22.4413
"20110331","000828.SZ",35.0677
"20110331","000835.SZ",61.0737
"20110331","600962.SH",191.7353
"20110331","000541.SZ",154.2757
"20110331","000543.SZ",-114.8415
"20110331","000555.SZ",21.3468
"20110331","000557.SZ",84.6404
"20110331","000559.SZ",12.4861
"20110331","600345.SH",-10.9712
"20110331","600359.SH",45.7259
"20110331","600419.SH",-430.858
"20110331","600500.SH",5.032
"20110331","000422.SZ",-40.7436
"20110331","000423.SZ",59.691
"20110331","000520.SZ",-245.1505
"20110331","000562.SZ",-19.3399
"20110331","000612.SZ",-67.3482
"20110331","000657.SZ",25.7914
"20110331","000661.SZ",12.8216
"20110331","000669.SZ",-101.4492
"20110331","300072.SZ",119.4524
"20110331","000047.SZ",-0.5337
"20110331","000526.SZ",51.4328
"20110331","300206.SZ",32.7873
"20110331","000001.SZ",52.2192
"20110331","000009.SZ",22.2486
"20110331","000017.SZ",57.876
"20110331","000023.SZ",118.392
"20110331","000027.SZ",-34.0592
"20110331","000031.SZ",178.8218
"20110331","600054.SH",89.3774
"20110331","600068.SH",30.1773
"20110331","600071.SH",-83.0641
"20110331","600088.SH",-33.3122
"20110331","600090.SH",80.6059
"20110331","600098.SH",-53.9137
"20110331","600115.SH",33.3521
"20110331","600858.SH",-9.8117
"20110331","600873.SH",-1.569
"20110331","600880.SH",2.6572
"20110331","000920.SZ",-42.578
"20110331","000938.SZ",29.1108
"20110331","000953.SZ",84.2762
"20110331","000961.SZ",5.3307
"20110331","002446.SZ",61.0291
"20110331","002174.SZ",-261.8345
"20110331","002194.SZ",-11.3737
"20110331","002304.SZ",77.9794
"20110331","002398.SZ",51.9154
"20110331","600501.SH",33.3312
"20110331","601377.SH",26.9021
"20110331","002087.SZ",45.4699
"20110331","002082.SZ",27.37
"20110331","002160.SZ",172.0452
"20110331","002281.SZ",-15.7977
"20110331","601999.SH",2.9309
"20110331","002270.SZ",-21.3606
"20110331","300128.SZ",39.9945
"20110331","002565.SZ",33.886
"20110331","002335.SZ",4.887
"20110331","300107.SZ",-11.4103
"20110331","300129.SZ",-34.0092
"20110331","300131.SZ",91.1249
"20110331","300031.SZ",-25.1791
"20110331","000409.SZ",58.5641
"20110331","000419.SZ",37.1173
"20110331","000503.SZ",86.8465
"20110331","000505.SZ",759.3229
"20110331","000509.SZ",-104.62
"20110331","000519.SZ",-79.3263
"20110331","002593.SZ",56.8306
"20110331","300188.SZ",16.7757
"20110331","002280.SZ",4.5771
"20110331","600748.SH",0.6985
"20110331","600755.SH",6.9001
"20110331","600759.SH",113.4479
"20110331","600770.SH",22.3032
"20110331","000737.SZ",129.1204
"20110331","000766.SZ",173.0414
"20110331","000717.SZ",-47.2663
"20110331","000718.SZ",15.9948
"20110331","000721.SZ",567.5444
"20110331","000722.SZ",216.3642
"20110331","601628.SH",-21.7519
"20110331","300216.SZ",74.113
"20110331","002440.SZ",35.0659
"20110331","300161.SZ",511.1524
"20110331","601137.SH",62.7019
"20110331","002435.SZ",6.9201
"20110331","600091.SH",-230.6429
"20110331","600095.SH",-27.9186
"20110331","600118.SH",17.0045
"20110331","600133.SH",-168.3431
"20110331","600291.SH",-1111.8727
"20110331","600308.SH",182.6701
"20110331","600329.SH",4.5632
"20110331","600369.SH",127.8998
"20110331","600377.SH",10.173
"20110331","600390.SH",-13.7011
"20110331","600398.SH",35.3347
"20110331","600415.SH",-9.6329
"20110331","000926.SZ",-28.8608
"20110331","000930.SZ",78.0204
"20110331","000933.SZ",-46.8151
"20110331","000985.SZ",12.7241
"20110331","000993.SZ",4.3965
"20110331","600125.SH",7.8703
"20110331","600126.SH",19.9353
"20110331","600058.SH",82.0989
"20110331","600062.SH",8.698
"20110331","600081.SH",-6.8412
"20110331","600192.SH",6.8826
"20110331","600206.SH",462.4415
"20110331","600208.SH",36.6084
"20110331","600209.SH",126.5343
"20110331","002594.SZ",-81.8979
"20110331","600361.SH",2.9793
"20110331","000767.SZ",-3181.9169
"20110331","000777.SZ",-66.0961
"20110331","000790.SZ",104.1348
"20110331","000802.SZ",96.7487
"20110331","000878.SZ",10.7834
"20110331","300219.SZ",21.3111
"20110331","002034.SZ",5320.0242
"20110331","002448.SZ",18.8574
"20110331","002108.SZ",-43.7569
"20110331","601002.SH",290.6059
"20110331","600017.SH",8.2194
"20110331","002094.SZ",31.0194
"20110331","601872.SH",-54.0503
"20110331","600489.SH",49.983
"20110331","600502.SH",424.8031
"20110331","600423.SH",-83.443
"20110331","600463.SH",-39.174
"20110331","600497.SH",9.5221
"20110331","600425.SH",-71.11
"20110331","600249.SH",-49.077
"20110331","300244.SZ",39.2911
"20110331","002602.SZ",2.7263
"20110331","300140.SZ",-12.4175
"20110331","002412.SZ",7.061
"20110331","600800.SH",23.2766
"20110331","600805.SH",43.9617
"20110331","600832.SH",1.6548
"20110331","600853.SH",22.2098
"20110331","300237.SZ",10.2239
"20110331","600577.SH",1.612
"20110331","600117.SH",177.2437
"20110331","600173.SH",-5.4954
"20110331","600193.SH",81.9212
"20110331","600151.SH",13.9372
"20110331","600159.SH",124.1213
"20110331","002388.SZ",-40.2618
"20110331","600965.SH",1680.4929
"20110331","000983.SZ",23.4613
"20110331","000995.SZ",1587.564
"20110331","000999.SZ",-6.1474
"20110331","600569.SH",21.299
"20110331","600582.SH",21.6325
"20110331","600604.SH",2.0323
"20110331","600363.SH",-46.7746
"20110331","600380.SH",-9.7431
"20110331","600383.SH",-87.3689
"20110331","600389.SH",-304.6699
"20110331","600396.SH",-66.9721
"20110331","600428.SH",62.999
"20110331","600718.SH",-17.5307
"20110331","600728.SH",231.0395
"20110331","600739.SH",-9.9099
"20110331","600137.SH",-18.6993
"20110331","600148.SH",123.4652
"20110331","600152.SH",1769.2712
"20110331","600162.SH",12.3813
"20110331","600165.SH",80.4112
"20110331","600188.SH",17.7279
"20110331","600190.SH",-2.0827
"20110331","000692.SZ",26.1363
"20110331","000701.SZ",-5.2298
"20110331","000705.SZ",50.7215
"20110331","000905.SZ",55.6753
"20110331","600006.SH",-2.4092
"20110331","600070.SH",36.8938
"20110331","600072.SH",-45.5702
"20110331","600080.SH",254.7191
"20110331","600099.SH",313.1568
"20110331","600121.SH",156.9193
"20110331","600136.SH",-68.4482
"20110331","600138.SH",-23.907
"20110331","600167.SH",24.4821
"20110331","600178.SH",-69.1463
"20110331","600624.SH",18.3996
"20110331","600537.SH",91.3066
"20110331","600273.SH",92.7338
"20110331","600026.SH",-13.9981
"20110331","600370.SH",1046.158
"20110331","600584.SH",3.5614
"20110331","000738.SZ",-23.5602
"20110331","000761.SZ",-18.1036
"20110331","300090.SZ",-15.241
"20110331","002154.SZ",69.73
"20110331","002062.SZ",-10.5645
"20110331","600588.SH",-572.0054
"20110331","600623.SH",-98.6077
"20110331","601005.SH",-85.1858
"20110331","600481.SH",-36.7422
"20110331","002484.SZ",46.6947
"20110331","600475.SH",4.9129
"20110331","600039.SH",241.6098
"20110331","000731.SZ",-35.3291
"20110331","002489.SZ",19.5624
"20110331","002120.SZ",-23.1194
"20110331","000875.SZ",-43.3663
"20110331","600833.SH",11.3125
"20110331","600843.SH",555.6834
"20110331","600850.SH",139.4793
"20110331","600105.SH",-23.9382
"20110331","600108.SH",36.6302
"20110331","600111.SH",253.1438
"20110331","600120.SH",5.6804
"20110331","600122.SH",55.7109
"20110331","600128.SH",-79.8145
"20110331","600129.SH",65.234
"20110331","600146.SH",-155.2679
"20110331","300160.SZ",526.6728
"20110331","600890.SH",-5.6928
"20110331","002007.SZ",-43.5317
"20110331","600961.SH",-7910.2041
"20110331","600405.SH",-158.5211
"20110331","002028.SZ",-84.1847
"20110331","600123.SH",19.6163
"20110331","600131.SH",-1.4076
"20110331","600150.SH",2.6232
"20110331","600157.SH",115.2687
"20110331","600179.SH",-383.8685
"20110331","601888.SH",6.011
"20110331","002562.SZ",127.7411
"20110331","002432.SZ",-87.1079
"20110331","002312.SZ",28.445
"20110331","600508.SH",-1.0099
"20110331","600528.SH",26.1948
"20110331","002244.SZ",31.6231
"20110331","002198.SZ",75.056
"20110331","002196.SZ",123.7898
"20110331","002282.SZ",14.5057
"20110331","002226.SZ",-11.4122
"20110331","002217.SZ",74.6679
"20110331","600358.SH",-298.752
"20110331","600997.SH",6.456
"20110331","002029.SZ",32.9766
"20110331","002020.SZ",232.6562
"20110331","600995.SH",38.7104
"20110331","300175.SZ",1372.7338
"20110331","601390.SH",-0.5227
"20110331","601818.SH",26.9971
"20110331","002149.SZ",-249.3523
"20110331","300234.SZ",44.1698
"20110331","000602.SZ",-4.8293
"20110331","000603.SZ",-126.8879
"20110331","000607.SZ",-373.2975
"20110331","601268.SH",-43.6939
"20110331","002262.SZ",35.1269
"20110331","600448.SH",-31.8569
"20110331","600466.SH",8.8136
"20110331","600486.SH",-17.3212
"20110331","300065.SZ",14.9714
"20110331","300087.SZ",-26.8185
"20110331","300089.SZ",5.4541
"20110331","300053.SZ",10.8256
"20110331","002514.SZ",-2.8836
"20110331","000678.SZ",-107.0733
"20110331","000685.SZ",-10.2721
"20110331","600556.SH",77.4385
"20110331","600566.SH",37.2718
"20110331","600568.SH",156.5733
"20110331","300080.SZ",58.195
"20110331","600635.SH",1.4056
"20110331","600639.SH",79.1198
"20110331","600642.SH",-9.2382
"20110331","600184.SH",18.0432
"20110331","600496.SH",106.4298
"20110331","600050.SH",-87.5847
"20110331","600460.SH",-9.7234
"20110331","600969.SH",-2.6852
"20110331","600252.SH",293.3213
"20110331","600255.SH",177.78
"20110331","000688.SZ",31.7146
"20110331","000698.SZ",71.3261
"20110331","000710.SZ",-89.8079
"20110331","000723.SZ",-12.5581
"20110331","600400.SH",42.7519
"20110331","600823.SH",21.1124
"20110331","600827.SH",20.8811
"20110331","600829.SH",16.8167
"20110331","600830.SH",59.1372
"20110331","600831.SH",15.917
"20110331","600866.SH",-58.8131
"20110331","600889.SH",36.1384
"20110331","601992.SH",97.7719
"20110331","300115.SZ",73.8094
"20110331","300082.SZ",188.4193
"20110331","002069.SZ",17.8775
"20110331","002084.SZ",-44.4015
"20110331","002418.SZ",1.3933
"20110331","300051.SZ",-11.2626
"20110331","601369.SH",39.261
"20110331","002473.SZ",-21.9318
"20110331","600223.SH",32.1238
"20110331","600235.SH",-58.4358
"20110331","600259.SH",132.733
"20110331","600161.SH",4.3779
"20110331","600166.SH",-15.8837
"20110331","600175.SH",-30.0194
"20110331","600176.SH",189.7338
"20110331","600182.SH",154.4394
"20110331","600183.SH",24.9192
"20110331","600198.SH",-46.9942
"20110331","002189.SZ",-67.5233
"20110331","300020.SZ",20.2073
"20110331","300018.SZ",-17.0231
"20110331","002575.SZ",13.3846
"20110331","002004.SZ",20.8026
"20110331","002010.SZ",-5.9461
"20110331","002011.SZ",3.69
"20110331","300120.SZ",4.9519
"20110331","002333.SZ",90.2933
"20110331","300118.SZ",44.5707
"20110331","300133.SZ",10.6918
"20110331","300064.SZ",52.7851
"20110331","002408.SZ",87.6484
"20110331","000681.SZ",-258.4932
"20110331","000691.SZ",-209.3067
"20110331","000703.SZ",37.6252
"20110331","000729.SZ",-0.0583
"20110331","300156.SZ",5.7808
"20110331","600526.SH",-13.5885
"20110331","600587.SH",260.107
"20110331","600438.SH",-38.4091
"20110331","600515.SH",-251.5817
"20110331","300235.SZ",123.9403
"20110331","000925.SZ",34.0726
"20110331","000927.SZ",-75.3518
"20110331","000931.SZ",-5.5417
"20110331","002110.SZ",34.2665
"20110331","300081.SZ",-47.5473
"20110331","002168.SZ",14.5836
"20110331","002451.SZ",-36.2018
"20110331","002117.SZ",4.4909
"20110331","000411.SZ",63.4736
"20110331","000504.SZ",36.3127
"20110331","000585.SZ",298.7785
"20110331","002071.SZ",-7.5877
"20110331","002045.SZ",-67.2171
"20110331","600239.SH",-26.0474
"20110331","600246.SH",-49.9852
"20110331","600260.SH",55.2832
"20110331","600265.SH",102.7291
"20110331","600268.SH",-45.3059
"20110331","600280.SH",-4.4079
"20110331","600631.SH",125.4229
"20110331","600633.SH",-66.8901
"20110331","600462.SH",46.6726
"20110331","600517.SH",-47.7989
"20110331","600590.SH",-38.2867
"20110331","600185.SH",-29.845
"20110331","600197.SH",18.5449
"20110331","600221.SH",19.7595
"20110331","600226.SH",27.1242
"20110331","600238.SH",-97.2015
"20110331","600859.SH",25.3078
"20110331","600367.SH",533.29
"20110331","600368.SH",47.9723
"20110331","600376.SH",-73.4194
"20110331","600385.SH",-15.5689
"20110331","600386.SH",5.6413
"20110331","000583.SZ",-6.2198
"20110331","601877.SH",10.4539
"20110331","002384.SZ",68.3441
"20110331","002336.SZ",4.1964
"20110331","002106.SZ",99.8743
"20110331","600795.SH",34.0425
"20110331","600807.SH",-54.2528
"20110331","600826.SH",1149.3537
"20110331","600834.SH",-18.1741
"20110331","600848.SH",108.2996
"20110331","600887.SH",19.5378
"20110331","600894.SH",-627.0039
"20110331","600895.SH",-66.6487
"20110331","600018.SH",19.9898
"20110331","600201.SH",51.8125
"20110331","600668.SH",2004.0485
"20110331","600143.SH",527.4511
"20110331","600051.SH",105.1397
"20110331","600066.SH",25.8222
"20110331","600067.SH",53.9062
"20110331","600089.SH",-7.711
"20110331","300006.SZ",84.6733
"20110331","300142.SZ",106.7183
"20110331","002403.SZ",11.2284
"20110331","000006.SZ",42.1283
"20110331","000571.SZ",13.9947
"20110331","000592.SZ",-290.234
"20110331","000598.SZ",13.7424
"20110331","300061.SZ",76.5905
"20110331","600625.SH",1.6221
"20110331","000556.SZ",110.4303
"20110331","000662.SZ",-450.2707
"20110331","002112.SZ",-37.0586
"20110331","002037.SZ",36.3098
"20110331","002040.SZ",86.7696
"20110331","002075.SZ",-16.3827
"20110331","601588.SH",-9.1292
"20110331","000676.SZ",-116.385
"20110331","002317.SZ",30.784
"20110331","002328.SZ",-47.72
"20110331","000537.SZ",-71.5831
"20110331","000544.SZ",25.7045
"20110331","000553.SZ",27.3936
"20110331","000584.SZ",19.6414
"20110331","600228.SH",-2.7968
"20110331","600237.SH",587.0762
"20110331","600645.SH",61.4629
"20110331","600649.SH",67.9802
"20110331","000039.SZ",209.6612
"20110331","600378.SH",83.1539
"20110331","600395.SH",32.331
"20110331","600422.SH",38.3247
"20110331","600498.SH",-12.8806
"20110331","600592.SH",35.9594
"20110331","600960.SH",18.0229
"20110331","600406.SH",50.1272
"20110331","300070.SZ",36.3155
"20110331","000035.SZ",106.2168
"20110331","000036.SZ",-6.8775
"20110331","000040.SZ",259.5111
"20110331","000065.SZ",143.3489
"20110331","600618.SH",849.2747
"20110331","600619.SH",70.0799
"20110331","600641.SH",-28.3158
"20110331","600875.SH",23.9025
"20110331","600883.SH",-51.633
"20110331","002124.SZ",-1128.6891
"20110331","600555.SH",35.4493
"20110331","600978.SH",-17.2218
"20110331","600985.SH",-12.7998
"20110331","002009.SZ",-4.6566
"20110331","002014.SZ",25.3032
"20110331","000043.SZ",-219.9932
"20110331","000046.SZ",-137.4837
"20110331","002031.SZ",10.0422
"20110331","002050.SZ",33.8851
"20110331","600092.SH",44.3759
"20110331","002411.SZ",118.6181
"20110331","300098.SZ",752.3798
"20110331","300066.SZ",15.7518
"20110331","300057.SZ",-16.8281
"20110331","300153.SZ",-76.8924
"20110331","002532.SZ",18.2793
"20110331","002190.SZ",90.052
"20110331","002358.SZ",66.8798
"20110331","000019.SZ",40.1817
"20110331","000028.SZ",35.8021
"20110331","000029.SZ",322.4755
"20110331","000033.SZ",7.6453
"20110331","002354.SZ",185.3003
"20110331","002357.SZ",84.0855
"20110331","600637.SH",89.5451
"20110331","600640.SH",64.3584
"20110331","600658.SH",20.8826
"20110331","600661.SH",-44.9764
"20110331","600684.SH",233.7889
"20110331","000608.SZ",-97.605
"20110331","000631.SZ",28.9784
"20110331","000650.SZ",48.6547
"20110331","000672.SZ",21.4125
"20110331","600638.SH",11.3691
"20110331","000776.SZ",-27.2874
"20110331","000782.SZ",500.0293
"20110331","600211.SH",-86.5447
"20110331","600234.SH",-17.8297
"20110331","600236.SH",25.3198
"20110331","000683.SZ",-57.3926
"20110331","000707.SZ",13.2706
"20110331","002086.SZ",29.7425
"20110331","600979.SH",-630.3638
"20110331","600987.SH",-0.8993
"20110331","002067.SZ",27.1684
"20110331","002096.SZ",0.8908
"20110331","002099.SZ",66.213
"20110331","002041.SZ",-35.9486
"20110331","002064.SZ",-7.6578
"20110331","000869.SZ",48.6628
"20110331","600293.SH",-63.349
"20110331","600299.SH",1598.9685
"20110331","600310.SH",100.4361
"20110331","000554.SZ",42.1493
"20110331","000561.SZ",-91.3054
"20110331","000564.SZ",8.5181
"20110331","000601.SZ",94.1269
"20110331","002377.SZ",6.3731
"20110331","002404.SZ",9.9748
"20110331","600490.SH",117.27
"20110331","600493.SH",39.8195
"20110331","600527.SH",38.0793
"20110331","600545.SH",-339.8896
"20110331","601118.SH",134.902
"20110331","000014.SZ",-109.9517
"20110331","000025.SZ",152.3507
"20110331","600456.SH",47.1805
"20110331","600509.SH",121.8759
"20110331","600533.SH",-72.3495
"20110331","600615.SH",29.2656
"20110331","600275.SH",-83.7593
"20110331","600283.SH",-112.1464
"20110331","600288.SH",-77.9516
"20110331","600290.SH",-17.1392
"20110331","002111.SZ",36.2859
"20110331","002058.SZ",735.8562
"20110331","300015.SZ",41.1866
"20110331","002568.SZ",-1.4161
"20110331","002164.SZ",8.6838
"20110331","002352.SZ",24.023
"20110331","002539.SZ",139.512
"20110331","600356.SH",-4.598
"20110331","002546.SZ",291.9256
"20110331","000969.SZ",29.7989
"20110331","000980.SZ",32.3889
"20110331","600037.SH",-42.2792
"20110331","000591.SZ",-6.3258
"20110331","600307.SH",127.1337
"20110331","000558.SZ",-88.5943
"20110331","000068.SZ",17.688
"20110331","000568.SZ",34.1245
"20110331","002389.SZ",63.4675
"20110331","300058.SZ",69.0399
"20110331","600529.SH",-10.5261
"20110331","600740.SH",146.5027
"20110331","002371.SZ",53.7896
"20110331","002367.SZ",20.8128
"20110331","002471.SZ",18.1872
"20110331","300002.SZ",29.1794
"20110331","600053.SH",100.0645
"20110331","600109.SH",76.3331
"20110331","000973.SZ",94.7339
"20110331","600382.SH",-62.4638
"20110331","600507.SH",56.3197
"20110331","000059.SZ",327.1181
"20110331","002279.SZ",36.6137
"20110331","002068.SZ",1.0063
"20110331","002118.SZ",465.9388
"20110331","002101.SZ",82.0017
"20110331","002462.SZ",49.0927
"20110331","600882.SH",-214.0629
"20110331","000560.SZ",-48.8719
"20110331","000034.SZ",845.8003
"20110331","000089.SZ",-6.3075
"20110331","000090.SZ",1535.5199
"20110331","000430.SZ",-163.2959
"20110331","002407.SZ",61.4732
"20110331","000779.SZ",38.698
"20110331","000810.SZ",33.6623
"20110331","000868.SZ",7.8069
"20110331","000888.SZ",10.1473
"20110331","002526.SZ",31.015
"20110331","002349.SZ",193.0796
"20110331","002503.SZ",59.2394
"20110331","300143.SZ",51.4759
"20110331","002477.SZ",106.3608
"20110331","300039.SZ",124.1212
"20110331","300011.SZ",40.5236
"20110331","002519.SZ",38.311
"20110331","300179.SZ",-56.782
"20110331","002038.SZ",34.3227
"20110331","600312.SH",-3795.8436
"20110331","600189.SH",-228.2444
"20110331","002469.SZ",13.5257
"20110331","002215.SZ",72.8047
"20110331","000511.SZ",-27.0331
"20110331","000530.SZ",26.732
"20110331","300242.SZ",35.9329
"20110331","600289.SH",-32.4778
"20110331","600999.SH",1.5922
"20110331","002077.SZ",251.0607
"20110331","002309.SZ",-10.4448
"20110331","002520.SZ",273.1252
"20110331","002043.SZ",176.935
"20110331","000609.SZ",-725.4291
"20110331","000619.SZ",-80.7784
"20110331","600076.SH",37.1327
"20110331","600079.SH",31.1344
"20110331","300119.SZ",7.1457
"20110331","002376.SZ",49.0186
"20110331","002521.SZ",-61.2819
"20110331","002598.SZ",45.4121
"20110331","002381.SZ",-13.5166
"20110331","002479.SZ",38.462
"20110331","002109.SZ",0.9632
"20110331","002498.SZ",1.0354
"20110331","002033.SZ",13.9254
"20110331","002036.SZ",-55.9102
"20110331","002139.SZ",23.3307
"20110331","601688.SH",-16.2537
"20110331","002563.SZ",27.8259
"20110331","002221.SZ",18.1175
"20110331","002175.SZ",23.8567
"20110331","600297.SH",328.9909
"20110331","000639.SZ",1.2942
"20110331","000655.SZ",50.0953
"20110331","002107.SZ",-152.5062
"20110331","002171.SZ",76.5725
"20110331","002275.SZ",4.0507
"20110331","000595.SZ",55.2382
"20110331","300001.SZ",30.9398
"20110331","000716.SZ",-39.4982
"20110331","000778.SZ",31.526
"20110331","000788.SZ",11.9147
"20110331","000936.SZ",240.2528
"20110331","000950.SZ",-1325.4799
"20110331","000796.SZ",-32.3466
"20110331","000819.SZ",-26.1731
"20110331","002549.SZ",-26.5047
"20110331","002057.SZ",90.1682
"20110331","002436.SZ",53.3093
"20110331","002426.SZ",-10.6494
"20110331","300027.SZ",303.8391
"20110331","002560.SZ",42.0927
"20110331","002186.SZ",18.5152
"20110331","002230.SZ",60.0945
"20110331","600737.SH",-378.0452
"20110331","600525.SH",-8.3433
"20110331","002232.SZ",20.387
"20110331","002085.SZ",16.2504
"20110331","000151.SZ",132.1532
"20110331","300183.SZ",279.1886
"20110331","600210.SH",43.871
"20110331","600253.SH",-28.3711
"20110331","600585.SH",174.547
"20110331","600589.SH",-6.4192
"20110331","600603.SH",19.485
"20110331","600673.SH",167.5943
"20110331","600724.SH",544.0872
"20110331","300046.SZ",50.7817
"20110331","000780.SZ",25.2789
"20110331","000877.SZ",72.2547
"20110331","000892.SZ",45.8634
"20110331","002365.SZ",-31.741
"20110331","002347.SZ",2.8278
"20110331","002176.SZ",655.2611
"20110331","002213.SZ",3.2186
"20110331","002299.SZ",74.9494
"20110331","002286.SZ",24.2526
"20110331","600217.SH",-563.7138
"20110331","600233.SH",-29.622
"20110331","600248.SH",48.0583
"20110331","300173.SZ",-29.8151
"20110331","300172.SZ",2294.2558
"20110331","002501.SZ",23.3591
"20110331","002401.SZ",20.4821
"20110331","600256.SH",65.6294
"20110331","002552.SZ",5.9408
"20110331","600546.SH",82.8207
"20110331","600311.SH",78.8749
"20110331","600319.SH",169.0476
"20110331","600365.SH",99.9824
"20110331","600379.SH",-30.1648
"20110331","002582.SZ",29.6839
"20110331","002326.SZ",67.9016
"20110331","601199.SH",99.456
"20110331","002515.SZ",13.729
"20110331","002380.SZ",14.7121
"20110331","002491.SZ",17.0674
"20110331","300159.SZ",184.2955
"20110331","002342.SZ",6.9881
"20110331","002331.SZ",11.9151
"20110331","600458.SH",101.9796
"20110331","002056.SZ",15.9724
"20110331","601333.SH",47.8061
"20110331","000587.SZ",3079.9293
"20110331","002127.SZ",77.6504
"20110331","002248.SZ",-76.8456
"20110331","002129.SZ",913.8243
"20110331","002554.SZ",253.4536
"20110331","002533.SZ",27.9989
"20110331","002423.SZ",-78.5454
"20110331","002231.SZ",140.5428
"20110331","002162.SZ",-218.3981
"20110331","002272.SZ",21.0612
"20110331","002223.SZ",59.7129
"20110331","002264.SZ",128.1585
"20110331","002178.SZ",69.5348
"20110331","002274.SZ",3.1066
"20110331","002277.SZ",50.7638
"20110331","002481.SZ",43.5891
"20110331","002561.SZ",14.6993
"20110331","002566.SZ",13.9548
"20110331","002405.SZ",60.9557
"20110331","002442.SZ",10.9687
"20110331","002541.SZ",155.3061
"20110331","002507.SZ",26.1349
"20110331","002406.SZ",39.5356
"20110331","002506.SZ",748.8618
"20110331","002399.SZ",-39.2374
"20110331","002240.SZ",-264.5518
"20110331","002544.SZ",49.8507
"20110331","002360.SZ",12.6657
"20110331","002242.SZ",55.8731
"20110331","002284.SZ",2.7999
"20110331","300005.SZ",83.9158
"20110331","002445.SZ",46.3465
"20110331","002504.SZ",1.9885
"20110331","002499.SZ",52.0839
"20110331","002400.SZ",31.0734
"20110331","002136.SZ",148.2464
"20110331","002128.SZ",-5.4939
"20110331","002555.SZ",-0.8706
"20110331","002475.SZ",40.6026
"20110331","002465.SZ",-30.6841
"20110331","002395.SZ",39.0507
"20110331","002486.SZ",264.7704
"20110331","002529.SZ",35.6063
"20110331","600572.SH",220.2173
"20110630","000607.SZ",137.6238
"20110630","000625.SZ",-42.467
"20110630","000630.SZ",127.9868
"20110630","000700.SZ",64.8978
"20110630","000750.SZ",-18.8666
"20110630","000767.SZ",7.5854
"20110630","000826.SZ",42.3007
"20110630","600717.SH",5.934
"20110630","600737.SH",23.8007
"20110630","600751.SH",64.3939
"20110630","600763.SH",47.5806
"20110630","600818.SH",294.8201
"20110630","600820.SH",-16.9668
"20110630","600832.SH",-11.989
"20110630","600555.SH",170.9205
"20110630","600986.SH",475.9975
"20110630","002009.SZ",125.6116
"20110630","002018.SZ",-269.3383
"20110630","601318.SH",34.3494
"20110630","600512.SH",16.5264
"20110630","002172.SZ",-884.4962
"20110630","002044.SZ",20.6925
"20110630","601107.SH",-8.7068
"20110630","600039.SH",140.7524
"20110630","000829.SZ",-113.9398
