"REPORT_PERIOD","S_INFO_WINDCODE","S_FA_ROE"
"20000331","600247.SH",2.2474
"20000331","000153.SZ",5.5696
"20000331","600280.SH",2.8276
"20000331","000150.SZ",5.3649
"20000630","000421.SZ",1.9889
"20000630","000977.SZ",4.5446
"20000630","000509.SZ",6.6341
"20000630","000430.SZ",-7.9465
"20000630","000507.SZ",2.8334
"20000630","000972.SZ",1.5563
"20000630","000517.SZ",12.7205
"20000630","000970.SZ",6.65
"20000630","000956.SZ",15.0557
"20000630","000911.SZ",2.8492
"20000630","000603.SZ",2.6562
"20000630","000566.SZ",-4.5246
"20000630","000572.SZ",-7.9231
"20000630","000565.SZ",-2.2693
"20000630","000571.SZ",0.0959
"20000630","000564.SZ",1.5493
"20000630","000570.SZ",2.4049
"20000630","000568.SZ",4.0785
"20000630","000547.SZ",0.0229
"20000630","000567.SZ",-1.5353
"20000630","000546.SZ",-25.2623
"20000630","000989.SZ",4.9133
"20000630","000990.SZ",2.2473
"20000630","000557.SZ",17.3527
"20000630","000987.SZ",6.161
"20000630","001696.SZ",-15.2488
"20000630","000545.SZ",-1.1645
"20000630","000554.SZ",7.5267
"20000630","000997.SZ",13.8963
"20000630","000551.SZ",5.3162
"20000630","000561.SZ",-0.9244
"20000630","000560.SZ",-9.0321
"20000630","000995.SZ",7.6486
"20000630","000550.SZ",0.3534
"20000630","000543.SZ",2.1793
"20000630","000521.SZ",0.1606
"20000630","000530.SZ",3.3699
"20000630","000536.SZ",-190.8696
"20000630","000520.SZ",3.5925
"20000630","000542.SZ",4.4267
"20000630","000528.SZ",1.9265
"20000630","000537.SZ",14.3698
"20000630","000056.SZ",1.0376
"20000630","000040.SZ",0.5009
"20000630","000882.SZ",0.4673
"20000630","000897.SZ",2.9642
"20000630","000906.SZ",4.8604
"20000630","000039.SZ",11.4588
"20000630","000061.SZ",10.1352
"20000630","000048.SZ",8.6814
"20000630","000892.SZ",8.5278
"20000630","000933.SZ",7.3504
"20000630","000923.SZ",3.0096
"20000630","000969.SZ",4.361
"20000630","000429.SZ",4.012
"20000630","000505.SZ",-3.2847
"20000630","000932.SZ",4.2448
"20000630","000955.SZ",0.7608
"20000630","000908.SZ",3.896
"20000630","000921.SZ",2.5429
"20000630","000422.SZ",2.837
"20000630","000931.SZ",4.1496
"20000630","000953.SZ",2.3464
"20000630","000920.SZ",5.399
"20000630","000928.SZ",2.3156
"20000630","000951.SZ",0.5794
"20000630","000919.SZ",5.8864
"20000630","000927.SZ",2.5392
"20000630","000937.SZ",5.2208
"20000630","000960.SZ",4.0271
"20000630","000918.SZ",2.4773
"20000630","000915.SZ",0.5511
"20000630","000926.SZ",6.7192
"20000630","000936.SZ",5.1041
"20000630","000958.SZ",2.9078
"20000630","000916.SZ",3.814
"20000630","000416.SZ",-1.3717
"20000630","000070.SZ",3.8465
"20000630","000409.SZ",-1.7451
"20000630","000957.SZ",4.648
"20000630","000155.SZ",7.7056
"20000630","000403.SZ",13.5548
"20000630","000065.SZ",5.2357
"20000630","000533.SZ",4.2355
"20000630","000541.SZ",6.1699
"20000630","000518.SZ",20.4516
"20000630","000527.SZ",11.2384
"20000630","000531.SZ",5.0445
"20000630","000540.SZ",11.2929
"20000630","000983.SZ",10.3511
"20000630","000524.SZ",2.0715
"20000630","000985.SZ",13.3769
"20000630","000978.SZ",4.4514
"20000630","000539.SZ",10.7917
"20000630","000523.SZ",1.3214
"20000630","000981.SZ",6.1721
"20000630","000428.SZ",3.4949
"20000630","000503.SZ",11.369
"20000630","000963.SZ",3.1635
"20000630","000514.SZ",3.1927
"20000630","000961.SZ",4.9592
"20000630","000501.SZ",3.0639
"20000630","000426.SZ",3.9175
"20000630","000510.SZ",2.4812
"20000630","000962.SZ",7.221
"20000630","000488.SZ",8.6324
"20000630","000817.SZ",9.0585
"20000630","000785.SZ",5.5432
"20000630","000827.SZ",5.6266
"20000630","000803.SZ",-4.0863
"20000630","000816.SZ",3.7835
"20000630","000800.SZ",5.2153
"20000630","000813.SZ",2.0137
"20000630","000826.SZ",0.0868
"20000630","000903.SZ",2.4463
"20000630","000062.SZ",4.8947
"20000630","000059.SZ",0.1249
"20000630","000047.SZ",-28.4822
"20000630","000888.SZ",1.6986
"20000630","000901.SZ",2.2787
"20000630","000035.SZ",8.4627
"20000630","000012.SZ",4.4866
"20000630","000018.SZ",1.287
"20000630","000027.SZ",10.8212
"20000630","000036.SZ",6.7158
"20000630","000024.SZ",5.0018
"20000630","000032.SZ",3.1213
"20000630","000010.SZ",-1.9927
"20000630","000017.SZ",-37.0815
"20000630","000025.SZ",-46.0641
"20000630","000021.SZ",2.6477
"20000630","000031.SZ",0.6257
"20000630","000009.SZ",1.6575
"20000630","000019.SZ",2.8824
"20000630","000037.SZ",8.8259
"20000630","000013.SZ",3.393
"20000630","000029.SZ",1.2066
"20000630","000038.SZ",2.4542
"20000630","000869.SZ",11.135
"20000630","000833.SZ",1.1742
"20000630","000859.SZ",2.5654
"20000630","000005.SZ",0.307
"20000630","000831.SZ",2.2905
"20000630","000858.SZ",16.3092
"20000630","000004.SZ",9.0695
"20000630","000880.SZ",7.4473
"20000630","000157.SZ",17.6639
"20000630","000401.SZ",3.5605
"20000630","000063.SZ",7.828
"20000630","000415.SZ",5.9998
"20000630","000400.SZ",5.8164
"20000630","000090.SZ",5.0999
"20000630","000412.SZ",-7.8791
"20000630","000096.SZ",8.9359
"20000630","000159.SZ",8.7291
"20000630","000420.SZ",3.6352
"20000630","000088.SZ",1.2659
"20000630","000411.SZ",-20.1289
"20000630","000417.SZ",4.0832
"20000630","000078.SZ",12.6869
"20000630","000158.SZ",9.7235
"20000630","000410.SZ",1.1068
"20000630","000887.SZ",5.2889
"20000630","000900.SZ",3.6368
"20000630","000886.SZ",1.4801
"20000630","000899.SZ",4.4127
"20000630","000043.SZ",2.2011
"20000630","000058.SZ",0.8674
"20000630","000883.SZ",2.6455
"20000630","000898.SZ",4.175
"20000630","000666.SZ",4.4486
"20000630","000679.SZ",2.536
"20000630","000658.SZ",-12.1718
"20000630","000638.SZ",-9.6052
"20000630","000630.SZ",6.4055
"20000630","000659.SZ",3.3505
"20000630","000671.SZ",3.5182
"20000630","000665.SZ",4.2323
"20000630","000657.SZ",10.1066
"20000630","000795.SZ",3.2523
"20000630","000729.SZ",4.8114
"20000630","000799.SZ",3.0403
"20000630","000811.SZ",6.2344
"20000630","000823.SZ",4.5064
"20000630","000791.SZ",0.6476
"20000630","000728.SZ",2.3871
"20000630","000748.SZ",3.6658
"20000630","000779.SZ",4.0856
"20000630","000765.SZ",7.1607
"20000630","000727.SZ",6.3428
"20000630","000759.SZ",4.746
"20000630","000739.SZ",1.1847
"20000630","000777.SZ",6.4731
"20000630","000762.SZ",2.2672
"20000630","000757.SZ",1.5405
"20000630","000735.SZ",8.9307
"20000630","000769.SZ",0.511
"20000630","000753.SZ",3.2938
"20000630","000782.SZ",1.5211
"20000630","000733.SZ",3.655
"20000630","000768.SZ",2.8437
"20000630","000751.SZ",12.8806
"20000630","000780.SZ",4.2149
"20000630","000732.SZ",-1.8446
"20000630","000767.SZ",8.0165
"20000630","000708.SZ",0.9179
"20000630","000699.SZ",-4.5297
"20000630","000709.SZ",6.3387
"20000630","000703.SZ",3.6891
"20000630","000695.SZ",1.9315
"20000630","000715.SZ",0.1288
"20000630","000681.SZ",6.1246
"20000630","000828.SZ",8.6115
"20000630","000856.SZ",2.3372
"20000630","000868.SZ",0.1648
"20000630","000878.SZ",6.1522
"20000630","000850.SZ",11.0185
"20000630","000866.SZ",5.3243
"20000630","000877.SZ",5.4973
"20000630","000007.SZ",-10.501
"20000630","000838.SZ",-10.5575
"20000630","000863.SZ",6.4998
"20000630","000790.SZ",4.2225
"20000630","000835.SZ",3.5476
"20000630","000861.SZ",4.5962
"20000630","000797.SZ",5.2885
"20000630","000810.SZ",6.8146
"20000630","000822.SZ",4.1858
"20000630","000796.SZ",3.6798
"20000630","000809.SZ",4.6059
"20000630","000821.SZ",4.3489
"20000630","000788.SZ",-1.1084
"20000630","000723.SZ",-0.6092
"20000630","000805.SZ",-7.7079
"20000630","600651.SH",4.7912
"20000630","600658.SH",-8.0295
"20000630","600667.SH",-2.9013
"20000630","600674.SH",4.8204
"20000630","600235.SH",5.303
"20000630","600655.SH",3.3332
"20000630","600648.SH",0.7657
"20000630","600664.SH",7.8867
"20000630","600673.SH",-4.8757
"20000630","000678.SZ",-3.0265
"20000630","000637.SZ",9.1566
"20000630","000594.SZ",8.6112
"20000630","000622.SZ",1.676
"20000630","000676.SZ",7.8208
"20000630","000636.SZ",13.0247
"20000630","000593.SZ",3.8813
"20000630","000621.SZ",2.2681
"20000630","000606.SZ",3.4408
"20000630","000615.SZ",5.5492
"20000630","000620.SZ",4.5697
"20000630","000601.SZ",2.943
"20000630","000613.SZ",-11.0929
"20000630","000619.SZ",28.8143
"20000630","000599.SZ",2.9432
"20000630","000612.SZ",0.9311
"20000630","000591.SZ",5.0434
"20000630","000618.SZ",0.7072
"20000630","000629.SZ",5.1566
"20000630","000598.SZ",3.5429
"20000630","000608.SZ",10.6624
"20000630","600678.SH",2.3107
"20000630","000607.SZ",14.477
"20000630","000616.SZ",3.1285
"20000630","000626.SZ",6.3817
"20000630","000596.SZ",4.6034
"20000630","600677.SH",14.3333
"20000630","600685.SH",1.7548
"20000630","000576.SZ",1.1149
"20000630","000587.SZ",1.4931
"20000630","600676.SH",9.5927
"20000630","600683.SH",-5.361
"20000630","000702.SZ",2.5553
"20000630","000693.SZ",8.6542
"20000630","000713.SZ",1.6232
"20000630","000680.SZ",2.7193
"20000630","000701.SZ",1.5042
"20000630","000692.SZ",4.6564
"20000630","000712.SZ",0.8296
"20000630","000720.SZ",2.3309
"20000630","000700.SZ",5.8186
"20000630","000719.SZ",4.2872
"20000630","000710.SZ",0.2917
"20000630","000686.SZ",2.3704
"20000630","000655.SZ",2.0433
"20000630","000716.SZ",0.433
"20000630","000685.SZ",0.0782
"20000630","000652.SZ",13.6315
"20000630","000673.SZ",2.698
"20000630","000633.SZ",5.8712
"20000630","000663.SZ",3.5582
"20000630","000651.SZ",10.4825
"20000630","000631.SZ",6.3281
"20000630","000661.SZ",0.1931
"20000630","000672.SZ",4.4517
"20000630","600202.SH",2.5994
"20000630","600606.SH",4.1475
"20000630","600604.SH",-0.6354
"20000630","600200.SH",4.4062
"20000630","600613.SH",2.6832
"20000630","600163.SH",7.007
"20000630","600197.SH",4.8869
"20000630","600612.SH",2.6326
"20000630","600160.SH",7.152
"20000630","600170.SH",3.6848
"20000630","600233.SH",4.1786
"20000630","600217.SH",3.8794
"20000630","600231.SH",7.5251
"20000630","600216.SH",3.0584
"20000630","600241.SH",11.006
"20000630","600639.SH",1.7233
"20000630","600229.SH",3.7601
"20000630","600240.SH",5.1096
"20000630","600213.SH",2.0589
"20000630","600256.SH",8.786
"20000630","600239.SH",2.6666
"20000630","600255.SH",11.5575
"20000630","600221.SH",1.2983
"20000630","600643.SH",3.0614
"20000630","600238.SH",4.398
"20000630","600252.SH",6.7017
"20000630","600225.SH",2.1106
"20000630","600246.SH",11.482
"20000630","600236.SH",7.039
"20000630","600248.SH",3.9408
"20000630","600624.SH",4.0402
"20000630","600206.SH",1.5198
"20000630","600633.SH",-175.1139
"20000630","600642.SH",22.9489
"20000630","600219.SH",3.5258
"20000630","600621.SH",6.5878
"20000630","600630.SH",6.4549
"20000630","600205.SH",20.2655
"20000630","600616.SH",4.4649
"20000630","600187.SH",4.6398
"20000630","600627.SH",7.4232
"20000630","600615.SH",0.2585
"20000630","000585.SZ",-1.4313
"20000630","600682.SH",6.9919
"20000630","000583.SZ",5.073
"20000630","600679.SH",1.2324
"20000630","600690.SH",6.8068
"20000630","000590.SZ",4.0227
"20000630","000582.SZ",0.3388
"20000630","600646.SH",11.0981
"20000630","600663.SH",0.6398
"20000630","600670.SH",17.1073
"20000630","600686.SH",5.1336
"20000630","000589.SZ",0.771
"20000630","000581.SZ",6.3238
"20000630","600662.SH",6.4654
"20000630","600645.SH",0.7706
"20000630","600669.SH",0.4573
"20000630","600654.SH",6.9093
"20000630","600212.SH",4.4501
"20000630","600644.SH",1.9464
"20000630","600659.SH",6.7277
"20000630","600653.SH",11.076
"20000630","600668.SH",4.9361
"20000630","600115.SH",1.0553
"20000630","600053.SH",3.1504
"20000630","600096.SH",6.7541
"20000630","600091.SH",7.022
"20000630","600105.SH",2.7323
"20000630","600123.SH",5.344
"20000630","600113.SH",2.2054
"20000630","600095.SH",1.8669
"20000630","600125.SH",6.1219
"20000630","600111.SH",5.2255
"20000630","600121.SH",5.4264
"20000630","600094.SH",7.5075
"20000630","600103.SH",5.6953
"20000630","600066.SH",2.9407
"20000630","600075.SH",0.4789
"20000630","600083.SH",-166.8262
"20000630","600059.SH",3.387
"20000630","600065.SH",1.3684
"20000630","600149.SH",0.6575
"20000630","600172.SH",7.4084
"20000630","600183.SH",10.7967
"20000630","600181.SH",3.1061
"20000630","600148.SH",4.7105
"20000630","600180.SH",7.315
"20000630","600158.SH",3.417
"20000630","600169.SH",3.5144
"20000630","600157.SH",11.0157
"20000630","600168.SH",5.7997
"20000630","600179.SH",3.4248
"20000630","600175.SH",1.3168
"20000630","600186.SH",6.5216
"20000630","600155.SH",6.9238
"20000630","600167.SH",1.6453
"20000630","600185.SH",2.6581
"20000630","600153.SH",6.5907
"20000630","600166.SH",5.4424
"20000630","600173.SH",3.4289
"20000630","600132.SH",3.6264
"20000630","600145.SH",1.1558
"20000630","600129.SH",3.2017
"20000630","600138.SH",8.2952
"20000630","600130.SH",4.5005
"20000630","600137.SH",-134.8643
"20000630","600550.SH",7.7156
"20000630","600136.SH",2.9338
"20000630","600638.SH",3.3412
"20000630","600626.SH",6.7086
"20000630","600636.SH",11.1972
"20000630","600211.SH",2.8201
"20000630","600620.SH",5.4413
"20000630","600617.SH",1.3691
"20000630","600625.SH",-98.2567
"20000630","600210.SH",8.1364
"20000630","600635.SH",6.1067
"20000630","600618.SH",0.9899
"20000630","600611.SH",5.4191
"20000630","600603.SH",2.0636
"20000630","600196.SH",9.7789
"20000630","600209.SH",5.1523
"20000630","600601.SH",14.6725
"20000630","600189.SH",4.8985
"20000630","600188.SH",5.757
"20000630","600203.SH",2.1433
"20000630","600610.SH",-7.6568
"20000630","600883.SH",5.2193
"20000630","600891.SH",-0.8208
"20000630","600872.SH",3.6027
"20000630","600897.SH",2.135
"20000630","600871.SH",4.4261
"20000630","600878.SH",5.0202
"20000630","600888.SH",1.5045
"20000630","600895.SH",6.2088
"20000630","600870.SH",3.067
"20000630","600877.SH",1.4339
"20000630","600886.SH",-3.6618
"20000630","600853.SH",-8.988
"20000630","600860.SH",2.0676
"20000630","600839.SH",1.9725
"20000630","600845.SH",-9.9491
"20000630","600852.SH",1.7111
"20000630","600838.SH",2.7762
"20000630","600858.SH",0.9598
"20000630","600844.SH",1.2341
"20000630","600850.SH",4.1172
"20000630","600820.SH",5.2656
"20000630","600843.SH",1.6299
"20000630","600856.SH",3.9942
"20000630","600073.SH",9.5003
"20000630","600081.SH",9.4641
"20000630","600058.SH",2.8192
"20000630","600071.SH",1.8293
"20000630","600064.SH",7.0305
"20000630","600072.SH",0.6309
"20000630","600080.SH",8.1155
"20000630","600056.SH",7.5439
"20000630","600087.SH",6.7873
"20000630","600063.SH",4.1249
"20000630","600079.SH",3.9128
"20000630","600086.SH",1.9755
"20000630","600060.SH",3.7604
"20000630","600078.SH",3.0595
"20000630","600068.SH",3.6249
"20000630","600067.SH",3.9452
"20000630","600038.SH",13.3942
"20000630","600002.SH",3.7061
"20000630","600009.SH",7.044
"20000630","600037.SH",20.3432
"20000630","600000.SH",6.5944
"20000630","600008.SH",7.6575
"20000630","600899.SH",3.6405
"20000630","600006.SH",7.6693
"20000630","600052.SH",5.5163
"20000630","600003.SH",2.3295
"20000630","600019.SH",9.2029
"20000630","600051.SH",4.0118
"20000630","600005.SH",7.4633
"20000630","600119.SH",2.6901
"20000630","600102.SH",8.7936
"20000630","600133.SH",8.0647
"20000630","600109.SH",-18.8007
"20000630","600118.SH",7.2593
"20000630","600101.SH",4.7354
"20000630","600110.SH",0.0745
"20000630","600093.SH",2.5988
"20000630","600117.SH",4.58
"20000630","600100.SH",6.2391
"20000630","600092.SH",2.2863
"20000630","600104.SH",10.1484
"20000630","600339.SH",10.1757
"20000630","600303.SH",14.9082
"20000630","600336.SH",6.544
"20000630","600302.SH",18.5969
"20000630","600312.SH",4.1977
"20000630","600272.SH",4.1917
"20000630","600813.SH",-16.5182
"20000630","600796.SH",8.5288
"20000630","600787.SH",7.0506
"20000630","600819.SH",4.1053
"20000630","600801.SH",0.5592
"20000630","600811.SH",5.1492
"20000630","600795.SH",21.1648
"20000630","600781.SH",0.2153
"20000630","600800.SH",7.0718
"20000630","600810.SH",1.907
"20000630","600793.SH",-2.067
"20000630","600771.SH",7.4295
"20000630","600779.SH",20.1888
"20000630","600778.SH",4.0061
"20000630","600777.SH",2.9155
"20000630","600776.SH",8.9269
"20000630","600786.SH",-1.5702
"20000630","600783.SH",0.1413
"20000630","600389.SH",16.2211
"20000630","600388.SH",7.7645
"20000630","600400.SH",18.297
"20000630","600383.SH",11.7152
"20000630","600368.SH",8.7955
"20000630","600382.SH",7.405
"20000630","600366.SH",10.2828
"20000630","600848.SH",-2.7085
"20000630","600865.SH",4.2096
"20000630","600855.SH",-160.932
"20000630","600841.SH",2.2021
"20000630","600854.SH",10.2759
"20000630","600864.SH",0.8615
"20000630","600840.SH",2.901
"20000630","600829.SH",1.7206
"20000630","600823.SH",0.5574
"20000630","600828.SH",4.2779
"20000630","600827.SH",5.165
"20000630","600822.SH",0.0568
"20000630","600825.SH",0.068
"20000630","600835.SH",5.3466
"20000630","600824.SH",4.4983
"20000630","600817.SH",10.564
"20000630","600799.SH",8.7243
"20000630","600807.SH",2.0618
"20000630","600790.SH",6.4844
"20000630","600816.SH",5.2939
"20000630","600797.SH",5.1086
"20000630","600804.SH",-6.7261
"20000630","600789.SH",3.3503
"20000630","600802.SH",5.4454
"20000630","600885.SH",-3.6541
"20000630","600893.SH",-4.3335
"20000630","600869.SH",-1.9851
"20000630","600875.SH",-1.0346
"20000630","600884.SH",9.5053
"20000630","600892.SH",6.5798
"20000630","600868.SH",5.9629
"20000630","600874.SH",-6.3448
"20000630","600867.SH",1.6655
"20000630","T00018.SH",17.407
"20000630","600708.SH",-6.608
"20000630","600699.SH",6.8943
"20000630","600716.SH",1.2398
"20000630","600725.SH",0.9475
"20000630","600706.SH",-3.5129
"20000630","600358.SH",6.9153
"20000630","600698.SH",0.0767
"20000630","600713.SH",5.2021
"20000630","600724.SH",8.4229
"20000630","600697.SH",2.7643
"20000630","600704.SH",4.9169
"20000630","600815.SH",1.2278
"20000630","600695.SH",0.8102
"20000630","600285.SH",14.9837
"20000630","600262.SH",4.2189
"20000630","600275.SH",14.4874
"20000630","600260.SH",5.9727
"20000630","600282.SH",12.92
"20000630","600761.SH",2.8035
"20000630","600261.SH",15.1844
"20000630","600758.SH",1.1797
"20000630","600259.SH",5.8858
"20000630","600279.SH",9.1917
"20000630","600268.SH",1.4758
"20000630","600767.SH",0.1763
"20000630","600267.SH",9.4964
"20000630","600278.SH",9.9889
"20000630","600764.SH",5.0883
"20000630","600277.SH",6.2673
"20000630","600291.SH",5.1831
"20000630","600266.SH",4.4366
"20000630","600265.SH",9.2445
"20000630","600276.SH",14.755
"20000630","600289.SH",4.6123
"20000630","600731.SH",4.9961
"20000630","600763.SH",-2.6902
"20000630","600727.SH",8.5439
"20000630","600746.SH",4.3268
"20000630","600753.SH",-0.4698
"20000630","600739.SH",17.2812
"20000630","600726.SH",8.0601
"20000630","600752.SH",4.5276
"20000630","600737.SH",6.8759
"20000630","600744.SH",3.9617
"20000630","600770.SH",12.6567
"20000630","600365.SH",7.6782
"20000630","600769.SH",1.611
"20000630","600393.SH",5.1641
"20000630","600377.SH",2.105
"20000630","600300.SH",6.9422
"20000630","600310.SH",9.6244
"20000630","600309.SH",18.9737
"20000630","600320.SH",6.1956
"20000630","600299.SH",3.6884
"20000630","600333.SH",10.3054
"20000630","600296.SH",14.7028
"20000630","600295.SH",4.1848
"20000630","600307.SH",12.9039
"20000630","600332.SH",6.1192
"20000630","600328.SH",13.2067
"20000630","600345.SH",15.3189
"20000630","000045.SZ",4.8856
"20000630","600637.SH",7.8903
"20000630","600751.SH",8.2767
"20000630","600846.SH",4.7036
"20000630","000020.SZ",1.1944
"20000630","600830.SH",5.5314
"20000630","600623.SH",-12.6577
"20000630","600738.SH",2.7398
"20000630","600803.SH",2.264
"20000630","600730.SH",-2.2769
"20000630","000526.SZ",-2.2166
"20000630","600773.SH",2.6518
"20000630","600707.SH",6.8525
"20000630","600881.SH",5.1467
"20000630","000502.SZ",24.7632
"20000630","600089.SH",7.69
"20000630","600218.SH",4.2878
"20000630","600722.SH",10.1545
"20000630","600693.SH",2.5738
"20000630","600702.SH",3.7254
"20000630","600220.SH",5.9073
"20000630","600831.SH",-19.4361
"20000630","600694.SH",2.9635
"20000630","600466.SH",11.3289
"20000630","600660.SH",14.1944
"20000630","600808.SH",0.5337
"20000630","600780.SH",2.9023
"20000630","600257.SH",1.841
"20000630","600555.SH",11.6027
"20000630","600729.SH",7.9833
"20000630","600687.SH",0.5032
"20000630","600887.SH",8.2387
"20000630","600628.SH",8.4725
"20000630","600861.SH",3.3666
"20000630","600192.SH",3.9117
"20000630","000756.SZ",4.7622
"20000630","600150.SH",-4.1517
"20000630","000600.SZ",1.0638
"20000630","000783.SZ",-6.457
"20000630","000721.SZ",2.0566
"20000630","000976.SZ",4.2447
"20000630","600116.SH",1.4527
"20000630","000548.SZ",5.1329
"20000630","000999.SZ",4.5591
"20000630","000913.SZ",6.7213
"20000630","000689.SZ",-17.4699
"20000630","600733.SH",3.5451
"20000630","600742.SH",17.8327
"20000630","600750.SH",3.3596
"20000630","600735.SH",3.171
"20000630","600757.SH",4.1889
"20000630","600741.SH",7.9747
"20000630","600749.SH",5.1536
"20000630","600710.SH",1.3962
"20000630","600740.SH",6.4498
"20000630","600747.SH",8.0282
"20000630","600754.SH",4.3208
"20000630","600732.SH",3.4067
"20000630","600719.SH",4.4404
"20000630","600692.SH",1.1752
"20000630","600709.SH",10.1033
"20000630","600701.SH",4.4354
"20000630","600720.SH",7.1489
"20000630","600718.SH",6.6757
"20000630","000150.SZ",7.2647
"20000630","600128.SH",5.71
"20000630","000820.SZ",3.259
"20000630","600293.SH",7.647
"20000630","600085.SH",7.5515
"20000630","600198.SH",6.7603
"20000630","600748.SH",0.8568
"20000630","000968.SZ",2.5115
"20000630","600792.SH",-3.4959
"20000630","600156.SH",2.9097
"20000630","600127.SH",3.5544
"20000630","600270.SH",23.9375
"20000630","600723.SH",2.5469
"20000630","000939.SZ",8.6997
"20000630","000516.SZ",7.8378
"20000630","000893.SZ",-3.4532
"20000630","600640.SH",2.6975
"20000630","000046.SZ",5.0073
"20000630","000688.SZ",11.1708
"20000630","600084.SH",7.8392
"20000630","600195.SH",4.5971
"20000630","600162.SH",2.4857
"20000630","600176.SH",2.8757
"20000630","600297.SH",12.639
"20000630","600269.SH",4.8015
"20000630","600609.SH",5.9595
"20000630","600283.SH",5.5069
"20000630","600106.SH",4.4941
"20000630","600376.SH",30.1917
"20000630","600141.SH",2.2721
"20000630","000881.SZ",4.3192
"20000630","000552.SZ",14.2758
"20000630","600232.SH",7.5714
"20000630","000776.SZ",4.5071
"20000630","001896.SZ",3.7871
"20000630","000003.SZ",-107.4731
"20000630","000839.SZ",11.3745
"20000630","000750.SZ",6.0414
"20000630","600001.SH",5.5105
"20000630","000736.SZ",3.5105
"20000630","000837.SZ",2.682
"20000630","000973.SZ",4.7329
"20000630","000611.SZ",0.1826
"20000630","000948.SZ",3.5703
"20000630","000802.SZ",1.4154
"20000630","000055.SZ",3.6245
"20000630","000506.SZ",0.705
"20000630","600099.SH",1.1276
"20000630","600288.SH",8.1264
"20000630","000660.SZ",2.9509
"20000630","000890.SZ",5.7612
"20000630","600088.SH",1.0035
"20000630","000407.SZ",3.8848
"20000630","000623.SZ",7.3399
"20000630","000807.SZ",5.0947
"20000630","600228.SH",1.1171
"20000630","600061.SH",2.5473
"20000630","000099.SZ",9.7202
"20000630","600765.SH",-1.4837
"20000630","600863.SH",4.1346
"20000630","600652.SH",2.9179
"20000630","000569.SZ",2.5139
"20000630","000602.SZ",-18.4709
"20000630","000632.SZ",3.7435
"20000630","000519.SZ",6.9271
"20000630","000558.SZ",2.7967
"20000630","000597.SZ",3.9675
"20000630","600135.SH",12.7954
"20000630","000625.SZ",1.4347
"20000630","000544.SZ",2.9345
"20000630","000592.SZ",4.2687
"20000630","600785.SH",7.7438
"20000630","000538.SZ",6.7087
"20000630","000584.SZ",0.772
"20000630","000617.SZ",-0.6391
"20000630","000089.SZ",10.727
"20000630","600657.SH",13.1744
"20000630","600703.SH",-14.3472
"20000630","000423.SZ",6.0011
"20000630","600649.SH",4.5843
"20000630","600696.SH",-4.0695
"20000630","000068.SZ",2.6062
"20000630","000418.SZ",5.7994
"20000630","600688.SH",3.1468
"20000630","000050.SZ",4.4261
"20000630","000413.SZ",5.2244
"20000630","600684.SH",-8.6384
"20000630","000628.SZ",1.486
"20000630","600602.SH",6.5261
"20000630","000605.SZ",-3.062
"20000630","000405.SZ",2.6853
"20000630","000023.SZ",3.5632
"20000630","000650.SZ",4.3542
"20000630","000555.SZ",-7.8728
"20000630","600880.SH",6.4878
"20000630","000829.SZ",1.2407
"20000630","000761.SZ",6.2219
"20000630","000690.SZ",4.4931
"20000630","000752.SZ",5.269
"20000630","000726.SZ",12.1869
"20000630","600784.SH",4.4353
"20000630","000060.SZ",7.3426
"20000630","000717.SZ",4.1034
"20000630","000033.SZ",-0.8923
"20000630","000529.SZ",-3.3724
"20000630","000011.SZ",6.1346
"20000630","000504.SZ",-13.0881
"20000630","600896.SH",4.5026
"20000630","000404.SZ",3.4204
"20000630","600766.SH",7.1488
"20000630","600607.SH",4.1066
"20000630","000069.SZ",5.6691
"20000630","000562.SZ",6.9356
"20000630","000793.SZ",-1.8224
"20000630","000553.SZ",1.3964
"20000630","600665.SH",0.6798
"20000630","600055.SH",1.725
"20000630","000938.SZ",6.6446
"20000630","000982.SZ",0.8767
"20000630","600069.SH",0.8434
"20000630","600016.SH",12.5839
"20000630","000912.SZ",4.7964
"20000630","000836.SZ",6.294
"20000630","600711.SH",0.6171
"20000630","000959.SZ",7.813
"20000630","600378.SH",6.9636
"20000630","600876.SH",2.1429
"20000630","600313.SH",5.4363
"20000630","600873.SH",1.2709
"20000630","600359.SH",3.8008
"20000630","600298.SH",11.6562
"20000630","600866.SH",5.9384
"20000630","600775.SH",10.4243
"20000630","600821.SH",1.4159
"20000630","600165.SH",6.3113
"20000630","600215.SH",5.4815
"20000630","600281.SH",5.4789
"20000630","600768.SH",-7.2349
"20000630","600812.SH",1.8923
"20000630","600859.SH",1.558
"20000630","600208.SH",2.0894
"20000630","600851.SH",5.682
"20000630","600199.SH",5.9479
"20000630","600834.SH",5.43
"20000630","600182.SH",-3.0553
"20000630","600237.SH",4.4169
"20000630","600190.SH",4.0057
"20000630","600806.SH",-0.5896
"20000630","600171.SH",6.2103
"20000630","600234.SH",2.701
"20000630","600798.SH",4.465
"20000630","600098.SH",10.1394
"20000630","600108.SH",4.3233
"20000630","000513.SZ",0.724
"20000630","600681.SH",5.5168
"20000630","000042.SZ",3.1744
"20000630","000402.SZ",6.4311
"20000630","000498.SZ",0.73
"20000630","600671.SH",0.9639
"20000630","600705.SH",9.1998
"20000630","000301.SZ",4.1112
"20000630","000008.SZ",25.8574
"20000630","600622.SH",0.0552
"20000630","000001.SZ",5.9523
